phi,r,z
19.536333,6.018883,0.499769
19.536950,6.018010,0.501739
19.537568,6.017137,0.503710
19.538186,6.016263,0.505680
19.538804,6.015389,0.507649
19.539422,6.014514,0.509619
19.540041,6.013638,0.511588
19.540659,6.012762,0.513557
19.541278,6.011886,0.515525
19.541897,6.011009,0.517493
19.542516,6.010131,0.519461
19.543135,6.009253,0.521429
19.543754,6.008375,0.523396
19.544374,6.007496,0.525363
19.544993,6.006616,0.527330
19.545613,6.005737,0.529297
19.546233,6.004856,0.531263
19.546853,6.003975,0.533229
19.547473,6.003094,0.535194
19.548094,6.002212,0.537160
19.548714,6.001329,0.539125
19.549335,6.000446,0.541089
19.549956,5.999563,0.543054
19.550577,5.998679,0.545018
19.551198,5.997794,0.546981
19.551820,5.996909,0.548945
19.552441,5.996024,0.550908
19.553063,5.995138,0.552871
19.553685,5.994251,0.554833
19.554307,5.993364,0.556796
19.554929,5.992477,0.558757
19.555551,5.991589,0.560719
19.556174,5.990700,0.562680
19.556797,5.989811,0.564641
19.557419,5.988922,0.566602
19.558042,5.988032,0.568562
19.558666,5.987142,0.570522
19.559289,5.986251,0.572482
19.559912,5.985359,0.574441
19.560536,5.984467,0.576400
19.561160,5.983575,0.578359
19.561784,5.982682,0.580317
19.562408,5.981788,0.582275
19.563032,5.980894,0.584233
19.563657,5.980000,0.586191
19.564281,5.979105,0.588148
19.564906,5.978210,0.590104
19.565531,5.977314,0.592061
19.566156,5.976417,0.594017
19.566782,5.975520,0.595973
19.567407,5.974623,0.597928
19.568033,5.973725,0.599883
19.568659,5.972827,0.601838
19.569285,5.971928,0.603793
19.569911,5.971029,0.605747
19.570537,5.970129,0.607700
19.571163,5.969228,0.609654
19.571790,5.968327,0.611607
19.572417,5.967426,0.613560
19.573044,5.966524,0.615512
19.573671,5.965622,0.617464
19.574298,5.964719,0.619416
19.574926,5.963816,0.621367
19.575553,5.962912,0.623318
19.576181,5.962008,0.625269
19.576809,5.961103,0.627219
19.577437,5.960198,0.629169
19.578066,5.959292,0.631119
19.578694,5.958386,0.633068
19.579323,5.957479,0.635017
19.579951,5.956572,0.636966
19.580580,5.955664,0.638914
19.581210,5.954756,0.640862
19.581839,5.953847,0.642810
19.582468,5.952938,0.644757
19.583098,5.952029,0.646704
19.583728,5.951119,0.648650
19.584358,5.950208,0.650596
19.584988,5.949297,0.652542
19.585618,5.948385,0.654487
19.586249,5.947473,0.656432
19.586880,5.946561,0.658377
19.587510,5.945648,0.660321
19.588141,5.944734,0.662265
19.588773,5.943820,0.664209
19.589404,5.942906,0.666152
19.590035,5.941991,0.668095
19.590667,5.941075,0.670038
19.591299,5.940159,0.671980
19.591931,5.939243,0.673921
19.592563,5.938326,0.675863
19.593196,5.937409,0.677804
19.593828,5.936491,0.679744
19.594461,5.935572,0.681685
19.595094,5.934654,0.683625
19.595727,5.933734,0.685564
19.596360,5.932814,0.687503
19.596994,5.931894,0.689442
19.597627,5.930973,0.691380
19.598261,5.930052,0.693318
19.598895,5.929131,0.695256
19.599529,5.928208,0.697193
19.600163,5.927286,0.699130
19.600798,5.926363,0.701067
19.601433,5.925439,0.703003
19.602067,5.924515,0.704938
19.602702,5.923590,0.706874
19.603338,5.922665,0.708809
19.603973,5.921740,0.710743
19.604608,5.920814,0.712677
19.605244,5.919887,0.714611
19.605880,5.918960,0.716544
19.606516,5.918033,0.718477
19.607152,5.917105,0.720410
19.607789,5.916177,0.722342
19.608425,5.915248,0.724274
19.609062,5.914319,0.726205
19.609699,5.913389,0.728136
19.610336,5.912459,0.730067
19.610973,5.911528,0.731997
19.611611,5.910597,0.733927
19.612248,5.909665,0.735856
19.612886,5.908733,0.737785
19.613524,5.907800,0.739714
19.614162,5.906867,0.741642
19.614801,5.905934,0.743570
19.615439,5.905000,0.745497
19.616078,5.904065,0.747424
19.616717,5.903130,0.749351
19.617356,5.902195,0.751277
19.617995,5.901259,0.753203
19.618635,5.900323,0.755128
19.619274,5.899386,0.757053
19.619914,5.898449,0.758977
19.620554,5.897511,0.760902
19.621194,5.896573,0.762825
19.621834,5.895634,0.764749
19.622475,5.894695,0.766671
19.623116,5.893755,0.768594
19.623756,5.892815,0.770516
19.624398,5.891875,0.772437
19.625039,5.890934,0.774359
19.625680,5.889992,0.776279
19.626322,5.889050,0.778200
19.626964,5.888108,0.780119
19.627605,5.887165,0.782039
19.628248,5.886222,0.783958
19.628890,5.885278,0.785877
19.629532,5.884334,0.787795
19.630175,5.883389,0.789712
19.630818,5.882444,0.791630
19.631461,5.881498,0.793547
19.632104,5.880552,0.795463
19.632748,5.879606,0.797379
19.633391,5.878659,0.799295
19.634035,5.877711,0.801210
19.634679,5.876763,0.803125
19.635323,5.875815,0.805039
19.635968,5.874866,0.806953
19.636612,5.873917,0.808866
19.637257,5.872967,0.810779
19.637902,5.872017,0.812692
19.638547,5.871066,0.814604
19.639192,5.870115,0.816515
19.639837,5.869164,0.818427
19.640483,5.868212,0.820337
19.641129,5.867259,0.822248
19.641775,5.866306,0.824157
19.642421,5.865353,0.826067
19.643067,5.864399,0.827976
19.643714,5.863445,0.829884
19.644361,5.862490,0.831792
19.645008,5.861535,0.833700
19.645655,5.860579,0.835607
19.646302,5.859623,0.837514
19.646950,5.858667,0.839420
19.647597,5.857710,0.841326
19.648245,5.856753,0.843231
19.648893,5.855795,0.845136
19.649541,5.854836,0.847040
19.650190,5.853878,0.848944
19.650839,5.852918,0.850848
19.651487,5.851959,0.852751
19.652136,5.850999,0.854653
19.652785,5.850038,0.856555
19.653435,5.849077,0.858457
19.654084,5.848116,0.860358
19.654734,5.847154,0.862259
19.655384,5.846192,0.864159
19.656034,5.845229,0.866059
19.656685,5.844266,0.867958
19.657335,5.843302,0.869857
19.657986,5.842338,0.871755
19.658637,5.841373,0.873653
19.659288,5.840408,0.875550
19.659939,5.839443,0.877447
19.660591,5.838477,0.879344
19.661242,5.837511,0.881240
19.661894,5.836544,0.883135
19.662546,5.835577,0.885030
19.663198,5.834609,0.886924
19.663851,5.833641,0.888818
19.664503,5.832673,0.890712
19.665156,5.831704,0.892605
19.665809,5.830734,0.894498
19.666462,5.829765,0.896390
19.667116,5.828794,0.898281
19.667769,5.827824,0.900172
19.668423,5.826853,0.902063
19.669077,5.825881,0.903953
19.669731,5.824909,0.905843
19.670386,5.823937,0.907732
19.671040,5.822964,0.909620
19.671695,5.821991,0.911509
19.672350,5.821017,0.913396
19.673005,5.820043,0.915283
19.673660,5.819068,0.917170
19.674316,5.818093,0.919056
19.674972,5.817118,0.920942
19.675628,5.816142,0.922827
19.676284,5.815166,0.924712
19.676940,5.814189,0.926596
19.677596,5.813212,0.928479
19.678253,5.812234,0.930362
19.678910,5.811256,0.932245
19.679567,5.810278,0.934127
19.680224,5.809299,0.936009
19.680882,5.808320,0.937890
19.681540,5.807340,0.939771
19.682197,5.806360,0.941651
19.682856,5.805380,0.943530
19.683514,5.804399,0.945409
19.684172,5.803417,0.947288
19.684831,5.802435,0.949166
19.685490,5.801453,0.951043
19.686149,5.800471,0.952920
19.686808,5.799488,0.954797
19.687468,5.798504,0.956673
19.688127,5.797520,0.958548
19.688787,5.796536,0.960423
19.689447,5.795551,0.962297
19.690107,5.794566,0.964171
19.690768,5.793580,0.966045
19.691429,5.792594,0.967917
19.692089,5.791608,0.969790
19.692751,5.790621,0.971661
19.693412,5.789634,0.973533
19.694073,5.788646,0.975403
19.694735,5.787658,0.977273
19.695397,5.786670,0.979143
19.696059,5.785681,0.981012
19.696721,5.784692,0.982881
19.697384,5.783702,0.984749
19.698046,5.782712,0.986616
19.698709,5.781721,0.988483
19.699372,5.780730,0.990350
19.700035,5.779739,0.992215
19.700699,5.778747,0.994081
19.701363,5.777755,0.995946
19.702027,5.776762,0.997810
19.702691,5.775769,0.999673
19.703355,5.774776,1.001537
19.704019,5.773782,1.003399
19.704684,5.772788,1.005261
19.705349,5.771793,1.007123
19.706014,5.770798,1.008984
19.706679,5.769803,1.010844
19.707345,5.768807,1.012704
19.708011,5.767811,1.014563
19.708677,5.766814,1.016422
19.709343,5.765817,1.018280
19.710009,5.764820,1.020138
19.710676,5.763822,1.021995
19.711342,5.762824,1.023851
19.712009,5.761825,1.025707
19.712676,5.760826,1.027563
19.713344,5.759827,1.029418
19.714011,5.758827,1.031272
19.714679,5.757826,1.033126
19.715347,5.756826,1.034979
19.716015,5.755825,1.036831
19.716684,5.754823,1.038683
19.717352,5.753822,1.040535
19.718021,5.752819,1.042386
19.718690,5.751817,1.044236
19.719359,5.750814,1.046086
19.720029,5.749810,1.047935
19.720698,5.748807,1.049784
19.721368,5.747802,1.051632
19.722038,5.746798,1.053479
19.722709,5.745793,1.055326
19.723379,5.744788,1.057172
19.724050,5.743782,1.059018
19.724721,5.742776,1.060863
19.725392,5.741769,1.062708
19.726063,5.740762,1.064552
19.726735,5.739755,1.066395
19.727406,5.738747,1.068238
19.728078,5.737739,1.070080
19.728750,5.736731,1.071922
19.729423,5.735722,1.073763
19.730095,5.734713,1.075603
19.730768,5.733703,1.077443
19.731441,5.732693,1.079282
19.732114,5.731683,1.081121
19.732788,5.730672,1.082959
19.733461,5.729661,1.084797
19.734135,5.728650,1.086634
19.734809,5.727638,1.088470
19.735484,5.726626,1.090306
19.736158,5.725613,1.092141
19.736833,5.724600,1.093975
19.737508,5.723587,1.095809
19.738183,5.722573,1.097643
19.738858,5.721559,1.099475
19.739534,5.720544,1.101308
19.740210,5.719529,1.103139
19.740886,5.718514,1.104970
19.741562,5.717498,1.106800
19.742238,5.716482,1.108630
19.742915,5.715466,1.110459
19.743592,5.714449,1.112288
19.744269,5.713432,1.114115
19.744946,5.712415,1.115943
19.745623,5.711397,1.117769
19.746301,5.710379,1.119595
19.746979,5.709360,1.121421
19.747657,5.708341,1.123246
19.748335,5.707322,1.125070
19.749014,5.706302,1.126893
19.749693,5.705282,1.128716
19.750372,5.704262,1.130539
19.751051,5.703241,1.132360
19.751730,5.702220,1.134182
19.752410,5.701198,1.136002
19.753090,5.700176,1.137822
19.753770,5.699154,1.139641
19.754450,5.698131,1.141460
19.755131,5.697109,1.143278
19.755812,5.696085,1.145095
19.756493,5.695062,1.146912
19.757174,5.694038,1.148728
19.757855,5.693013,1.150543
19.758537,5.691988,1.152358
19.759219,5.690963,1.154172
19.759901,5.689938,1.155986
19.760583,5.688912,1.157799
19.761265,5.687886,1.159611
19.761948,5.686859,1.161423
19.762631,5.685833,1.163234
19.763314,5.684805,1.165044
19.763998,5.683778,1.166854
19.764681,5.682750,1.168663
19.765365,5.681722,1.170471
19.766049,5.680693,1.172279
19.766733,5.679664,1.174086
19.767418,5.678635,1.175893
19.768102,5.677605,1.177698
19.768787,5.676575,1.179504
19.769473,5.675545,1.181308
19.770158,5.674514,1.183112
19.770844,5.673483,1.184915
19.771529,5.672452,1.186718
19.772215,5.671420,1.188520
19.772902,5.670388,1.190321
19.773588,5.669356,1.192122
19.774275,5.668323,1.193922
19.774962,5.667290,1.195721
19.775649,5.666256,1.197520
19.776336,5.665223,1.199318
19.777024,5.664188,1.201115
19.777712,5.663154,1.202912
19.778400,5.662119,1.204708
19.779088,5.661084,1.206503
19.779777,5.660049,1.208297
19.780465,5.659013,1.210091
19.781154,5.657977,1.211885
19.781843,5.656940,1.213677
19.782533,5.655904,1.215469
19.783222,5.654867,1.217261
19.783912,5.653829,1.219051
19.784602,5.652791,1.220841
19.785293,5.651753,1.222631
19.785983,5.650715,1.224419
19.786674,5.649676,1.226207
19.787365,5.648637,1.227994
19.788056,5.647598,1.229781
19.788748,5.646558,1.231567
19.789439,5.645518,1.233352
19.790131,5.644478,1.235137
19.790823,5.643437,1.236920
19.791516,5.642396,1.238704
19.792208,5.641355,1.240486
19.792901,5.640313,1.242268
19.793594,5.639271,1.244049
19.794287,5.638229,1.245829
19.794981,5.637186,1.247609
19.795675,5.636143,1.249388
19.796369,5.635100,1.251166
19.797063,5.634056,1.252944
19.797757,5.633012,1.254721
19.798452,5.631968,1.256497
19.799147,5.630924,1.258273
19.799842,5.629879,1.260048
19.800537,5.628834,1.261822
19.801233,5.627788,1.263595
19.801929,5.626743,1.265368
19.802625,5.625697,1.267140
19.803321,5.624650,1.268911
19.804017,5.623604,1.270682
19.804714,5.622557,1.272452
19.805411,5.621509,1.274221
19.806108,5.620462,1.275990
19.806806,5.619414,1.277758
19.807503,5.618366,1.279525
19.808201,5.617317,1.281291
19.808900,5.616268,1.283057
19.809598,5.615219,1.284822
19.810297,5.614170,1.286586
19.810995,5.613120,1.288350
19.811694,5.612070,1.290112
19.812394,5.611020,1.291874
19.813093,5.609969,1.293636
19.813793,5.608918,1.295396
19.814493,5.607867,1.297156
19.815193,5.606816,1.298916
19.815894,5.605764,1.300674
19.816594,5.604712,1.302432
19.817295,5.603660,1.304189
19.817997,5.602607,1.305945
19.818698,5.601554,1.307701
19.819400,5.600501,1.309456
19.820102,5.599447,1.311210
19.820804,5.598393,1.312963
19.821506,5.597339,1.314716
19.822209,5.596285,1.316468
19.822912,5.595230,1.318219
19.823615,5.594175,1.319969
19.824318,5.593120,1.321719
19.825022,5.592064,1.323468
19.825725,5.591009,1.325216
19.826429,5.589953,1.326964
19.827134,5.588896,1.328711
19.827838,5.587839,1.330457
19.828543,5.586783,1.332202
19.829248,5.585725,1.333946
19.829953,5.584668,1.335690
19.830659,5.583610,1.337433
19.831364,5.582552,1.339176
19.832070,5.581494,1.340917
19.832776,5.580435,1.342658
19.833483,5.579376,1.344398
19.834190,5.578317,1.346137
19.834897,5.577258,1.347876
19.835604,5.576198,1.349614
19.836311,5.575138,1.351351
19.837019,5.574078,1.353087
19.837727,5.573017,1.354822
19.838435,5.571957,1.356557
19.839143,5.570896,1.358291
19.839852,5.569834,1.360024
19.840561,5.568773,1.361757
19.841270,5.567711,1.363488
19.841979,5.566649,1.365219
19.842689,5.565586,1.366950
19.843398,5.564524,1.368679
19.844108,5.563461,1.370408
19.844819,5.562398,1.372135
19.845529,5.561334,1.373863
19.846240,5.560271,1.375589
19.846951,5.559207,1.377314
19.847662,5.558143,1.379039
19.848374,5.557078,1.380763
19.849086,5.556014,1.382486
19.849798,5.554949,1.384209
19.850510,5.553884,1.385931
19.851222,5.552818,1.387652
19.851935,5.551752,1.389372
19.852648,5.550687,1.391091
19.853361,5.549620,1.392810
19.854075,5.548554,1.394527
19.854789,5.547487,1.396244
19.855503,5.546420,1.397960
19.856217,5.545353,1.399676
19.856931,5.544286,1.401391
19.857646,5.543218,1.403104
19.858361,5.542150,1.404817
19.859076,5.541082,1.406530
19.859792,5.540014,1.408241
19.860507,5.538945,1.409952
19.861223,5.537876,1.411662
19.861940,5.536807,1.413371
19.862656,5.535738,1.415079
19.863373,5.534668,1.416787
19.864090,5.533598,1.418493
19.864807,5.532528,1.420199
19.865524,5.531458,1.421904
19.866242,5.530388,1.423608
19.866960,5.529317,1.425312
19.867678,5.528246,1.427015
19.868397,5.527175,1.428716
19.869115,5.526103,1.430418
19.869834,5.525032,1.432118
19.870554,5.523960,1.433817
19.871273,5.522888,1.435516
19.871993,5.521815,1.437214
19.872713,5.520743,1.438911
19.873433,5.519670,1.440607
19.874153,5.518597,1.442302
19.874874,5.517524,1.443997
19.875595,5.516450,1.445691
19.876316,5.515377,1.447384
19.877038,5.514303,1.449076
19.877759,5.513229,1.450767
19.878481,5.512154,1.452457
19.879204,5.511080,1.454147
19.879926,5.510005,1.455836
19.880649,5.508930,1.457524
19.881372,5.507855,1.459211
19.882095,5.506780,1.460897
19.882819,5.505704,1.462583
19.883542,5.504628,1.464268
19.884266,5.503552,1.465951
19.884991,5.502476,1.467634
19.885715,5.501400,1.469317
19.886440,5.500323,1.470998
19.887165,5.499246,1.472679
19.887890,5.498169,1.474358
19.888616,5.497092,1.476037
19.889342,5.496015,1.477715
19.890068,5.494937,1.479392
19.890794,5.493859,1.481069
19.891520,5.492781,1.482744
19.892247,5.491703,1.484419
19.892974,5.490624,1.486092
19.893702,5.489546,1.487765
19.894429,5.488467,1.489438
19.895157,5.487388,1.491109
19.895885,5.486309,1.492779
19.896614,5.485229,1.494449
19.897342,5.484150,1.496118
19.898071,5.483070,1.497785
19.898800,5.481990,1.499452
19.899530,5.480910,1.501119
19.900259,5.479829,1.502784
19.900989,5.478749,1.504448
19.901719,5.477668,1.506112
19.902450,5.476587,1.507775
19.903180,5.475506,1.509436
19.903911,5.474425,1.511097
19.904643,5.473343,1.512758
19.905374,5.472262,1.514417
19.906106,5.471180,1.516075
19.906838,5.470098,1.517733
19.907570,5.469016,1.519390
19.908303,5.467933,1.521045
19.909035,5.466851,1.522700
19.909768,5.465768,1.524354
19.910502,5.464685,1.526008
19.911235,5.463602,1.527660
19.911969,5.462519,1.529311
19.912703,5.461436,1.530962
19.913437,5.460352,1.532612
19.914172,5.459268,1.534261
19.914907,5.458185,1.535909
19.915642,5.457101,1.537556
19.916377,5.456016,1.539202
19.917113,5.454932,1.540847
19.917849,5.453847,1.542492
19.918585,5.452763,1.544135
19.919322,5.451678,1.545778
19.920058,5.450593,1.547420
19.920795,5.449508,1.549061
19.921533,5.448422,1.550701
19.922270,5.447337,1.552340
19.923008,5.446251,1.553978
19.923746,5.445165,1.555615
19.924484,5.444080,1.557252
19.925223,5.442993,1.558887
19.925962,5.441907,1.560522
19.926701,5.440821,1.562156
19.927440,5.439734,1.563789
19.928180,5.438648,1.565421
19.928920,5.437561,1.567052
19.929660,5.436474,1.568682
19.930400,5.435387,1.570311
19.931141,5.434299,1.571939
19.931882,5.433212,1.573567
19.932623,5.432124,1.575193
19.933365,5.431037,1.576819
19.934106,5.429949,1.578444
19.934848,5.428861,1.580068
19.935591,5.427773,1.581691
19.936333,5.426684,1.583313
19.937076,5.425596,1.584934
19.937819,5.424508,1.586554
19.938563,5.423419,1.588173
19.939306,5.422330,1.589792
19.940050,5.421241,1.591409
19.940794,5.420152,1.593026
19.941539,5.419063,1.594641
19.942283,5.417974,1.596256
19.943028,5.416884,1.597870
19.943774,5.415795,1.599482
19.944519,5.414705,1.601094
19.945265,5.413615,1.602705
19.946011,5.412525,1.604316
19.946757,5.411435,1.605925
19.947504,5.410345,1.607533
19.948251,5.409255,1.609140
19.948998,5.408165,1.610747
19.949746,5.407074,1.612352
19.950493,5.405983,1.613957
19.951241,5.404893,1.615560
19.951989,5.403802,1.617163
19.952738,5.402711,1.618764
19.953487,5.401620,1.620365
19.954236,5.400529,1.621965
19.954985,5.399437,1.623564
19.955735,5.398346,1.625162
19.956485,5.397255,1.626759
19.957235,5.396163,1.628355
19.957985,5.395071,1.629950
19.958736,5.393979,1.631544
19.959487,5.392888,1.633138
19.960238,5.391796,1.634730
19.960990,5.390703,1.636321
19.961742,5.389611,1.637912
19.962494,5.388519,1.639501
19.963246,5.387427,1.641089
19.963999,5.386334,1.642677
19.964752,5.385241,1.644264
19.965505,5.384149,1.645849
19.966258,5.383056,1.647434
19.967012,5.381963,1.649018
19.967766,5.380870,1.650600
19.968520,5.379777,1.652182
19.969275,5.378684,1.653763
19.970030,5.377591,1.655343
19.970785,5.376498,1.656922
19.971540,5.375404,1.658500
19.972296,5.374311,1.660077
19.973052,5.373217,1.661653
19.973808,5.372124,1.663228
19.974564,5.371030,1.664802
19.975321,5.369936,1.666375
19.976078,5.368842,1.667947
19.976836,5.367748,1.669518
19.977593,5.366655,1.671089
19.978351,5.365560,1.672658
19.979109,5.364466,1.674226
19.979868,5.363372,1.675793
19.980626,5.362278,1.677360
19.981385,5.361184,1.678925
19.982145,5.360089,1.680489
19.982904,5.358995,1.682053
19.983664,5.357900,1.683615
19.984424,5.356806,1.685177
19.985185,5.355711,1.686737
19.985945,5.354616,1.688296
19.986706,5.353521,1.689855
19.987468,5.352427,1.691412
19.988229,5.351332,1.692969
19.988991,5.350237,1.694524
19.989753,5.349142,1.696079
19.990516,5.348047,1.697632
19.991278,5.346952,1.699185
19.992041,5.345857,1.700736
19.992804,5.344761,1.702287
19.993568,5.343666,1.703836
19.994332,5.342571,1.705385
19.995096,5.341475,1.706932
19.995860,5.340380,1.708479
19.996625,5.339285,1.710024
19.997390,5.338189,1.711569
19.998155,5.337094,1.713113
19.998920,5.335998,1.714655
19.999686,5.334903,1.716197
20.000452,5.333807,1.717737
20.001219,5.332711,1.719277
20.001985,5.331616,1.720815
20.002752,5.330520,1.722353
20.003519,5.329424,1.723889
20.004287,5.328328,1.725424
20.005055,5.327232,1.726959
20.005823,5.326137,1.728492
20.006591,5.325041,1.730025
20.007360,5.323945,1.731556
20.008128,5.322849,1.733087
20.008898,5.321753,1.734616
20.009667,5.320657,1.736144
20.010437,5.319561,1.737672
20.011207,5.318465,1.739198
20.011977,5.317369,1.740723
20.012748,5.316273,1.742247
20.013519,5.315177,1.743771
20.014290,5.314081,1.745293
20.015062,5.312985,1.746814
20.015833,5.311889,1.748334
20.016605,5.310792,1.749853
20.017378,5.309696,1.751371
20.018150,5.308600,1.752888
20.018923,5.307504,1.754404
20.019697,5.306408,1.755919
20.020470,5.305312,1.757433
20.021244,5.304216,1.758946
20.022018,5.303119,1.760458
20.022792,5.302023,1.761969
20.023567,5.300927,1.763479
20.024342,5.299831,1.764987
20.025117,5.298735,1.766495
20.025893,5.297639,1.768002
20.026669,5.296543,1.769507
20.027445,5.295446,1.771012
20.028221,5.294350,1.772515
20.028998,5.293254,1.774018
20.029775,5.292158,1.775519
20.030552,5.291062,1.777020
20.031330,5.289966,1.778519
20.032108,5.288870,1.780017
20.032886,5.287774,1.781515
20.033664,5.286678,1.783011
20.034443,5.285582,1.784506
20.035222,5.284486,1.786000
20.036001,5.283390,1.787493
20.036781,5.282294,1.788985
20.037561,5.281198,1.790476
20.038341,5.280102,1.791965
20.039121,5.279006,1.793454
20.039902,5.277910,1.794942
20.040683,5.276814,1.796428
20.041465,5.275719,1.797914
20.042246,5.274623,1.799399
20.043028,5.273527,1.800882
20.043811,5.272432,1.802364
20.044593,5.271336,1.803846
20.045376,5.270240,1.805326
20.046159,5.269145,1.806805
20.046943,5.268049,1.808283
20.047726,5.266954,1.809760
20.048510,5.265858,1.811236
20.049295,5.264763,1.812711
20.050079,5.263667,1.814184
20.050864,5.262572,1.815657
20.051649,5.261477,1.817129
20.052435,5.260382,1.818599
20.053221,5.259286,1.820069
20.054007,5.258191,1.821537
20.054793,5.257096,1.823004
20.055580,5.256001,1.824470
20.056367,5.254906,1.825935
20.057154,5.253811,1.827399
20.057942,5.252717,1.828862
20.058730,5.251622,1.830324
20.059518,5.250527,1.831785
20.060306,5.249432,1.833244
20.061095,5.248338,1.834703
20.061884,5.247243,1.836160
20.062673,5.246149,1.837617
20.063463,5.245054,1.839072
20.064253,5.243960,1.840526
20.065043,5.242866,1.841979
20.065834,5.241772,1.843431
20.066625,5.240678,1.844882
20.067416,5.239584,1.846332
20.068207,5.238490,1.847780
20.068999,5.237396,1.849228
20.069791,5.236302,1.850674
20.070583,5.235208,1.852119
20.071376,5.234114,1.853564
20.072169,5.233021,1.855007
20.072962,5.231927,1.856449
20.073756,5.230834,1.857890
20.074550,5.229741,1.859329
20.075344,5.228648,1.860768
20.076138,5.227554,1.862205
20.076933,5.226461,1.863642
20.077728,5.225368,1.865077
20.078523,5.224276,1.866511
20.079319,5.223183,1.867944
20.080115,5.222090,1.869376
20.080911,5.220998,1.870807
20.081708,5.219905,1.872237
20.082505,5.218813,1.873665
20.083302,5.217721,1.875093
20.084099,5.216628,1.876519
20.084897,5.215536,1.877944
20.085695,5.214444,1.879368
20.086493,5.213353,1.880791
20.087292,5.212261,1.882213
20.088091,5.211169,1.883633
20.088890,5.210078,1.885053
20.089690,5.208986,1.886471
20.090490,5.207895,1.887889
20.091290,5.206804,1.889305
20.092091,5.205713,1.890720
20.092891,5.204622,1.892134
20.093692,5.203531,1.893546
20.094494,5.202441,1.894958
20.095296,5.201350,1.896368
20.096098,5.200260,1.897777
20.096900,5.199169,1.899186
20.097703,5.198079,1.900592
20.098505,5.196989,1.901998
20.099309,5.195899,1.903403
20.100112,5.194809,1.904807
20.100916,5.193720,1.906209
20.101720,5.192630,1.907610
20.102525,5.191541,1.909010
20.103329,5.190452,1.910409
20.104135,5.189362,1.911807
20.104940,5.188274,1.913203
20.105746,5.187185,1.914599
20.106552,5.186096,1.915993
20.107358,5.185007,1.917386
20.108165,5.183919,1.918778
20.108971,5.182831,1.920169
20.109779,5.181743,1.921559
20.110586,5.180655,1.922947
20.111394,5.179567,1.924335
20.112202,5.178479,1.925721
20.113011,5.177392,1.927106
20.113819,5.176305,1.928489
20.114628,5.175217,1.929872
20.115438,5.174130,1.931254
20.116247,5.173044,1.932634
20.117057,5.171957,1.934013
20.117868,5.170870,1.935391
20.118678,5.169784,1.936768
20.119489,5.168698,1.938143
20.120300,5.167612,1.939518
20.121112,5.166526,1.940891
20.121924,5.165440,1.942263
20.122736,5.164355,1.943634
20.123548,5.163270,1.945004
20.124361,5.162184,1.946372
20.125174,5.161099,1.947740
20.125988,5.160015,1.949106
20.126801,5.158930,1.950471
20.127615,5.157846,1.951834
20.128430,5.156761,1.953197
20.129244,5.155677,1.954558
20.130059,5.154593,1.955919
20.130874,5.153510,1.957278
20.131690,5.152426,1.958636
20.132506,5.151343,1.959992
20.133322,5.150260,1.961348
20.134139,5.149177,1.962702
20.134955,5.148094,1.964055
20.135772,5.147011,1.965407
20.136590,5.145929,1.966757
20.137408,5.144847,1.968107
20.138226,5.143765,1.969455
20.139044,5.142683,1.970802
20.139863,5.141602,1.972148
20.140682,5.140520,1.973493
20.141501,5.139439,1.974836
20.142321,5.138358,1.976178
20.143141,5.137278,1.977519
20.143961,5.136197,1.978859
20.144781,5.135117,1.980198
20.145602,5.134037,1.981535
20.146423,5.132957,1.982871
20.147245,5.131877,1.984206
20.148067,5.130798,1.985540
20.148889,5.129719,1.986873
20.149711,5.128640,1.988204
20.150534,5.127561,1.989534
20.151357,5.126482,1.990863
20.152180,5.125404,1.992190
20.153004,5.124326,1.993517
20.153828,5.123248,1.994842
20.154652,5.122171,1.996166
20.155477,5.121093,1.997489
20.156302,5.120016,1.998810
20.157127,5.118939,2.000131
20.157953,5.117862,2.001450
20.158779,5.116786,2.002768
20.159605,5.115710,2.004084
20.160431,5.114634,2.005400
20.161258,5.113558,2.006714
20.162085,5.112483,2.008027
20.162913,5.111407,2.009338
20.163741,5.110332,2.010649
20.164569,5.109258,2.011958
20.165397,5.108183,2.013266
20.166226,5.107109,2.014573
20.167055,5.106035,2.015878
20.167884,5.104961,2.017183
20.168714,5.103888,2.018486
20.169544,5.102815,2.019787
20.170374,5.101742,2.021088
20.171205,5.100669,2.022387
20.172036,5.099597,2.023685
20.172867,5.098524,2.024982
20.173699,5.097453,2.026278
20.174531,5.096381,2.027572
20.175363,5.095310,2.028865
20.176195,5.094239,2.030157
20.177028,5.093168,2.031447
20.177861,5.092097,2.032737
20.178695,5.091027,2.034025
20.179529,5.089957,2.035311
20.180363,5.088887,2.036597
20.181197,5.087818,2.037881
20.182032,5.086749,2.039164
20.182867,5.085680,2.040446
20.183702,5.084611,2.041726
20.184538,5.083543,2.043006
20.185374,5.082475,2.044283
20.186210,5.081407,2.045560
20.187047,5.080340,2.046836
20.187884,5.079273,2.048110
20.188721,5.078206,2.049383
20.189559,5.077139,2.050654
20.190397,5.076073,2.051925
20.191235,5.075007,2.053194
20.192074,5.073942,2.054461
20.192913,5.072876,2.055728
20.193752,5.071811,2.056993
20.194592,5.070746,2.058257
20.195431,5.069682,2.059520
20.196272,5.068618,2.060781
20.197112,5.067554,2.062041
20.197953,5.066491,2.063300
20.198794,5.065427,2.064558
20.199636,5.064365,2.065814
20.200477,5.063302,2.067069
20.201319,5.062240,2.068323
20.202162,5.061178,2.069575
20.203005,5.060116,2.070826
20.203848,5.059055,2.072076
