phi,r,z
4.366966,8.441425,-4.270918
4.367313,8.441577,-4.271755
4.367660,8.441728,-4.272592
4.368007,8.441880,-4.273428
4.368353,8.442032,-4.274264
4.368700,8.442184,-4.275100
4.369047,8.442336,-4.275934
4.369394,8.442487,-4.276769
4.369741,8.442639,-4.277603
4.370088,8.442791,-4.278436
4.370435,8.442943,-4.279269
4.370781,8.443095,-4.280102
4.371128,8.443247,-4.280934
4.371475,8.443399,-4.281765
4.371822,8.443551,-4.282596
4.372168,8.443704,-4.283427
4.372515,8.443856,-4.284257
4.372862,8.444008,-4.285087
4.373209,8.444160,-4.285916
4.373555,8.444312,-4.286745
4.373902,8.444465,-4.287573
4.374249,8.444617,-4.288401
4.374596,8.444770,-4.289228
4.374942,8.444922,-4.290055
4.375289,8.445074,-4.290881
4.375636,8.445227,-4.291707
4.375982,8.445379,-4.292533
4.376329,8.445532,-4.293358
4.376676,8.445685,-4.294182
4.377022,8.445837,-4.295006
4.377369,8.445990,-4.295830
4.377716,8.446143,-4.296653
4.378062,8.446295,-4.297476
4.378409,8.446448,-4.298298
4.378755,8.446601,-4.299120
4.379102,8.446754,-4.299941
4.379449,8.446907,-4.300761
4.379795,8.447060,-4.301582
4.380142,8.447213,-4.302402
4.380488,8.447366,-4.303221
4.380835,8.447519,-4.304040
4.381181,8.447672,-4.304858
4.381528,8.447825,-4.305676
4.381874,8.447978,-4.306494
4.382221,8.448132,-4.307311
4.382567,8.448285,-4.308127
4.382914,8.448438,-4.308943
4.383260,8.448591,-4.309759
4.383607,8.448745,-4.310574
4.383953,8.448898,-4.311388
4.384300,8.449052,-4.312203
4.384646,8.449205,-4.313016
4.384993,8.449359,-4.313829
4.385339,8.449512,-4.314642
4.385685,8.449666,-4.315454
4.386032,8.449820,-4.316266
4.386378,8.449973,-4.317078
4.386725,8.450127,-4.317888
4.387071,8.450281,-4.318699
4.387417,8.450435,-4.319509
4.387764,8.450588,-4.320318
4.388110,8.450742,-4.321127
4.388456,8.450896,-4.321936
4.388803,8.451050,-4.322744
4.389149,8.451204,-4.323551
4.389495,8.451358,-4.324358
4.389842,8.451512,-4.325165
4.390188,8.451667,-4.325971
4.390534,8.451821,-4.326777
4.390880,8.451975,-4.327582
4.391227,8.452129,-4.328387
4.391573,8.452284,-4.329191
4.391919,8.452438,-4.329995
4.392265,8.452592,-4.330798
4.392612,8.452747,-4.331601
4.392958,8.452901,-4.332403
4.393304,8.453056,-4.333205
4.393650,8.453210,-4.334007
4.393996,8.453365,-4.334808
4.394342,8.453519,-4.335608
4.394689,8.453674,-4.336408
4.395035,8.453829,-4.337208
4.395381,8.453984,-4.338007
4.395727,8.454138,-4.338805
4.396073,8.454293,-4.339603
4.396419,8.454448,-4.340401
4.396765,8.454603,-4.341198
4.397111,8.454758,-4.341995
4.397458,8.454913,-4.342791
4.397804,8.455068,-4.343587
4.398150,8.455223,-4.344382
4.398496,8.455379,-4.345177
4.398842,8.455534,-4.345972
4.399188,8.455689,-4.346765
4.399534,8.455844,-4.347559
4.399880,8.456000,-4.348352
4.400226,8.456155,-4.349144
4.400572,8.456310,-4.349936
4.400918,8.456466,-4.350728
4.401264,8.456621,-4.351519
4.401610,8.456777,-4.352309
4.401956,8.456933,-4.353100
4.402302,8.457088,-4.353889
4.402648,8.457244,-4.354678
4.402994,8.457400,-4.355467
4.403339,8.457555,-4.356255
4.403685,8.457711,-4.357043
4.404031,8.457867,-4.357830
4.404377,8.458023,-4.358617
4.404723,8.458179,-4.359404
4.405069,8.458335,-4.360189
4.405415,8.458491,-4.360975
4.405761,8.458647,-4.361760
4.406106,8.458803,-4.362544
4.406452,8.458960,-4.363328
4.406798,8.459116,-4.364112
4.407144,8.459272,-4.364895
4.407490,8.459428,-4.365677
4.407835,8.459585,-4.366459
4.408181,8.459741,-4.367241
4.408527,8.459898,-4.368022
4.408873,8.460054,-4.368803
4.409219,8.460211,-4.369583
4.409564,8.460367,-4.370363
4.409910,8.460524,-4.371142
4.410256,8.460681,-4.371921
4.410601,8.460837,-4.372699
4.410947,8.460994,-4.373477
4.411293,8.461151,-4.374254
4.411639,8.461308,-4.375031
4.411984,8.461465,-4.375808
4.412330,8.461622,-4.376584
4.412676,8.461779,-4.377359
4.413021,8.461936,-4.378134
4.413367,8.462093,-4.378909
4.413712,8.462250,-4.379683
4.414058,8.462408,-4.380456
4.414404,8.462565,-4.381229
4.414749,8.462722,-4.382002
4.415095,8.462880,-4.382774
4.415440,8.463037,-4.383546
4.415786,8.463195,-4.384317
4.416132,8.463352,-4.385088
4.416477,8.463510,-4.385858
4.416823,8.463667,-4.386628
4.417168,8.463825,-4.387397
4.417514,8.463983,-4.388166
4.417859,8.464140,-4.388935
4.418205,8.464298,-4.389702
4.418550,8.464456,-4.390470
4.418896,8.464614,-4.391237
4.419241,8.464772,-4.392003
4.419587,8.464930,-4.392769
4.419932,8.465088,-4.393535
4.420277,8.465246,-4.394300
4.420623,8.465404,-4.395065
4.420968,8.465563,-4.395829
4.421314,8.465721,-4.396592
4.421659,8.465879,-4.397356
4.422004,8.466037,-4.398118
4.422350,8.466196,-4.398881
4.422695,8.466354,-4.399642
4.423041,8.466513,-4.400404
4.423386,8.466671,-4.401165
4.423731,8.466830,-4.401925
4.424077,8.466989,-4.402685
4.424422,8.467147,-4.403444
4.424767,8.467306,-4.404203
4.425112,8.467465,-4.404962
4.425458,8.467624,-4.405720
4.425803,8.467783,-4.406477
4.426148,8.467942,-4.407234
4.426494,8.468101,-4.407991
4.426839,8.468260,-4.408747
4.427184,8.468419,-4.409502
4.427529,8.468578,-4.410258
4.427875,8.468737,-4.411012
4.428220,8.468897,-4.411767
4.428565,8.469056,-4.412520
4.428910,8.469216,-4.413274
4.429255,8.469375,-4.414026
4.429600,8.469534,-4.414779
4.429946,8.469694,-4.415530
4.430291,8.469854,-4.416282
4.430636,8.470013,-4.417033
4.430981,8.470173,-4.417783
4.431326,8.470333,-4.418533
4.431671,8.470493,-4.419283
4.432016,8.470652,-4.420032
4.432361,8.470812,-4.420780
4.432706,8.470972,-4.421528
4.433052,8.471132,-4.422276
4.433397,8.471292,-4.423023
4.433742,8.471453,-4.423770
4.434087,8.471613,-4.424516
4.434432,8.471773,-4.425261
4.434777,8.471933,-4.426007
4.435122,8.472094,-4.426751
4.435467,8.472254,-4.427496
4.435812,8.472415,-4.428239
4.436157,8.472575,-4.428983
4.436502,8.472736,-4.429726
4.436847,8.472896,-4.430468
4.437192,8.473057,-4.431210
4.437537,8.473218,-4.431951
4.437881,8.473378,-4.432692
4.438226,8.473539,-4.433433
4.438571,8.473700,-4.434173
4.438916,8.473861,-4.434912
4.439261,8.474022,-4.435651
4.439606,8.474183,-4.436390
4.439951,8.474344,-4.437128
4.440296,8.474506,-4.437866
4.440640,8.474667,-4.438603
4.440985,8.474828,-4.439340
4.441330,8.474989,-4.440076
4.441675,8.475151,-4.440812
4.442020,8.475312,-4.441547
4.442365,8.475474,-4.442282
4.442709,8.475635,-4.443016
4.443054,8.475797,-4.443750
4.443399,8.475959,-4.444483
4.443744,8.476120,-4.445216
4.444088,8.476282,-4.445949
4.444433,8.476444,-4.446681
4.444778,8.476606,-4.447412
4.445122,8.476768,-4.448143
4.445467,8.476930,-4.448874
4.445812,8.477092,-4.449604
4.446157,8.477254,-4.450333
4.446501,8.477416,-4.451062
4.446846,8.477578,-4.451791
4.447191,8.477741,-4.452519
4.447535,8.477903,-4.453247
4.447880,8.478066,-4.453974
4.448224,8.478228,-4.454701
4.448569,8.478391,-4.455427
4.448914,8.478553,-4.456153
4.449258,8.478716,-4.456878
4.449603,8.478878,-4.457603
4.449947,8.479041,-4.458327
4.450292,8.479204,-4.459051
4.450636,8.479367,-4.459775
4.450981,8.479530,-4.460498
4.451326,8.479693,-4.461220
4.451670,8.479856,-4.461942
4.452015,8.480019,-4.462664
4.452359,8.480182,-4.463385
4.452704,8.480345,-4.464105
4.453048,8.480509,-4.464826
4.453392,8.480672,-4.465545
4.453737,8.480835,-4.466264
4.454081,8.480999,-4.466983
4.454426,8.481162,-4.467701
4.454770,8.481326,-4.468419
4.455115,8.481490,-4.469136
4.455459,8.481653,-4.469853
4.455803,8.481817,-4.470570
4.456148,8.481981,-4.471285
4.456492,8.482145,-4.472001
4.456837,8.482309,-4.472716
4.457181,8.482473,-4.473430
4.457525,8.482637,-4.474144
4.457870,8.482801,-4.474858
4.458214,8.482965,-4.475571
4.458558,8.483129,-4.476283
4.458902,8.483294,-4.476995
4.459247,8.483458,-4.477707
4.459591,8.483622,-4.478418
4.459935,8.483787,-4.479128
4.460280,8.483951,-4.479839
4.460624,8.484116,-4.480548
4.460968,8.484281,-4.481258
4.461312,8.484445,-4.481966
4.461656,8.484610,-4.482675
4.462001,8.484775,-4.483382
4.462345,8.484940,-4.484090
4.462689,8.485105,-4.484796
4.463033,8.485270,-4.485503
4.463377,8.485435,-4.486209
4.463721,8.485600,-4.486914
4.464066,8.485765,-4.487619
4.464410,8.485931,-4.488324
4.464754,8.486096,-4.489028
4.465098,8.486261,-4.489731
4.465442,8.486427,-4.490434
4.465786,8.486592,-4.491137
4.466130,8.486758,-4.491839
4.466474,8.486924,-4.492540
4.466818,8.487089,-4.493242
4.467162,8.487255,-4.493942
4.467506,8.487421,-4.494643
4.467850,8.487587,-4.495342
4.468194,8.487753,-4.496042
4.468538,8.487919,-4.496740
4.468882,8.488085,-4.497439
4.469226,8.488251,-4.498136
4.469570,8.488417,-4.498834
4.469914,8.488583,-4.499531
4.470258,8.488750,-4.500227
4.470602,8.488916,-4.500923
4.470946,8.489083,-4.501619
4.471290,8.489249,-4.502314
4.471634,8.489416,-4.503008
4.471978,8.489582,-4.503702
4.472322,8.489749,-4.504396
4.472666,8.489916,-4.505089
4.473010,8.490083,-4.505781
4.473353,8.490250,-4.506473
4.473697,8.490417,-4.507165
4.474041,8.490584,-4.507856
4.474385,8.490751,-4.508547
4.474729,8.490918,-4.509237
4.475072,8.491085,-4.509927
4.475416,8.491252,-4.510616
4.475760,8.491420,-4.511305
4.476104,8.491587,-4.511994
4.476448,8.491755,-4.512681
4.476791,8.491922,-4.513369
4.477135,8.492090,-4.514056
4.477479,8.492257,-4.514742
4.477822,8.492425,-4.515428
4.478166,8.492593,-4.516114
4.478510,8.492761,-4.516799
4.478854,8.492929,-4.517483
4.479197,8.493097,-4.518167
4.479541,8.493265,-4.518851
4.479885,8.493433,-4.519534
4.480228,8.493601,-4.520217
4.480572,8.493769,-4.520899
4.480915,8.493938,-4.521581
4.481259,8.494106,-4.522262
4.481603,8.494274,-4.522943
4.481946,8.494443,-4.523623
4.482290,8.494612,-4.524303
4.482633,8.494780,-4.524982
4.482977,8.494949,-4.525661
4.483320,8.495118,-4.526339
4.483664,8.495287,-4.527017
4.484007,8.495455,-4.527695
4.484351,8.495624,-4.528371
4.484694,8.495794,-4.529048
4.485038,8.495963,-4.529724
4.485381,8.496132,-4.530399
4.485725,8.496301,-4.531075
4.486068,8.496470,-4.531749
4.486412,8.496640,-4.532423
4.486755,8.496809,-4.533097
4.487099,8.496979,-4.533770
4.487442,8.497148,-4.534443
4.487785,8.497318,-4.535115
4.488129,8.497488,-4.535787
4.488472,8.497657,-4.536458
4.488816,8.497827,-4.537129
4.489159,8.497997,-4.537799
4.489502,8.498167,-4.538469
4.489846,8.498337,-4.539138
4.490189,8.498507,-4.539807
4.490532,8.498678,-4.540476
4.490876,8.498848,-4.541143
4.491219,8.499018,-4.541811
4.491562,8.499188,-4.542478
4.491905,8.499359,-4.543144
4.492249,8.499529,-4.543810
4.492592,8.499700,-4.544476
4.492935,8.499871,-4.545141
4.493278,8.500041,-4.545806
4.493622,8.500212,-4.546470
4.493965,8.500383,-4.547134
4.494308,8.500554,-4.547797
4.494651,8.500725,-4.548459
4.494994,8.500896,-4.549122
4.495337,8.501067,-4.549783
4.495681,8.501239,-4.550445
4.496024,8.501410,-4.551106
4.496367,8.501581,-4.551766
4.496710,8.501753,-4.552426
4.497053,8.501924,-4.553085
4.497396,8.502096,-4.553744
4.497739,8.502267,-4.554402
4.498082,8.502439,-4.555060
4.498425,8.502611,-4.555718
4.498768,8.502783,-4.556375
4.499111,8.502954,-4.557031
4.499454,8.503126,-4.557688
4.499797,8.503298,-4.558343
4.500140,8.503471,-4.558998
4.500483,8.503643,-4.559653
4.500826,8.503815,-4.560307
4.501169,8.503987,-4.560961
4.501512,8.504160,-4.561614
4.501855,8.504332,-4.562267
4.502198,8.504505,-4.562919
4.502541,8.504677,-4.563571
4.502884,8.504850,-4.564222
4.503227,8.505023,-4.564873
4.503570,8.505196,-4.565523
4.503913,8.505368,-4.566173
4.504256,8.505541,-4.566823
4.504598,8.505714,-4.567472
4.504941,8.505887,-4.568120
4.505284,8.506061,-4.568768
4.505627,8.506234,-4.569415
4.505970,8.506407,-4.570063
4.506313,8.506581,-4.570709
4.506655,8.506754,-4.571355
4.506998,8.506928,-4.572001
4.507341,8.507101,-4.572646
4.507684,8.507275,-4.573291
4.508026,8.507449,-4.573935
4.508369,8.507622,-4.574578
4.508712,8.507796,-4.575222
4.509055,8.507970,-4.575864
4.509397,8.508144,-4.576507
4.509740,8.508318,-4.577149
4.510083,8.508492,-4.577790
4.510425,8.508667,-4.578431
4.510768,8.508841,-4.579071
4.511111,8.509015,-4.579711
4.511453,8.509190,-4.580351
4.511796,8.509364,-4.580990
4.512138,8.509539,-4.581628
4.512481,8.509714,-4.582266
4.512824,8.509888,-4.582904
4.513166,8.510063,-4.583541
4.513509,8.510238,-4.584177
4.513851,8.510413,-4.584813
4.514194,8.510588,-4.585449
4.514536,8.510763,-4.586084
4.514879,8.510938,-4.586719
4.515221,8.511114,-4.587353
4.515564,8.511289,-4.587987
4.515906,8.511464,-4.588620
4.516249,8.511640,-4.589253
4.516591,8.511815,-4.589885
4.516934,8.511991,-4.590517
4.517276,8.512167,-4.591148
4.517619,8.512343,-4.591779
4.517961,8.512518,-4.592410
4.518304,8.512694,-4.593040
4.518646,8.512870,-4.593669
4.518988,8.513046,-4.594298
4.519331,8.513222,-4.594927
4.519673,8.513399,-4.595555
4.520015,8.513575,-4.596182
4.520358,8.513751,-4.596809
4.520700,8.513928,-4.597436
4.521042,8.514104,-4.598062
4.521385,8.514281,-4.598688
4.521727,8.514457,-4.599313
4.522069,8.514634,-4.599938
4.522411,8.514811,-4.600562
4.522754,8.514988,-4.601186
4.523096,8.515165,-4.601809
4.523438,8.515342,-4.602432
4.523780,8.515519,-4.603054
4.524123,8.515696,-4.603676
4.524465,8.515873,-4.604297
4.524807,8.516051,-4.604918
4.525149,8.516228,-4.605539
4.525491,8.516406,-4.606158
4.525833,8.516583,-4.606778
4.526176,8.516761,-4.607397
4.526518,8.516939,-4.608015
4.526860,8.517116,-4.608634
4.527202,8.517294,-4.609251
4.527544,8.517472,-4.609868
4.527886,8.517650,-4.610485
4.528228,8.517828,-4.611101
4.528570,8.518006,-4.611717
4.528912,8.518185,-4.612332
4.529254,8.518363,-4.612947
4.529596,8.518541,-4.613561
4.529938,8.518720,-4.614175
4.530280,8.518898,-4.614788
4.530622,8.519077,-4.615401
4.530964,8.519256,-4.616013
4.531306,8.519434,-4.616625
4.531648,8.519613,-4.617236
4.531990,8.519792,-4.617847
4.532332,8.519971,-4.618458
4.532674,8.520150,-4.619068
4.533016,8.520329,-4.619677
4.533358,8.520508,-4.620286
4.533700,8.520688,-4.620895
4.534042,8.520867,-4.621503
4.534383,8.521047,-4.622111
4.534725,8.521226,-4.622718
4.535067,8.521406,-4.623324
4.535409,8.521585,-4.623931
4.535751,8.521765,-4.624536
4.536093,8.521945,-4.625141
4.536434,8.522125,-4.625746
4.536776,8.522305,-4.626351
4.537118,8.522485,-4.626954
4.537460,8.522665,-4.627558
4.537801,8.522845,-4.628160
4.538143,8.523026,-4.628763
4.538485,8.523206,-4.629365
4.538827,8.523386,-4.629966
4.539168,8.523567,-4.630567
4.539510,8.523748,-4.631168
4.539852,8.523928,-4.631768
4.540193,8.524109,-4.632367
4.540535,8.524290,-4.632966
4.540877,8.524471,-4.633565
4.541218,8.524652,-4.634163
4.541560,8.524833,-4.634760
4.541901,8.525014,-4.635358
4.542243,8.525195,-4.635954
4.542585,8.525377,-4.636550
4.542926,8.525558,-4.637146
4.543268,8.525740,-4.637741
4.543609,8.525921,-4.638336
4.543951,8.526103,-4.638931
4.544292,8.526284,-4.639524
4.544634,8.526466,-4.640118
4.544975,8.526648,-4.640711
4.545317,8.526830,-4.641303
4.545658,8.527012,-4.641895
4.546000,8.527194,-4.642486
4.546341,8.527376,-4.643077
4.546683,8.527559,-4.643668
4.547024,8.527741,-4.644258
4.547365,8.527923,-4.644847
4.547707,8.528106,-4.645436
4.548048,8.528288,-4.646025
4.548390,8.528471,-4.646613
4.548731,8.528654,-4.647201
4.549072,8.528837,-4.647788
4.549414,8.529019,-4.648375
4.549755,8.529202,-4.648961
4.550096,8.529385,-4.649547
4.550437,8.529569,-4.650132
4.550779,8.529752,-4.650717
4.551120,8.529935,-4.651301
4.551461,8.530118,-4.651885
4.551803,8.530302,-4.652468
4.552144,8.530485,-4.653051
4.552485,8.530669,-4.653633
4.552826,8.530853,-4.654215
4.553167,8.531037,-4.654797
4.553509,8.531220,-4.655378
4.553850,8.531404,-4.655958
4.554191,8.531588,-4.656538
4.554532,8.531772,-4.657118
4.554873,8.531957,-4.657697
4.555214,8.532141,-4.658276
4.555556,8.532325,-4.658854
4.555897,8.532510,-4.659431
4.556238,8.532694,-4.660009
4.556579,8.532879,-4.660585
4.556920,8.533063,-4.661162
4.557261,8.533248,-4.661737
4.557602,8.533433,-4.662313
4.557943,8.533618,-4.662887
4.558284,8.533803,-4.663462
4.558625,8.533988,-4.664036
4.558966,8.534173,-4.664609
4.559307,8.534358,-4.665182
4.559648,8.534544,-4.665754
4.559989,8.534729,-4.666326
4.560330,8.534914,-4.666898
4.560671,8.535100,-4.667469
4.561012,8.535286,-4.668039
4.561353,8.535471,-4.668609
4.561694,8.535657,-4.669179
4.562035,8.535843,-4.669748
4.562375,8.536029,-4.670317
4.562716,8.536215,-4.670885
4.563057,8.536401,-4.671453
4.563398,8.536587,-4.672020
4.563739,8.536774,-4.672587
4.564080,8.536960,-4.673153
4.564420,8.537146,-4.673719
4.564761,8.537333,-4.674284
4.565102,8.537520,-4.674849
4.565443,8.537706,-4.675413
4.565783,8.537893,-4.675977
4.566124,8.538080,-4.676540
4.566465,8.538267,-4.677103
4.566806,8.538454,-4.677666
4.567146,8.538641,-4.678228
4.567487,8.538828,-4.678789
4.567828,8.539015,-4.679350
4.568168,8.539203,-4.679911
4.568509,8.539390,-4.680471
4.568850,8.539578,-4.681030
4.569190,8.539765,-4.681590
4.569531,8.539953,-4.682148
4.569872,8.540141,-4.682706
4.570212,8.540329,-4.683264
4.570553,8.540517,-4.683821
4.570893,8.540705,-4.684378
4.571234,8.540893,-4.684934
4.571574,8.541081,-4.685490
4.571915,8.541269,-4.686046
4.572255,8.541458,-4.686600
4.572596,8.541646,-4.687155
4.572936,8.541835,-4.687709
4.573277,8.542023,-4.688262
4.573617,8.542212,-4.688815
4.573958,8.542401,-4.689368
4.574298,8.542590,-4.689920
4.574639,8.542778,-4.690471
4.574979,8.542967,-4.691022
4.575319,8.543157,-4.691573
4.575660,8.543346,-4.692123
4.576000,8.543535,-4.692672
4.576341,8.543724,-4.693222
4.576681,8.543914,-4.693770
4.577021,8.544103,-4.694318
4.577362,8.544293,-4.694866
4.577702,8.544483,-4.695413
4.578042,8.544673,-4.695960
4.578383,8.544862,-4.696507
4.578723,8.545052,-4.697052
4.579063,8.545242,-4.697598
4.579403,8.545432,-4.698143
4.579744,8.545623,-4.698687
4.580084,8.545813,-4.699231
4.580424,8.546003,-4.699774
4.580764,8.546194,-4.700317
4.581104,8.546384,-4.700860
4.581445,8.546575,-4.701402
4.581785,8.546766,-4.701943
4.582125,8.546957,-4.702484
4.582465,8.547147,-4.703025
4.582805,8.547338,-4.703565
4.583145,8.547529,-4.704105
4.583485,8.547721,-4.704644
4.583826,8.547912,-4.705183
4.584166,8.548103,-4.705721
4.584506,8.548294,-4.706259
4.584846,8.548486,-4.706796
4.585186,8.548678,-4.707333
4.585526,8.548869,-4.707869
4.585866,8.549061,-4.708405
4.586206,8.549253,-4.708940
4.586546,8.549445,-4.709475
4.586886,8.549637,-4.710010
4.587226,8.549829,-4.710544
4.587566,8.550021,-4.711077
4.587906,8.550213,-4.711610
4.588246,8.550405,-4.712143
4.588585,8.550598,-4.712675
4.588925,8.550790,-4.713206
4.589265,8.550983,-4.713737
4.589605,8.551176,-4.714268
4.589945,8.551368,-4.714798
4.590285,8.551561,-4.715328
4.590625,8.551754,-4.715857
4.590964,8.551947,-4.716386
4.591304,8.552140,-4.716914
4.591644,8.552334,-4.717442
4.591984,8.552527,-4.717969
4.592324,8.552720,-4.718496
4.592663,8.552914,-4.719022
4.593003,8.553107,-4.719548
4.593343,8.553301,-4.720073
4.593683,8.553495,-4.720598
4.594022,8.553688,-4.721123
4.594362,8.553882,-4.721647
4.594702,8.554076,-4.722170
4.595041,8.554270,-4.722693
4.595381,8.554464,-4.723216
4.595721,8.554659,-4.723738
4.596060,8.554853,-4.724260
4.596400,8.555047,-4.724781
4.596739,8.555242,-4.725301
4.597079,8.555437,-4.725822
4.597419,8.555631,-4.726341
4.597758,8.555826,-4.726860
4.598098,8.556021,-4.727379
4.598437,8.556216,-4.727898
4.598777,8.556411,-4.728415
4.599116,8.556606,-4.728933
4.599456,8.556801,-4.729450
4.599795,8.556996,-4.729966
4.600135,8.557192,-4.730482
4.600474,8.557387,-4.730997
4.600814,8.557583,-4.731512
4.601153,8.557778,-4.732027
4.601493,8.557974,-4.732541
4.601832,8.558170,-4.733054
4.602171,8.558366,-4.733567
4.602511,8.558562,-4.734080
4.602850,8.558758,-4.734592
4.603189,8.558954,-4.735104
4.603529,8.559150,-4.735615
4.603868,8.559347,-4.736125
4.604207,8.559543,-4.736636
4.604547,8.559740,-4.737145
4.604886,8.559936,-4.737655
4.605225,8.560133,-4.738163
4.605565,8.560330,-4.738672
4.605904,8.560527,-4.739180
4.606243,8.560724,-4.739687
4.606582,8.560921,-4.740194
4.606921,8.561118,-4.740700
4.607261,8.561315,-4.741206
4.607600,8.561512,-4.741712
4.607939,8.561710,-4.742217
4.608278,8.561907,-4.742721
4.608617,8.562105,-4.743225
4.608956,8.562302,-4.743729
4.609296,8.562500,-4.744232
4.609635,8.562698,-4.744734
4.609974,8.562896,-4.745237
4.610313,8.563094,-4.745738
4.610652,8.563292,-4.746239
4.610991,8.563490,-4.746740
4.611330,8.563689,-4.747240
4.611669,8.563887,-4.747740
4.612008,8.564085,-4.748239
4.612347,8.564284,-4.748738
4.612686,8.564483,-4.749237
4.613025,8.564681,-4.749734
4.613364,8.564880,-4.750232
4.613703,8.565079,-4.750729
4.614042,8.565278,-4.751225
4.614381,8.565477,-4.751721
4.614720,8.565676,-4.752217
4.615059,8.565876,-4.752712
4.615397,8.566075,-4.753206
4.615736,8.566274,-4.753700
4.616075,8.566474,-4.754194
4.616414,8.566674,-4.754687
4.616753,8.566873,-4.755180
4.617092,8.567073,-4.755672
4.617430,8.567273,-4.756164
4.617769,8.567473,-4.756655
4.618108,8.567673,-4.757146
4.618447,8.567873,-4.757636
4.618786,8.568074,-4.758126
4.619124,8.568274,-4.758615
4.619463,8.568474,-4.759104
4.619802,8.568675,-4.759592
4.620140,8.568875,-4.760080
4.620479,8.569076,-4.760568
4.620818,8.569277,-4.761054
4.621156,8.569478,-4.761541
4.621495,8.569679,-4.762027
4.621834,8.569880,-4.762512
4.622172,8.570081,-4.762998
4.622511,8.570282,-4.763482
4.622849,8.570484,-4.763966
4.623188,8.570685,-4.764450
4.623527,8.570887,-4.764933
4.623865,8.571088,-4.765416
4.624204,8.571290,-4.765898
4.624542,8.571492,-4.766380
4.624881,8.571694,-4.766861
4.625219,8.571896,-4.767342
4.625558,8.572098,-4.767822
4.625896,8.572300,-4.768302
4.626235,8.572502,-4.768781
4.626573,8.572704,-4.769260
4.626911,8.572907,-4.769739
4.627250,8.573109,-4.770217
4.627588,8.573312,-4.770694
4.627927,8.573515,-4.771171
4.628265,8.573718,-4.771648
4.628603,8.573920,-4.772124
4.628942,8.574123,-4.772599
4.629280,8.574326,-4.773074
4.629618,8.574530,-4.773549
4.629957,8.574733,-4.774023
4.630295,8.574936,-4.774497
4.630633,8.575140,-4.774970
4.630971,8.575343,-4.775443
4.631310,8.575547,-4.775915
4.631648,8.575751,-4.776387
4.631986,8.575954,-4.776858
4.632324,8.576158,-4.777329
4.632663,8.576362,-4.777799
4.633001,8.576566,-4.778269
4.633339,8.576770,-4.778738
4.633677,8.576975,-4.779207
4.634015,8.577179,-4.779676
4.634353,8.577384,-4.780144
4.634691,8.577588,-4.780611
4.635029,8.577793,-4.781078
4.635368,8.577997,-4.781545
4.635706,8.578202,-4.782011
4.636044,8.578407,-4.782477
4.636382,8.578612,-4.782942
4.636720,8.578817,-4.783406
4.637058,8.579022,-4.783871
4.637396,8.579228,-4.784334
4.637734,8.579433,-4.784798
4.638072,8.579638,-4.785260
4.638410,8.579844,-4.785723
4.638748,8.580050,-4.786185
4.639086,8.580255,-4.786646
4.639423,8.580461,-4.787107
4.639761,8.580667,-4.787567
4.640099,8.580873,-4.788027
4.640437,8.581079,-4.788487
4.640775,8.581285,-4.788946
4.641113,8.581492,-4.789404
4.641451,8.581698,-4.789862
4.641788,8.581905,-4.790320
4.642126,8.582111,-4.790777
4.642464,8.582318,-4.791233
4.642802,8.582525,-4.791689
4.643140,8.582731,-4.792145
4.643477,8.582938,-4.792600
4.643815,8.583145,-4.793055
4.644153,8.583353,-4.793509
4.644491,8.583560,-4.793963
4.644828,8.583767,-4.794416
4.645166,8.583974,-4.794869
4.645504,8.584182,-4.795322
4.645841,8.584390,-4.795773
4.646179,8.584597,-4.796225
4.646516,8.584805,-4.796676
4.646854,8.585013,-4.797126
4.647192,8.585221,-4.797576
4.647529,8.585429,-4.798026
4.647867,8.585637,-4.798475
4.648204,8.585845,-4.798923
4.648542,8.586054,-4.799371
4.648879,8.586262,-4.799819
4.649217,8.586471,-4.800266
4.649554,8.586679,-4.800713
4.649892,8.586888,-4.801159
4.650229,8.587097,-4.801605
4.650567,8.587306,-4.802050
4.650904,8.587515,-4.802495
4.651242,8.587724,-4.802939
4.651579,8.587933,-4.803383
4.651917,8.588142,-4.803826
4.652254,8.588351,-4.804269
4.652591,8.588561,-4.804711
4.652929,8.588770,-4.805153
4.653266,8.588980,-4.805595
4.653603,8.589190,-4.806036
4.653941,8.589400,-4.806476
4.654278,8.589610,-4.806916
4.654615,8.589820,-4.807356
4.654953,8.590030,-4.807795
4.655290,8.590240,-4.808234
4.655627,8.590450,-4.808672
4.655964,8.590661,-4.809109
4.656301,8.590871,-4.809547
4.656639,8.591082,-4.809983
4.656976,8.591292,-4.810420
4.657313,8.591503,-4.810855
4.657650,8.591714,-4.811291
4.657987,8.591925,-4.811726
4.658324,8.592136,-4.812160
4.658662,8.592347,-4.812594
4.658999,8.592558,-4.813027
4.659336,8.592770,-4.813460
4.659673,8.592981,-4.813893
4.660010,8.593193,-4.814325
4.660347,8.593404,-4.814756
4.660684,8.593616,-4.815187
4.661021,8.593828,-4.815618
4.661358,8.594040,-4.816048
4.661695,8.594252,-4.816477
4.662032,8.594464,-4.816907
4.662369,8.594676,-4.817335
4.662706,8.594888,-4.817764
4.663043,8.595101,-4.818191
4.663380,8.595313,-4.818618
4.663717,8.595526,-4.819045
4.664053,8.595738,-4.819472
4.664390,8.595951,-4.819897
4.664727,8.596164,-4.820323
4.665064,8.596377,-4.820748
4.665401,8.596590,-4.821172
4.665738,8.596803,-4.821596
