E0.950000, L_z3.000000, r2.710000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.708804
E0.950000, L_z3.000000, r2.709000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.709491
E0.950000, L_z3.000000, r2.708000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.710111
E0.950000, L_z3.000000, r2.707000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.711017
E0.950000, L_z3.000000, r2.706000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.716714
E0.950000, L_z3.000000, r2.705000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.715713
E0.950000, L_z3.000000, r2.704000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.719015
E0.950000, L_z3.000000, r2.703000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.719914
E0.950000, L_z3.000000, r2.702000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.720504
E0.950000, L_z3.000000, r2.701000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.721488
E0.950000, L_z3.000000, r2.700000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.722128
E0.950000, L_z3.000000, r2.699000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.722880
E0.950000, L_z3.000000, r2.698000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.723690
E0.950000, L_z3.000000, r2.697000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.724760
E0.950000, L_z3.000000, r2.696000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.725645
E0.950000, L_z3.000000, r2.695000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.727058
E0.950000, L_z3.000000, r2.694000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.727190
E0.950000, L_z3.000000, r2.693000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.727974
E0.950000, L_z3.000000, r2.692000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.729081
E0.950000, L_z3.000000, r2.691000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.730191
E0.950000, L_z3.000000, r2.690000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.731088
E0.950000, L_z3.000000, r2.689000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.733294
E0.950000, L_z3.000000, r2.688000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.736300
E0.950000, L_z3.000000, r2.687000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.736697
E0.950000, L_z3.000000, r2.686000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.498276
E0.950000, L_z3.000000, r2.685000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.014714
E0.950000, L_z3.000000, r2.684000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.011733
E0.950000, L_z3.000000, r2.683000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
