init_r,r,ur
2.684000, 3.196981, 0.053226
2.684000, 10.835487, -0.058524
2.684000, 2.910380, -0.028234
2.684000, 2.682662, 0.001946
2.684000, 3.446544, 0.070629
2.684000, 8.880018, -0.103046
2.684000, 2.829981, -0.020072
2.684000, 2.683755, 0.002675
2.684000, 3.568253, 0.077866
2.684000, 8.129103, -0.114302
2.684000, 2.806879, -0.017595
2.684000, 2.687834, 0.003329
2.684000, 3.731193, 0.086433
2.684000, 7.335822, -0.123263
2.684000, 2.784623, -0.015063
2.684000, 2.705177, 0.005526
2.684000, 4.356776, 0.109948
2.684000, 5.615740, -0.128607
2.684000, 2.739249, -0.009623
2.684000, 2.758965, 0.011981
2.684000, 6.363731, 0.129242
2.684000, 4.015857, -0.098774
2.684000, 2.696018, -0.004317
2.684000, 2.803360, 0.017156
2.684000, 8.000003, 0.115972
2.684000, 3.591991, -0.079182
2.684000, 2.685295, -0.002660
2.684000, 2.856314, 0.022791
2.684000, 9.638783, 0.088918
2.684000, 3.343067, -0.063848
2.684000, 2.683632, -0.001095
2.684000, 3.041007, 0.040364
2.684000, 11.736556, -0.005999
2.684000, 3.013535, -0.037922
2.684000, 2.683330, 0.001262
2.684000, 3.361396, 0.065093
2.684000, 9.496625, -0.091797
2.684000, 2.851077, -0.022256
2.684000, 2.684805, 0.002641
2.684000, 3.581099, 0.078580
2.684000, 8.058685, -0.115222
2.684000, 2.804996, -0.017351
2.684000, 2.693453, 0.004004
2.684000, 3.925551, 0.095188
2.684000, 6.627723, -0.128265
2.684000, 2.765849, -0.012818
2.684000, 2.729509, 0.008466
2.684000, 5.251596, 0.125982
2.684000, 4.593633, -0.115825
2.684000, 2.711623, -0.006328
2.684000, 2.777206, 0.014204
2.684000, 7.062205, 0.125571
2.684000, 3.799381, -0.089677
2.684000, 2.689534, -0.003600
2.684000, 2.797513, 0.016578
2.684000, 7.807619, 0.118316
2.684000, 3.628977, -0.081205
2.684000, 2.684507, -0.003011
2.684000, 2.797020, 0.016563
2.684000, 7.796847, 0.118444
2.684000, 3.631062, -0.081323
2.684000, 2.683742, -0.003115
2.684000, 2.771077, 0.013743
2.684000, 6.876144, 0.126889
2.684000, 3.850066, -0.091994
2.684000, 2.687378, -0.004199
2.684000, 2.684234, 0.003804
2.684000, 3.738801, 0.086835
2.684000, 7.302412, -0.123577
2.684000, 2.782659, -0.015069
2.684000, 2.676302, 0.002146
2.684000, 3.368841, 0.065648
2.684000, 9.436656, -0.092986
2.684000, 2.847985, -0.022126
2.684000, 2.660239, -0.000266
2.684000, 2.776731, 0.014544
2.684000, 7.110419, 0.125211
2.684000, 3.786277, -0.089116
2.684000, 2.683287, -0.004242
2.684000, 2.614772, -0.004620
2.684000, 1.417244, -0.150902
