init_r,r,ur
5.300000,9.179916,-0.049190
5.300000,6.432852,0.066385
5.300000,6.112414,-0.060357
5.300000,9.619197,0.036680
5.300000,5.322909,0.011930
5.300000,8.674423,-0.059175
5.300000,6.811322,0.070191
5.300000,5.849012,-0.052484
5.300000,9.942838,0.022211
5.300000,5.392087,0.023594
5.300000,8.147946,-0.066274
5.300000,7.245838,0.071425
5.300000,5.640231,-0.043141
5.300000,10.107978,0.006526
5.300000,5.508863,0.034714
5.300000,7.635468,-0.070337
5.300000,7.729227,0.069807
5.300000,5.483264,-0.032685
5.300000,10.090542,-0.009521
5.300000,5.675332,0.044987
5.300000,7.160369,-0.071403
5.300000,8.246449,0.065173
5.300000,5.375548,-0.021441
5.300000,9.893144,-0.025040
5.300000,5.894139,0.054083
5.300000,6.736003,-0.069663
5.300000,8.772009,0.057515
5.300000,5.315117,-0.009706
5.300000,9.544195,-0.039193
5.300000,6.168073,0.061639
5.300000,6.368374,-0.065413
5.300000,9.268777,0.047023
5.300000,5.300803,0.002244
5.300000,9.088743,-0.051268
5.300000,6.499376,0.067279
5.300000,6.058763,-0.059011
5.300000,9.690119,0.034097
5.300000,5.332323,0.014144
5.300000,8.576131,-0.060733
5.300000,6.888625,0.070627
5.300000,5.805806,-0.050834
5.300000,9.986909,0.019340
5.300000,5.410296,0.025728
5.300000,8.049968,-0.067268
5.300000,7.333046,0.071345
5.300000,5.606949,-0.041256
5.300000,10.118921,0.003520
5.300000,5.536206,0.036714
5.300000,7.543050,-0.070761
5.300000,7.824205,0.069171
5.300000,5.459394,-0.030628
5.300000,10.066708,-0.012496
5.300000,5.712272,0.046792
5.300000,7.076704,-0.071283
5.300000,8.345280,0.063965
5.300000,5.360668,-0.019270
5.300000,9.838079,-0.027821
5.300000,5.941203,0.055627
5.300000,6.662690,-0.069048
5.300000,8.868612,0.055755
5.300000,5.308944,-0.007475
5.300000,9.465440,-0.041633
5.300000,6.225751,0.062854
5.300000,6.305942,-0.064366
5.300000,9.354997,0.044770
5.300000,5.303214,0.004486
5.300000,8.995581,-0.053253
5.300000,6.567945,0.068092
5.300000,6.007105,-0.057602
5.300000,9.756641,0.031449
5.300000,5.343366,0.016348
5.300000,8.477395,-0.062187
5.300000,6.967882,0.070971
5.300000,5.764500,-0.049134
5.300000,10.025131,0.016430
5.300000,5.430187,0.027842
5.300000,7.952699,-0.068154
5.300000,7.421919,0.071164
5.300000,5.575468,-0.039334
5.300000,10.123312,0.000506
5.300000,5.565309,0.038681
5.300000,7.452085,-0.071080
5.300000,7.920265,0.068428
5.300000,5.437237,-0.028546
5.300000,10.036604,-0.015447
5.300000,5.751069,0.048554
5.300000,6.994895,-0.071066
5.300000,8.444224,0.062651
5.300000,5.347436,-0.017084
5.300000,9.777913,-0.030547
5.300000,5.990224,0.057115
5.300000,6.591400,-0.068346
5.300000,8.963944,0.053898
5.300000,5.304383,-0.005237
5.300000,9.383266,-0.043996
5.300000,6.285460,0.063998
5.300000,6.245550,-0.063245
5.300000,9.438244,0.042435
5.300000,5.307235,0.006725
5.300000,8.900742,-0.055143
5.300000,6.638553,0.068822
5.300000,5.957426,-0.056133
5.300000,9.818454,0.028741
5.300000,5.356047,0.018538
5.300000,8.378463,-0.063536
5.300000,7.049056,0.071221
5.300000,5.725076,-0.047388
5.300000,10.057303,0.013489
5.300000,5.451772,0.029932
5.300000,7.856310,-0.068934
5.300000,7.512374,0.070880
5.300000,5.545770,-0.037377
5.300000,10.121126,-0.002509
5.300000,5.596190,0.040615
5.300000,7.362672,-0.071296
5.300000,8.017257,0.067577
5.300000,5.416779,-0.026440
5.300000,10.000391,-0.018368
5.300000,5.791741,0.050269
5.300000,6.914991,-0.070753
5.300000,8.543052,0.061232
5.300000,5.335845,-0.014885
5.300000,9.712936,-0.033216
5.300000,6.041216,0.058545
5.300000,6.522146,-0.067561
5.300000,9.057703,0.051944
5.300000,5.301433,-0.002996
5.300000,9.298006,-0.046277
5.300000,6.347207,0.065070
5.300000,6.187192,-0.062054
5.300000,9.518183,0.040020
5.300000,5.312867,0.008958
5.300000,8.804533,-0.056936
5.300000,6.711190,0.069467
5.300000,5.909707,-0.054607
5.300000,9.875261,0.025978
5.300000,5.370373,0.020714
5.300000,8.279570,-0.064780
5.300000,7.132105,0.071374
5.300000,5.687516,-0.045598
5.300000,10.083256,0.010521
5.300000,5.475067,0.031998
5.300000,7.760953,-0.069606
5.300000,7.604316,0.070491
5.300000,5.517839,-0.035388
5.300000,10.112376,-0.005519
5.300000,5.628866,0.042513
5.300000,7.274897,-0.071409
5.300000,8.115017,0.066619
5.300000,5.398008,-0.024312
5.300000,9.958258,-0.021253
5.300000,5.834308,0.051936
5.300000,6.837030,-0.070347
5.300000,8.641522,0.059709
5.300000,5.325885,-0.012674
5.300000,9.643455,-0.035821
5.300000,6.094197,0.059913
5.300000,6.454935,-0.066694
5.300000,9.149579,0.049897
5.300000,5.300090,-0.000753
5.300000,9.209994,-0.048473
5.300000,6.410998,0.066068
5.300000,6.130857,-0.060794
5.300000,9.594480,0.037531
5.300000,5.320115,0.011185
5.300000,8.707245,-0.058630
5.300000,6.785838,0.070024
5.300000,5.863933,-0.053026
5.300000,9.926786,0.023165
5.300000,5.386355,0.022874
5.300000,8.180934,-0.065917
5.300000,7.216975,0.071429
5.300000,5.651800,-0.043765
5.300000,10.102850,0.007532
5.300000,5.500084,0.034037
5.300000,7.666771,-0.070171
5.300000,7.697639,0.069997
5.300000,5.491657,-0.033369
5.300000,10.097109,-0.008518
5.300000,5.663356,0.044373
5.300000,7.188837,-0.071421
5.300000,8.213365,0.065554
5.300000,5.380910,-0.022165
5.300000,9.910423,-0.024097
5.300000,5.878789,0.053552
5.300000,6.761042,-0.069850
5.300000,8.739375,0.058083
5.300000,5.317550,-0.010453
5.300000,9.569785,-0.038358
5.300000,6.149181,0.061216
5.300000,6.389771,-0.065748
5.300000,9.239252,0.047760
5.300000,5.300355,0.001491
5.300000,9.119560,-0.050581
5.300000,6.476836,0.066988
5.300000,6.076534,-0.059469
5.300000,9.666807,0.034971
5.300000,5.328984,0.013403
5.300000,8.609159,-0.060222
5.300000,6.862479,0.070491
5.300000,5.820084,-0.051393
5.300000,9.972769,0.020307
5.300000,5.404002,0.025015
5.300000,8.082759,-0.066947
5.300000,7.303607,0.071383
5.300000,5.617910,-0.041893
5.300000,10.115979,0.004529
5.300000,5.526840,0.036046
5.300000,7.573890,-0.070631
5.300000,7.792222,0.069396
5.300000,5.467208,-0.031321
5.300000,10.075408,-0.011501
5.300000,5.699677,0.046192
5.300000,7.104560,-0.071334
5.300000,8.312109,0.064382
5.300000,5.365474,-0.020000
5.300000,9.857130,-0.026894
5.300000,5.925201,0.055115
5.300000,6.687054,-0.069264
5.300000,8.836339,0.056357
5.300000,5.310834,-0.008224
5.300000,9.492252,-0.040823
5.300000,6.206180,0.062454
5.300000,6.326653,-0.064726
5.300000,9.326394,0.045535
5.300000,5.302226,0.003734
5.300000,9.027029,-0.052597
