init_r,r,ur
4.900000,9.556372,-0.051115
4.900000,5.728257,0.068103
4.900000,6.299815,-0.078820
4.900000,8.589301,0.070535
4.900000,4.959010,-0.021005
4.900000,10.261877,-0.024517
4.900000,5.320739,0.052491
4.900000,7.049313,-0.082725
4.900000,7.606218,0.080923
4.900000,5.140046,-0.040999
4.900000,10.452115,0.005712
4.900000,5.057665,0.033730
4.900000,7.963364,-0.078145
4.900000,6.748830,0.082183
4.900000,5.454828,-0.058769
4.900000,10.047256,0.035084
4.900000,4.923118,0.013232
4.900000,8.963135,-0.064289
4.900000,6.066258,0.075517
4.900000,5.921249,-0.072775
4.900000,9.211293,0.059338
4.900000,4.908170,-0.007887
4.900000,9.865310,-0.041875
4.900000,5.558129,0.062752
4.900000,6.558377,-0.081174
4.900000,8.214429,0.075507
4.900000,5.011801,-0.028640
4.900000,10.402904,-0.013436
4.900000,5.206703,0.045778
4.900000,7.373333,-0.082077
4.900000,7.267512,0.082417
4.900000,5.240970,-0.047962
4.900000,10.366527,0.017014
4.900000,4.993094,0.026222
4.900000,8.333550,-0.074061
4.900000,6.473141,0.080532
4.900000,5.609994,-0.064527
4.900000,9.771582,0.044925
4.900000,4.903786,0.005373
4.900000,9.324417,-0.056833
4.900000,5.857123,0.071364
4.900000,6.138093,-0.076668
4.900000,8.844620,0.066418
4.900000,4.932758,-0.015724
4.900000,10.123027,-0.031782
4.900000,5.409803,0.056818
4.900000,6.842053,-0.082480
4.900000,7.847691,0.079173
4.900000,5.081984,-0.036078
4.900000,10.461527,-0.002068
4.900000,5.111783,0.038709
4.900000,7.718390,-0.080177
4.900000,6.950797,0.082677
4.900000,5.361298,-0.054545
4.900000,10.200852,0.027956
4.900000,4.945741,0.018537
4.900000,8.709200,-0.068679
4.900000,6.222595,0.077865
4.900000,5.787303,-0.069672
4.900000,9.449473,0.053856
4.900000,4.900831,-0.002519
4.900000,9.659596,-0.048270
4.900000,5.671539,0.066465
4.900000,6.379584,-0.079679
4.900000,8.469314,0.072262
