init_r,r,ur
2.775000,4.706173,0.117677
2.775000,5.123660,-0.124200
2.775000,2.777283,-0.002410
2.775000,4.374690,0.109873
2.775000,5.603792,-0.128193
2.775000,2.783472,-0.004728
2.775000,4.127536,0.102157
2.775000,6.105368,-0.129320
2.775000,2.792059,-0.006873
2.775000,3.947980,0.095329
2.775000,6.589793,-0.128139
2.775000,2.801560,-0.008794
2.775000,3.816628,0.089585
2.775000,7.035635,-0.125485
2.775000,2.811024,-0.010491
2.775000,3.717320,0.084773
2.775000,7.440198,-0.121995
2.775000,2.820087,-0.012004
2.775000,3.638050,0.080621
2.775000,7.814345,-0.117969
2.775000,2.828829,-0.013400
2.775000,3.570116,0.076828
2.775000,8.177143,-0.113400
2.775000,2.837652,-0.014767
2.775000,3.507112,0.073109
2.775000,8.552546,-0.108021
2.775000,2.847217,-0.016206
2.775000,3.444245,0.069193
2.775000,8.967441,-0.101317
2.775000,2.858477,-0.017837
2.775000,3.378074,0.064836
2.775000,9.448657,-0.092497
2.775000,2.872791,-0.019808
2.775000,3.306686,0.059846
2.775000,10.014052,-0.080472
2.775000,2.892085,-0.022298
2.775000,3.230261,0.054141
2.775000,10.649224,-0.063976
2.775000,2.918991,-0.025521
2.775000,3.151724,0.047842
2.775000,11.265490,-0.042087
2.775000,2.956661,-0.029684
2.775000,3.076614,0.041345
2.775000,11.675729,-0.015296
2.775000,3.007754,-0.034888
2.775000,3.011173,0.035222
2.775000,11.688645,0.013630
2.775000,3.072476,-0.040971
2.775000,2.959256,0.029959
2.775000,11.297275,0.040643
2.775000,3.147185,-0.047464
2.775000,2.920862,0.025736
2.775000,10.687072,0.062852
2.775000,3.225694,-0.053787
2.775000,2.893417,0.022464
2.775000,10.049609,0.079645
2.775000,3.302351,-0.059533
2.775000,2.873757,0.019937
2.775000,9.479255,0.091895
2.775000,3.374062,-0.064564
2.775000,2.859213,0.017941
2.775000,8.993453,0.100870
2.775000,3.440502,-0.068953
2.775000,2.847816,0.016294
2.775000,8.575399,0.107672
2.775000,3.503480,-0.072888
2.775000,2.838182,0.014848
2.775000,8.198450,0.113112
2.775000,3.566358,-0.076612
2.775000,2.829337,0.013480
2.775000,7.835610,0.117719
2.775000,3.633847,-0.080393
2.775000,2.820603,0.012088
2.775000,7.462708,0.121773
2.775000,3.712242,-0.084516
2.775000,2.811565,0.010584
2.775000,7.060320,0.125300
2.775000,3.810088,-0.089281
2.775000,2.802119,0.008899
2.775000,6.616973,0.128017
2.775000,3.939169,-0.094965
2.775000,2.792601,0.006991
2.775000,6.134406,0.129307
2.775000,4.115396,-0.101730
2.775000,2.783923,0.004859
2.775000,5.632895,0.128335
2.775000,4.358074,-0.109409
2.775000,2.777549,0.002549
2.775000,5.150302,0.124511
2.775000,4.684376,-0.117242
2.775000,2.775008,0.000142
2.775000,4.728270,0.118108
2.775000,5.097236,-0.123880
2.775000,2.777030,-0.002271
2.775000,4.391599,0.110337
2.775000,5.574762,-0.128040
2.775000,2.783029,-0.004597
2.775000,4.139906,0.102587
2.775000,6.076267,-0.129326
2.775000,2.791521,-0.006753
2.775000,3.956954,0.095698
2.775000,6.562477,-0.128256
2.775000,2.801000,-0.008688
2.775000,3.823275,0.089892
2.775000,7.010806,-0.125668
2.775000,2.810482,-0.010398
2.775000,3.722465,0.085033
2.775000,7.417581,-0.122215
2.775000,2.819569,-0.011919
2.775000,3.642292,0.080850
2.775000,7.793039,-0.118217
2.775000,2.828322,-0.013321
2.775000,3.573891,0.077045
2.775000,8.155879,-0.113685
2.775000,2.837125,-0.014687
2.775000,3.510744,0.073329
2.775000,8.529828,-0.108365
2.775000,2.846623,-0.016118
2.775000,3.447977,0.069431
2.775000,8.941656,-0.101757
2.775000,2.857751,-0.017734
2.775000,3.382068,0.065106
2.775000,9.418354,-0.093088
2.775000,2.871841,-0.019680
2.775000,3.311003,0.060157
2.775000,9.978753,-0.081284
2.775000,2.890779,-0.022135
2.775000,3.234821,0.054492
2.775000,10.611345,-0.065082
2.775000,2.917157,-0.025309
2.775000,3.156275,0.048220
2.775000,11.233011,-0.043514
2.775000,2.954113,-0.029412
2.775000,3.080786,0.041719
2.775000,11.661399,-0.016955
2.775000,3.004384,-0.034557
2.775000,3.014639,0.035559
2.775000,11.700119,0.011956
2.775000,3.068373,-0.040600
2.775000,2.961897,0.030237
2.775000,11.328320,0.039182
2.775000,3.142658,-0.047084
2.775000,2.922771,0.025955
2.775000,10.724859,0.061708
2.775000,3.221120,-0.053431
