init_r,r,ur
4.600000,9.920654,-0.049333
4.600000,5.162871,0.063417
4.600000,6.725028,-0.090902
4.600000,7.204514,0.090524
4.600000,4.980111,-0.053810
4.600000,10.345941,0.033670
4.600000,4.615438,0.011529
4.600000,9.393193,-0.062966
4.600000,5.387954,0.072056
4.600000,6.301347,-0.088824
4.600000,7.735274,0.087449
4.600000,4.836182,-0.043473
4.600000,10.619754,0.016578
4.600000,4.662091,0.022946
4.600000,8.813970,-0.074120
4.600000,5.659269,0.079448
4.600000,5.933532,-0.084588
4.600000,8.305807,0.081530
4.600000,4.728169,-0.032610
4.600000,10.706021,-0.001231
4.600000,4.740972,0.034127
4.600000,8.225726,-0.082515
4.600000,5.980831,0.085286
4.600000,5.619103,-0.078517
4.600000,8.894932,0.072747
4.600000,4.653802,-0.021389
4.600000,10.592650,-0.018986
4.600000,4.853770,0.044929
4.600000,7.659646,-0.088038
4.600000,6.356215,0.089244
4.600000,5.354381,-0.070936
4.600000,9.469810,0.061232
4.600000,4.611482,-0.009949
4.600000,10.295460,-0.035922
4.600000,5.002846,0.055178
4.600000,7.135435,-0.090731
4.600000,6.787644,0.091002
4.600000,5.135337,-0.062149
4.600000,9.986310,0.047289
4.600000,4.600291,0.001587
4.600000,9.853069,-0.051338
4.600000,5.191203,0.064668
4.600000,6.663472,-0.090756
4.600000,7.274571,0.090266
4.600000,4.958107,-0.052428
4.600000,10.393543,0.031392
4.600000,4.619983,0.013107
4.600000,9.315610,-0.064654
4.600000,5.422401,0.073152
4.600000,6.247538,-0.088363
4.600000,7.811667,0.086807
4.600000,4.819272,-0.042008
4.600000,10.643279,0.014157
4.600000,4.670988,0.024499
4.600000,8.732856,-0.075441
4.600000,5.700384,0.080349
4.600000,5.887243,-0.083855
4.600000,8.386258,0.080492
4.600000,4.716001,-0.031086
4.600000,10.702207,-0.003691
4.600000,4.754413,0.035637
4.600000,8.146081,-0.083444
4.600000,6.029147,0.085948
4.600000,5.579877,-0.077558
4.600000,8.975644,0.071321
4.600000,4.646116,-0.019827
4.600000,10.562039,-0.021378
4.600000,4.872041,0.046374
4.600000,7.584824,-0.088574
4.600000,6.412145,0.089623
4.600000,5.321669,-0.069794
4.600000,9.545338,0.059451
4.600000,4.608113,-0.008368
4.600000,10.242220,-0.038145
4.600000,5.026323,0.056532
4.600000,7.067352,-0.090888
4.600000,6.851315,0.091055
4.600000,5.108591,-0.060863
4.600000,10.049900,0.045209
4.600000,4.601164,0.003173
4.600000,9.783691,-0.053304
4.600000,5.220344,0.065899
4.600000,6.602980,-0.090564
4.600000,7.345587,0.089956
4.600000,4.936827,-0.051033
4.600000,10.438148,0.029088
4.600000,4.625117,0.014683
4.600000,9.237188,-0.066293
4.600000,5.457730,0.074224
4.600000,6.194782,-0.087861
4.600000,7.888784,0.086110
4.600000,4.803031,-0.040533
4.600000,10.663162,0.011724
4.600000,4.680496,0.026048
4.600000,8.651685,-0.076709
4.600000,5.742458,0.081220
4.600000,5.841955,-0.083088
4.600000,8.467006,0.079400
4.600000,4.704462,-0.029556
4.600000,10.694590,-0.006148
4.600000,4.768499,0.037140
4.600000,8.066936,-0.084319
4.600000,6.078490,0.086575
4.600000,5.541578,-0.076571
4.600000,9.056002,0.069845
4.600000,4.639031,-0.018262
4.600000,10.528003,-0.023753
4.600000,4.891003,0.047808
4.600000,7.510841,-0.089055
4.600000,6.469140,0.089960
4.600000,5.289809,-0.068630
4.600000,9.619646,0.057625
4.600000,4.605328,-0.006784
4.600000,10.186346,-0.040337
4.600000,5.050549,0.057871
4.600000,7.000282,-0.090995
4.600000,6.916034,0.091059
4.600000,5.082624,-0.059560
4.600000,10.111288,0.043092
4.600000,4.602619,0.004759
4.600000,9.712655,-0.055228
4.600000,5.250302,0.067110
4.600000,6.543555,-0.090327
4.600000,7.417538,0.089594
4.600000,4.916262,-0.049625
4.600000,10.479645,0.026760
4.600000,4.630844,0.016256
4.600000,9.158044,-0.067884
4.600000,5.493953,0.075271
4.600000,6.143075,-0.087321
4.600000,7.966578,0.085359
4.600000,4.787455,-0.039049
4.600000,10.679349,0.009282
4.600000,4.690619,0.027591
4.600000,8.570548,-0.077924
4.600000,5.785501,0.082061
4.600000,5.797658,-0.082289
4.600000,8.547977,0.078253
4.600000,4.693547,-0.028020
4.600000,10.683191,-0.008600
4.600000,4.783236,0.038634
4.600000,7.988349,-0.085140
4.600000,6.128866,0.087164
4.600000,5.504197,-0.075557
4.600000,9.135898,0.068318
4.600000,4.632544,-0.016693
4.600000,10.490630,-0.026108
4.600000,4.910664,0.049231
4.600000,7.437732,-0.089484
4.600000,6.527201,0.090253
4.600000,5.258789,-0.067444
4.600000,9.692603,0.055756
4.600000,4.603128,-0.005200
4.600000,10.127968,-0.042497
4.600000,5.075533,0.059194
4.600000,6.934236,-0.091052
4.600000,6.981792,0.091016
4.600000,5.057428,-0.058241
4.600000,10.170340,0.040941
4.600000,4.604657,0.006343
4.600000,9.640098,-0.057109
4.600000,5.281089,0.068302
4.600000,6.485196,-0.090046
4.600000,7.490399,0.089180
4.600000,4.896406,-0.048205
4.600000,10.517930,0.024411
4.600000,4.637165,0.017825
4.600000,9.078295,-0.069425
4.600000,5.531080,0.076292
4.600000,6.092410,-0.086742
4.600000,8.045000,0.084553
4.600000,4.772537,-0.037557
4.600000,10.691796,0.006831
4.600000,4.701360,0.029129
4.600000,8.489529,-0.079086
4.600000,5.829524,0.082869
4.600000,5.754343,-0.081457
4.600000,8.629090,0.077053
4.600000,4.683252,-0.026478
4.600000,10.668042,-0.011045
4.600000,4.798629,0.040121
4.600000,7.910375,-0.085906
4.600000,6.180282,0.087715
4.600000,5.467724,-0.074518
4.600000,9.215222,0.066741
4.600000,4.626652,-0.015121
4.600000,10.450017,-0.028442
4.600000,4.931030,0.050642
4.600000,7.365525,-0.089861
4.600000,6.586329,0.090503
4.600000,5.228601,-0.066238
4.600000,9.764076,0.053843
4.600000,4.601510,-0.003614
4.600000,10.067217,-0.044623
4.600000,5.101284,0.060502
4.600000,6.869227,-0.091061
4.600000,7.048578,0.090923
4.600000,5.032992,-0.056906
4.600000,10.226924,0.038758
4.600000,4.607279,0.007927
4.600000,9.566153,-0.058947
4.600000,5.312714,0.069472
4.600000,6.427905,-0.089721
4.600000,7.564142,0.088713
4.600000,4.877250,-0.046774
4.600000,10.552904,0.022041
4.600000,4.644083,0.019392
4.600000,8.998055,-0.070915
4.600000,5.569122,0.077286
4.600000,6.042781,-0.086126
4.600000,8.123995,0.083693
4.600000,4.758270,-0.036056
4.600000,10.700468,0.004375
4.600000,4.712725,0.030661
4.600000,8.408711,-0.080193
4.600000,5.874535,0.083645
4.600000,5.712000,-0.080595
4.600000,8.710261,0.075799
4.600000,4.673574,-0.024931
4.600000,10.649183,-0.013481
4.600000,4.814683,0.041598
4.600000,7.833065,-0.086618
4.600000,6.232746,0.088227
4.600000,5.432147,-0.073453
4.600000,9.293857,0.065115
4.600000,4.621353,-0.013546
4.600000,10.406266,-0.030753
4.600000,4.952110,0.052041
4.600000,7.294246,-0.090185
4.600000,6.646525,0.090707
4.600000,5.199234,-0.065012
4.600000,9.833929,0.051889
4.600000,4.600475,-0.002028
4.600000,10.004226,-0.046714
4.600000,5.127812,0.061793
4.600000,6.805264,-0.091021
4.600000,7.116380,0.090780
4.600000,5.009307,-0.055556
4.600000,10.280910,0.036544
4.600000,4.610485,0.009509
4.600000,9.490952,-0.060740
4.600000,5.345188,0.070620
4.600000,6.371679,-0.089354
4.600000,7.638734,0.088193
4.600000,4.858787,-0.045332
4.600000,10.584477,0.019654
4.600000,4.651601,0.020954
4.600000,8.917432,-0.072355
4.600000,5.608089,0.078253
4.600000,5.994179,-0.085474
4.600000,8.203507,0.082779
4.600000,4.744649,-0.034548
4.600000,10.705342,0.001916
4.600000,4.724718,0.032186
4.600000,8.328170,-0.081247
4.600000,5.920545,0.084387
4.600000,5.670619,-0.079702
4.600000,8.791400,0.074493
4.600000,4.664507,-0.023379
4.600000,10.626665,-0.015906
4.600000,4.831407,0.043066
4.600000,7.756466,-0.087276
4.600000,6.286261,0.088700
4.600000,5.397456,-0.072363
4.600000,9.371686,0.063441
4.600000,4.616644,-0.011969
4.600000,10.359488,-0.033039
4.600000,4.973912,0.053426
4.600000,7.223920,-0.090457
4.600000,6.707785,0.090866
4.600000,5.170678,-0.063767
4.600000,9.902027,0.049895
4.600000,4.600022,-0.000442
4.600000,9.939132,-0.048768
4.600000,5.155126,0.063066
4.600000,6.742354,-0.090935
4.600000,7.185183,0.090587
4.600000,4.986366,-0.054192
4.600000,10.332172,0.034300
4.600000,4.614278,0.011090
4.600000,9.414625,-0.062488
4.600000,5.378520,0.071746
4.600000,6.316516,-0.088945
4.600000,7.714141,0.087619
4.600000,4.841010,-0.043879
4.600000,10.612565,0.017250
4.600000,4.659723,0.022513
4.600000,8.836529,-0.073743
4.600000,5.647992,0.079192
4.600000,5.946598,-0.084785
4.600000,8.283473,0.081810
4.600000,4.731669,-0.033033
4.600000,10.706404,-0.000545
4.600000,4.737343,0.033705
4.600000,8.247979,-0.082246
4.600000,5.967561,0.085095
4.600000,5.630190,-0.078779
4.600000,8.872414,0.073134
4.600000,4.656049,-0.021823
4.600000,10.600551,-0.018317
4.600000,4.848805,0.044524
4.600000,7.680621,-0.087880
4.600000,6.340834,0.089131
4.600000,5.363640,-0.071250
4.600000,9.448585,0.061719
4.600000,4.612525,-0.010390
4.600000,10.309796,-0.035298
4.600000,4.996443,0.054798
4.600000,7.154566,-0.090679
4.600000,6.770106,0.090979
4.600000,5.142922,-0.062504
4.600000,9.968234,0.047862
4.600000,4.600151,0.001145
4.600000,9.872070,-0.050784
4.600000,5.183235,0.064321
4.600000,6.680502,-0.090801
4.600000,7.254970,0.090343
4.600000,4.964159,-0.052814
4.600000,10.380587,0.032029
4.600000,4.618659,0.012668
4.600000,9.337298,-0.064189
4.600000,5.412723,0.072849
4.600000,6.262412,-0.088495
4.600000,7.790325,0.086991
4.600000,4.823912,-0.042417
4.600000,10.637093,0.014832
4.600000,4.668450,0.024067
4.600000,8.755448,-0.075079
4.600000,5.688842,0.080101
4.600000,5.900029,-0.084062
4.600000,8.363828,0.080787
4.600000,4.719325,-0.031511
4.600000,10.703651,-0.003006
4.600000,4.750607,0.035218
4.600000,8.168206,-0.083191
4.600000,6.015594,0.085767
4.600000,5.590703,-0.077828
4.600000,8.953206,0.071723
4.600000,4.648195,-0.020262
4.600000,10.570909,-0.020714
4.600000,4.866885,0.045972
4.600000,7.605571,-0.088430
4.600000,6.396468,0.089522
4.600000,5.330690,-0.070114
4.600000,9.524429,0.059951
4.600000,4.608992,-0.008808
4.600000,10.257311,-0.037529
4.600000,5.019712,0.056156
4.600000,7.086205,-0.090849
4.600000,6.833484,0.091045
4.600000,5.115958,-0.061223
4.600000,10.032412,0.045792
4.600000,4.600862,0.002731
4.600000,9.803177,-0.052761
4.600000,5.212150,0.065558
4.600000,6.619714,-0.090622
4.600000,7.325722,0.090048
4.600000,4.942679,-0.051422
4.600000,10.426037,0.029732
4.600000,4.623629,0.014244
4.600000,9.259097,-0.065842
4.600000,5.447805,0.073928
4.600000,6.209364,-0.088005
4.600000,7.867245,0.086309
4.600000,4.807486,-0.040944
4.600000,10.657996,0.012403
4.600000,4.677788,0.025617
4.600000,8.674283,-0.076362
4.600000,5.730648,0.080981
4.600000,5.854463,-0.083305
4.600000,8.444501,0.079709
4.600000,4.707611,-0.029982
4.600000,10.697092,-0.005464
4.600000,4.764513,0.036722
4.600000,8.088916,-0.084081
4.600000,6.064650,0.086404
4.600000,5.552147,-0.076849
4.600000,9.033672,0.070261
4.600000,4.640943,-0.018698
4.600000,10.537818,-0.023094
4.600000,4.885655,0.047410
4.600000,7.531351,-0.088927
4.600000,6.453166,0.089870
4.600000,5.298593,-0.068956
4.600000,9.599089,0.058138
4.600000,4.606045,-0.007225
4.600000,10.202158,-0.039730
4.600000,5.043729,0.057500
4.600000,7.018851,-0.090970
4.600000,6.897911,0.091063
4.600000,5.089776,-0.059925
4.600000,10.094427,0.043685
4.600000,4.602155,0.004317
4.600000,9.732590,-0.054696
4.600000,5.241879,0.066775
4.600000,6.559991,-0.090397
4.600000,7.397415,0.089700
4.600000,4.921916,-0.050018
4.600000,10.468411,0.027410
4.600000,4.629190,0.015818
4.600000,9.180142,-0.067446
4.600000,5.483778,0.074982
4.600000,6.157365,-0.087475
4.600000,7.944855,0.085573
4.600000,4.791725,-0.039463
4.600000,10.675217,0.009962
4.600000,4.687739,0.027162
4.600000,8.593128,-0.077591
4.600000,5.773420,0.081830
4.600000,5.809891,-0.082515
4.600000,8.525418,0.078578
4.600000,4.696523,-0.028448
4.600000,10.686743,-0.007918
4.600000,4.779068,0.038219
4.600000,8.010168,-0.084917
4.600000,6.114737,0.087003
4.600000,5.514512,-0.075842
4.600000,9.113708,0.068748
4.600000,4.634290,-0.017130
4.600000,10.501365,-0.025454
4.600000,4.905120,0.048836
4.600000,7.457996,-0.089370
4.600000,6.510930,0.090176
4.600000,5.267341,-0.067776
4.600000,9.672436,0.056281
4.600000,4.603682,-0.005641
4.600000,10.144464,-0.041899
4.600000,5.068501,0.058828
4.600000,6.952519,-0.091041
4.600000,6.963381,0.091033
4.600000,5.064366,-0.058610
4.600000,10.154142,0.041543
4.600000,4.604031,0.005902
4.600000,9.660443,-0.056590
4.600000,5.272434,0.067972
4.600000,6.501336,-0.090129
4.600000,7.470025,0.089301
4.600000,4.901863,-0.048602
4.600000,10.507600,0.025067
4.600000,4.635345,0.017389
4.600000,9.100551,-0.069001
4.600000,5.520652,0.076010
4.600000,6.106411,-0.086907
4.600000,8.023108,0.084783
4.600000,4.776624,-0.037973
4.600000,10.688708,0.007514
4.600000,4.698308,0.028701
4.600000,8.512067,-0.078768
4.600000,5.817169,0.082647
4.600000,5.766303,-0.081692
4.600000,8.606499,0.077392
4.600000,4.686056,-0.026908
4.600000,10.672634,-0.010365
4.600000,4.794277,0.039708
4.600000,7.932018,-0.085698
4.600000,6.165863,0.087565
4.600000,5.477787,-0.074810
4.600000,9.193203,0.067185
4.600000,4.628233,-0.015559
4.600000,10.461643,-0.027795
4.600000,4.925289,0.050250
4.600000,7.385535,-0.089761
4.600000,6.569761,0.090438
4.600000,5.236923,-0.066576
4.600000,9.744335,0.054380
4.600000,4.601902,-0.004056
4.600000,10.084360,-0.044034
4.600000,5.094038,0.060140
4.600000,6.887221,-0.091063
4.600000,7.029882,0.090954
4.600000,5.039719,-0.057279
4.600000,10.211427,0.039369
4.600000,4.606490,0.007486
4.600000,9.586870,-0.058440
4.600000,5.303825,0.069148
4.600000,6.443747,-0.089816
4.600000,7.543526,0.088848
4.600000,4.882513,-0.047174
4.600000,10.543506,0.022703
4.600000,4.642097,0.018956
4.600000,9.020437,-0.070505
4.600000,5.558439,0.077012
4.600000,6.056494,-0.086302
4.600000,8.101949,0.083938
4.600000,4.762176,-0.036475
4.600000,10.698434,0.005059
4.600000,4.709499,0.030235
4.600000,8.431185,-0.079890
4.600000,5.861904,0.083432
4.600000,5.723691,-0.080838
4.600000,8.687663,0.076154
4.600000,4.676206,-0.025362
4.600000,10.654803,-0.012804
4.600000,4.810147,0.041188
4.600000,7.854518,-0.086425
4.600000,6.218035,0.088088
4.600000,5.441962,-0.073752
4.600000,9.272042,0.065572
4.600000,4.622769,-0.013985
4.600000,10.418755,-0.030112
