E0.950000, L_z3.000000, r3.000000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.435999
E0.950000, L_z3.000000, r2.950000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.445001
E0.950000, L_z3.000000, r2.900000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.432001
E0.950000, L_z3.000000, r2.850000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.418000
E0.950000, L_z3.000000, r2.800000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.386999
E0.950000, L_z3.000000, r2.750000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.371999
E0.950000, L_z3.000000, r2.700000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.333999
E0.950000, L_z3.000000, r2.650000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.002000
E0.950000, L_z3.000000, r2.600000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.000998
E0.950000, L_z3.000000, r2.550000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.000000
E0.950000, L_z3.000000, r2.500000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.000000
