t,sum_log_stretch
227.551050,19.250797
228.127796,19.322616
228.704956,19.395627
229.282538,19.469850
229.860550,19.545309
230.439001,19.622022
231.017900,19.700010
231.597257,19.779290
232.177081,19.859879
232.757380,19.941793
233.338166,20.025044
233.919447,20.109645
234.501235,20.195605
235.083539,20.282932
235.666369,20.371632
236.249737,20.461707
236.833654,20.553158
237.418131,20.645984
238.003180,20.740181
238.588811,20.835741
239.175038,20.932657
239.761872,21.030916
240.349326,21.130503
240.937412,21.231401
241.526145,21.333592
242.115537,21.437052
242.705602,21.541758
243.296354,21.647680
243.887808,21.754791
244.479978,21.863056
245.072880,21.972442
245.666528,22.082911
246.260938,22.194422
246.856128,22.306933
247.452112,22.420399
248.048909,22.534773
248.646536,22.650003
249.245010,22.766039
249.844350,22.882823
250.444575,23.000298
251.045703,23.118403
251.647755,23.237075
252.250751,23.356246
252.854711,23.475847
253.459657,23.595806
254.065610,23.716047
254.672593,23.836490
255.280629,23.957052
255.889742,24.077649
256.499955,24.198189
257.111293,24.318580
257.723783,24.438724
258.337449,24.558519
258.952320,24.677860
259.568422,24.796637
260.185783,24.914736
260.804434,25.032039
261.424403,25.148422
262.045721,25.263760
262.668421,25.377922
263.292533,25.490772
263.918091,25.602173
264.545130,25.711983
265.173684,25.820060
265.803789,25.926258
266.435482,26.030431
267.068801,26.132436
267.703784,26.232130
268.340472,26.329377
268.978905,26.424048
269.619125,26.516023
270.261175,26.605198
270.905099,26.691486
271.550943,26.774823
272.198752,26.855174
272.848575,26.932534
273.500459,27.006935
274.154455,27.078447
274.810613,27.147178
275.468986,27.213262
276.129626,27.276856
276.792588,27.338109
277.457928,27.397144
278.125701,27.454020
278.795967,27.508703
279.468783,27.561036
280.144210,27.610720
280.822308,27.657313
281.503139,27.700228
282.186766,27.738752
282.873253,27.772056
283.562664,27.799208
284.255063,27.819170
284.950517,27.830800
285.649092,27.832843
286.350854,27.823956
287.055869,27.802842
287.764205,27.768771
288.475929,27.723230
289.191105,27.674388
289.909802,27.644279
290.632084,27.662310
291.358015,27.729938
292.087659,27.818460
292.821079,27.904787
293.558334,27.980021
294.299483,28.042391
295.044584,28.092510
295.793691,28.131588
296.546855,28.160865
297.304125,28.181467
298.065546,28.194403
298.831161,28.200624
299.601008,28.201151
300.375121,28.197300
301.153530,28.191090
301.936261,28.185870
302.723334,28.187006
303.514766,28.201808
304.310566,28.237271
305.110740,28.295941
305.915289,28.374064
306.724207,28.464430
307.537482,28.560253
308.355098,28.656746
309.177034,28.750879
310.003260,28.840708
310.833746,28.924887
311.668450,29.002454
312.507330,29.072825
313.350336,29.135901
314.197414,29.192121
315.048504,29.242209
315.903541,29.286310
316.762456,29.322549
317.625175,29.345375
318.491620,29.342946
319.361710,29.286065
320.235359,28.997520
321.112477,29.288931
321.992973,29.513012
322.876753,29.640637
323.763721,29.727771
324.653777,29.790848
325.546822,29.837966
326.442756,29.874037
327.341477,29.902206
328.242881,29.924548
329.146868,29.942566
330.053333,29.957478
330.962176,29.970319
331.873295,29.981930
332.786591,29.992907
333.701965,30.003572
334.619322,30.014001
335.538566,30.024108
336.459607,30.033759
337.382356,30.042856
338.306726,30.051370
339.232633,30.059314
340.159997,30.066707
341.088738,30.073514
342.018780,30.079596
342.950049,30.084666
343.882474,30.088277
344.815986,30.089913
345.750519,30.089139
346.686010,30.085701
347.622400,30.079428
348.559631,30.070052
349.497651,30.057191
350.436406,30.040560
351.375849,30.020095
352.315931,29.995873
353.256605,29.968134
354.197824,29.937752
355.139544,29.906926
356.081717,29.879304
357.024296,29.858919
357.967234,29.848426
358.910483,29.848101
359.853994,29.856352
360.797720,29.870885
361.741613,29.889474
362.685623,29.910233
363.629705,29.931647
364.573809,29.952538
365.517889,29.972005
366.461898,29.989350
367.405786,30.003997
368.349508,30.015404
369.293013,30.022967
370.236255,30.025882
371.179186,30.022994
372.121758,30.012637
373.063924,29.992488
374.005638,29.959221
374.946854,29.907312
375.887525,29.825027
376.827607,29.676316
377.767053,28.889046
378.705814,29.641694
379.643842,29.775446
380.581085,29.841461
381.517489,29.880824
382.452996,29.907362
383.387546,29.927253
384.321077,29.943471
385.253523,29.957473
386.184814,29.969807
387.114879,29.980285
388.043644,29.988121
388.971032,29.992133
389.896964,29.990866
390.821360,29.982508
391.744134,29.964492
392.665201,29.932518
393.584472,29.877950
394.501854,29.777878
395.417253,29.508906
396.330574,29.638044
397.241717,29.853046
398.150584,29.962244
399.057072,30.034354
399.961081,30.086516
400.862508,30.125973
401.761250,30.156714
402.657206,30.181450
403.550275,30.202419
404.440354,30.221646
405.327346,30.240804
406.211151,30.260864
407.091674,30.281936
407.968820,30.303458
408.842498,30.324566
409.712619,30.344388
410.579097,30.362232
411.441851,30.377686
412.300802,30.390632
413.155878,30.401184
414.007008,30.409581
414.854128,30.416086
415.697179,30.420921
416.536105,30.424245
417.370857,30.426147
418.201392,30.426644
419.027670,30.425675
419.849657,30.423078
420.667327,30.418553
421.480656,30.411599
422.289628,30.401403
423.094231,30.386621
423.894460,30.364934
424.690315,30.331973
425.481801,30.278159
426.268928,30.175351
427.051713,29.809860
427.830175,30.155327
428.604340,30.364915
429.374238,30.496800
430.139904,30.600573
430.901374,30.689845
431.658693,30.770130
432.411904,30.844027
433.161057,30.912821
433.906203,30.977128
434.647397,31.037211
435.384696,31.093151
436.118157,31.144947
436.847843,31.192580
437.573814,31.236041
438.296135,31.275363
439.014870,31.310629
439.730085,31.341984
440.441845,31.369633
441.150216,31.393837
441.855267,31.414898
442.557062,31.433146
443.255670,31.448926
443.951157,31.462581
444.643588,31.474444
445.333030,31.484830
446.019547,31.494038
446.703204,31.502345
447.384064,31.510014
448.062190,31.517303
448.737644,31.524476
449.410488,31.531828
450.080780,31.539712
450.748579,31.548581
451.413944,31.559025
452.076931,31.571824
452.737595,31.587969
453.395991,31.608657
454.052172,31.635213
454.706191,31.668922
455.358097,31.710796
456.007942,31.761355
456.655772,31.820516
457.301637,31.887656
457.945581,31.961809
458.587651,32.041902
459.227891,32.126935
459.866342,32.216079
460.503049,32.308703
461.138050,32.404346
461.771387,32.502686
462.403097,32.603495
463.033219,32.706605
463.661789,32.811887
464.288844,32.919225
464.914419,33.028513
465.538547,33.139643
466.161261,33.252504
466.782594,33.366980
467.402578,33.482953
468.021243,33.600301
468.638618,33.718901
469.254734,33.838629
469.869618,33.959363
470.483297,34.080983
471.095799,34.203371
471.707150,34.326412
472.317376,34.449997
472.926500,34.574017
473.534548,34.698372
474.141543,34.822962
474.747507,34.947695
475.352464,35.072481
475.956435,35.197235
476.559441,35.321877
477.161503,35.446330
477.762642,35.570521
478.362876,35.694382
478.962226,35.817848
479.560709,35.940857
480.158345,36.063352
480.755151,36.185278
481.351145,36.306583
481.946343,36.427219
482.540762,36.547140
483.134418,36.666304
483.727328,36.784671
484.319506,36.902203
484.910967,37.018865
485.501727,37.134625
486.091800,37.249452
486.681199,37.363319
487.269939,37.476198
487.858033,37.588067
488.445494,37.698903
489.032335,37.808686
489.618568,37.917399
490.204206,38.025024
490.789261,38.131546
491.373744,38.236954
491.957667,38.341236
492.541041,38.444381
493.123878,38.546382
493.706187,38.647232
494.287980,38.746926
494.869267,38.845459
495.450058,38.942829
496.030363,39.039035
496.610192,39.134076
497.189554,39.227955
497.768458,39.320672
498.346914,39.412231
498.924931,39.502637
499.502517,39.591895
500.079682,39.680011
500.656433,39.766993
501.232779,39.852849
501.808728,39.937586
502.384289,40.021216
502.959468,40.103748
503.534275,40.185193
504.108715,40.265563
504.682798,40.344869
505.256530,40.423125
505.829918,40.500343
506.402969,40.576537
506.975692,40.651720
507.548091,40.725907
508.120175,40.799112
508.691949,40.871349
509.263420,40.942635
509.834595,41.012983
510.405480,41.082409
510.976082,41.150929
511.546405,41.218557
512.116458,41.285310
512.686244,41.351203
513.255771,41.416252
513.825044,41.480472
514.394068,41.543879
514.962850,41.606488
515.531394,41.668316
516.099707,41.729376
516.667794,41.789686
517.235660,41.849260
517.803310,41.908113
518.370750,41.966260
518.937985,42.023716
519.505019,42.080496
520.071858,42.136615
520.638507,42.192086
521.204970,42.246924
521.771253,42.301143
522.337360,42.354757
522.903296,42.407779
523.469065,42.460223
524.034673,42.512102
524.600124,42.563429
525.165422,42.614217
525.730571,42.664478
526.295578,42.714225
526.860445,42.763471
527.425177,42.812226
527.989778,42.860503
528.554253,42.908313
529.118607,42.955668
529.682842,43.002579
530.246964,43.049057
530.810976,43.095113
531.374884,43.140757
531.938689,43.186000
532.502398,43.230852
533.066014,43.275324
533.629541,43.319426
534.192983,43.363167
534.756343,43.406558
535.319627,43.449608
535.882837,43.492327
536.445979,43.534725
537.009054,43.576812
537.572069,43.618596
538.135025,43.660089
538.697928,43.701298
539.260781,43.742234
539.823588,43.782907
540.386352,43.823326
540.949078,43.863500
541.511769,43.903440
542.074429,43.943155
542.637062,43.982655
543.199671,44.021950
543.762260,44.061050
544.324834,44.099965
544.887395,44.138705
545.449948,44.177281
546.012496,44.215703
546.575043,44.253982
547.137593,44.292129
547.700149,44.330154
548.262716,44.368068
548.825296,44.405882
549.387894,44.443609
549.950514,44.481258
550.513158,44.518843
551.075832,44.556374
551.638538,44.593863
552.201280,44.631323
552.764063,44.668766
553.326890,44.706204
553.889765,44.743649
554.452691,44.781115
555.015673,44.818613
555.578715,44.856157
556.141819,44.893760
556.704991,44.931435
557.268233,44.969196
557.831551,45.007055
558.394948,45.045027
558.958427,45.083124
559.521993,45.121361
560.085650,45.159752
560.649402,45.198311
561.213253,45.237052
561.777207,45.275988
562.341268,45.315135
562.905440,45.354506
563.469728,45.394117
564.034135,45.433981
564.598666,45.474114
565.163326,45.514531
565.728118,45.555245
566.293046,45.596273
566.858116,45.637628
567.423332,45.679328
567.988698,45.721385
568.554218,45.763817
569.119898,45.806638
569.685741,45.849864
570.251753,45.893511
570.817939,45.937594
571.384302,45.982130
571.950847,46.027134
572.517581,46.072622
573.084507,46.118611
573.651630,46.165118
574.218956,46.212158
574.786489,46.259748
575.354235,46.307907
575.922200,46.356650
576.490387,46.405995
577.058803,46.455959
577.627453,46.506561
578.196343,46.557819
578.765478,46.609751
579.334864,46.662375
579.904506,46.715710
580.474411,46.769777
581.044584,46.824593
581.615031,46.880180
582.185759,46.936557
582.756773,46.993745
583.328080,47.051766
583.899687,47.110640
584.471599,47.170389
585.043823,47.231035
585.616366,47.292601
586.189235,47.355108
586.762436,47.418581
587.335978,47.483042
587.909865,47.548514
588.484108,47.615020
589.058711,47.682585
589.633684,47.751230
590.209033,47.820980
590.784766,47.891857
591.360892,47.963883
591.937419,48.037081
592.514354,48.111472
593.091707,48.187076
593.669485,48.263914
594.247697,48.342003
594.826353,48.421361
595.405461,48.502005
595.985031,48.583949
596.565072,48.667206
597.145593,48.751788
597.726605,48.837704
598.308117,48.924962
598.890140,49.013566
599.472685,49.103522
600.055761,49.194828
600.639379,49.287485
601.223552,49.381489
601.808290,49.476834
602.393604,49.573510
602.979507,49.671508
603.566011,49.770814
604.153128,49.871412
604.740871,49.973284
605.329252,50.076408
605.918286,50.180762
606.507985,50.286319
607.098364,50.393051
607.689436,50.500928
608.281217,50.609916
608.873721,50.719980
609.466963,50.831082
610.060959,50.943182
610.655725,51.056237
611.251277,51.170202
611.847633,51.285028
612.444808,51.400667
613.042822,51.517065
613.641691,51.634167
614.241435,51.751916
614.842072,51.870251
615.443622,51.989108
616.046104,52.108422
616.649540,52.228124
617.253950,52.348142
617.859356,52.468401
618.465779,52.588822
619.073242,52.709324
619.681770,52.829822
620.291384,52.950226
620.902111,53.070446
621.513975,53.190384
622.127001,53.309941
622.741217,53.429012
623.356650,53.547490
623.973326,53.665262
624.591276,53.782212
625.210528,53.898219
625.831113,54.013160
626.453062,54.126904
627.076406,54.239322
627.701178,54.350277
628.327412,54.459631
628.955142,54.567245
629.584404,54.672976
630.215233,54.776685
630.847668,54.878229
631.481746,54.977471
632.117507,55.074280
632.754991,55.168531
633.394240,55.260108
634.035295,55.348911
634.678201,55.434859
635.323001,55.517891
635.969742,55.597976
636.618470,55.675110
637.269234,55.749329
637.922082,55.820702
638.577064,55.889336
639.234233,55.955363
639.893641,56.018935
640.555341,56.080200
641.219388,56.139275
641.885839,56.196221
642.554751,56.251003
643.226181,56.303473
643.900189,56.353343
644.576835,56.400186
645.256181,56.443440
645.938289,56.482415
646.623223,56.516313
647.311045,56.544237
648.001821,56.565194
648.695616,56.578095
649.392495,56.581758
650.092526,56.574932
650.795774,56.556435
651.502307,56.525621
652.212191,56.483820
652.925493,56.438088
653.642278,56.407383
654.362613,56.418896
655.086563,56.478687
655.814192,56.562796
656.545562,56.647840
657.280735,56.723431
658.019772,56.786885
658.762728,56.838388
659.509661,56.878953
660.260624,56.909729
661.015666,56.931793
661.774836,56.946119
662.538176,56.953615
663.305728,56.955236
664.077528,56.952176
664.853608,56.946230
665.633997,56.940381
666.418717,56.939526
667.207787,56.950707
668.001221,56.981407
668.799027,57.035521
669.601208,57.110534
670.407762,57.199534
671.218680,57.295359
672.033950,57.392752
672.853551,57.488367
673.677460,57.580086
674.505647,57.666466
675.338075,57.746460
676.174705,57.819370
677.015488,57.884934
677.860374,57.943432
678.709305,57.995565
679.562220,58.041809
680.419052,58.081142
681.279730,58.109432
682.144177,58.117434
683.012314,58.084549
683.884057,57.932917
684.759318,57.914411
685.638008,58.224345
686.520033,58.373411
687.405298,58.471515
688.293705,58.541499
689.185156,58.593288
690.079550,58.632639
690.976784,58.663209
691.876759,58.687374
692.779369,58.706782
693.684514,58.722719
694.592091,58.736260
695.501998,58.748301
696.414134,58.759514
697.328401,58.770310
698.244701,58.780840
699.162940,58.791060
700.083025,58.800844
701.004864,58.810076
701.928372,58.818705
702.853462,58.826735
703.780052,58.834193
704.708063,58.841073
705.637415,58.847284
706.568036,58.852592
707.499851,58.856596
708.432790,58.858773
709.366788,58.858620
710.301778,58.855791
711.237700,58.850082
712.174497,58.841243
713.112112,58.828878
714.050493,58.812591
714.989589,58.792175
715.929353,58.767587
716.869736,58.738851
717.810692,58.706369
718.752175,58.671683
719.694137,58.638090
720.636533,58.610211
721.579315,58.592264
722.522435,58.586154
723.465844,58.591057
724.409495,58.604525
725.353339,58.623754
726.297328,58.646246
727.241415,58.669998
728.185551,58.693488
729.129691,58.715598
730.073785,58.735504
731.017787,58.752562
731.961650,58.766205
732.905324,58.775833
733.848764,58.780669
734.791920,58.779596
735.734745,58.770955
736.677194,58.752323
737.619219,58.720083
738.560775,58.668081
739.501816,58.582764
740.442298,58.418256
741.382175,58.009914
742.321399,58.462358
743.259923,58.583030
744.197697,58.645793
745.134667,58.683652
746.070779,58.709044
747.005975,58.727974
747.940192,58.743441
748.873366,58.756927
749.805430,58.769051
750.736315,58.779774
751.665947,58.788499
752.594251,58.794246
753.521151,58.795805
754.446565,58.791768
755.370413,58.780339
756.292608,58.758867
757.213063,58.722801
758.131688,58.662839
759.048389,58.553527
759.963073,58.237738
760.875642,58.448519
761.785996,58.643476
762.694036,58.745106
763.599661,58.812110
764.502768,58.860238
765.403256,58.896377
766.301022,58.924488
767.195965,58.947443
768.087984,58.967708
768.976979,58.987386
769.862850,59.007886
770.745500,59.029643
771.624835,59.052220
772.500761,59.074708
773.373187,59.096113
774.242026,59.115601
775.107193,59.132632
775.968609,59.146996
776.826197,59.158761
777.679885,59.168164
778.529606,59.175492
779.375295,59.181010
780.216897,59.184917
781.054357,59.187342
781.887628,59.188343
782.716667,59.187902
783.541438,59.185913
784.361909,59.182151
785.178053,59.176223
785.989851,59.167487
786.797287,59.154900
787.600352,59.136715
788.399042,59.109809
789.193359,59.067925
789.983309,58.995696
790.768906,58.833624
791.550166,58.675168
792.327112,59.029591
793.099770,59.188322
793.868173,59.302656
794.632355,59.397073
795.392357,59.480095
796.148221,59.555499
796.899995,59.625126
797.647728,59.689879
798.391472,59.750179
799.131284,59.806194
799.867221,59.857973
800.599341,59.905515
801.327707,59.948826
802.052381,59.987941
802.773427,60.022944
803.490909,60.053982
804.204894,60.081263
804.915448,60.105056
805.622638,60.125673
806.326529,60.143460
807.027189,60.158772
807.724685,60.171969
808.419083,60.183397
809.110449,60.193385
809.798848,60.202240
810.484346,60.210246
811.167006,60.217673
811.846891,60.224777
812.524065,60.231819
813.198588,60.239088
813.870522,60.246925
814.539925,60.255763
815.206856,60.266174
815.871373,60.278911
816.533532,60.294941
817.193388,60.315442
817.850994,60.341729
818.506404,60.375103
819.159670,60.416616
819.810841,60.466850
820.459967,60.525787
821.107097,60.592856
821.752277,60.667122
822.395554,60.747514
823.036971,60.833023
823.676573,60.922798
824.314403,61.016183
824.950502,61.112696
825.584910,61.211993
826.217667,61.313826
826.848811,61.418012
827.478380,61.524403
828.106411,61.632871
828.732938,61.743296
829.357997,61.855558
829.981621,61.969534
830.603844,62.085101
831.224696,62.202130
831.844210,62.320494
832.462416,62.440062
833.079343,62.560706
833.695019,62.682300
834.309474,62.804718
834.922735,62.927841
835.534827,63.051551
836.145777,63.175736
836.755610,63.300288
837.364351,63.425104
837.972024,63.550084
838.578652,63.675135
839.184258,63.800166
839.788864,63.925094
840.392491,64.049838
840.995161,64.174321
841.596894,64.298471
842.197711,64.422220
842.797631,64.545505
843.396672,64.668263
843.994854,64.790439
844.592194,64.911979
845.188711,65.032832
845.784422,65.152951
846.379342,65.272291
846.973490,65.390811
847.566881,65.508474
848.159530,65.625241
848.751453,65.741080
849.342665,65.855960
849.933180,65.969852
850.523013,66.082729
851.112178,66.194568
851.700688,66.305345
852.288556,66.415041
852.875796,66.523638
853.462421,66.631118
854.048442,66.737468
854.633873,66.842676
855.218724,66.946728
855.803008,67.049618
856.386735,67.151336
856.969918,67.251877
857.552567,67.351236
858.134693,67.449410
858.716306,67.546396
859.297416,67.642195
859.878034,67.736807
860.458169,67.830234
861.037832,67.922479
861.617031,68.013547
862.195776,68.103443
862.774075,68.192173
863.351939,68.279744
863.929375,68.366166
864.506393,68.451447
865.083000,68.535596
865.659204,68.618625
866.235015,68.700544
866.810440,68.781367
867.385487,68.861104
867.960163,68.939769
868.534476,69.017377
869.108433,69.093940
869.682043,69.169473
870.255311,69.243990
870.828245,69.317508
871.400853,69.390040
871.973139,69.461603
872.545113,69.532212
873.116779,69.601884
873.688145,69.670633
874.259217,69.738476
874.830001,69.805430
875.400503,69.871510
875.970730,69.936732
876.540687,70.001114
877.110381,70.064670
877.679817,70.127417
878.249002,70.189372
878.817940,70.250550
879.386637,70.310966
879.955099,70.370638
880.523331,70.429579
881.091339,70.487807
881.659128,70.545336
882.226703,70.602181
882.794070,70.658357
883.361233,70.713880
883.928197,70.768764
884.494968,70.823022
885.061551,70.876671
885.627950,70.929722
886.194170,70.982191
886.760215,71.034091
887.326092,71.085436
887.891804,71.136238
888.457355,71.186510
889.022751,71.236266
889.587996,71.285517
890.153095,71.334276
890.718051,71.382556
891.282870,71.430368
891.847555,71.477724
892.412111,71.524635
892.976543,71.571113
893.540854,71.617168
894.105048,71.662813
894.669131,71.708058
895.233105,71.752913
895.796976,71.797389
896.360747,71.841497
896.924423,71.885246
897.488006,71.928648
898.051503,71.971713
898.614915,72.014449
899.178248,72.056869
899.741505,72.098980
900.304690,72.140795
900.867808,72.182321
901.430861,72.223570
901.993854,72.264552
902.556792,72.305275
903.119676,72.345751
903.682512,72.385989
904.245303,72.425999
904.808053,72.465792
905.370766,72.505377
905.933446,72.544765
906.496096,72.583966
907.058720,72.622991
907.621321,72.661850
908.183905,72.700554
908.746473,72.739113
909.309031,72.777539
909.871582,72.815842
910.434129,72.854034
910.996677,72.892126
911.559228,72.930128
912.121787,72.968053
912.684358,73.005913
913.246944,73.043718
913.809549,73.081482
914.372177,73.119215
914.934831,73.156930
915.497515,73.194640
916.060234,73.232356
916.622990,73.270092
917.185788,73.307859
917.748631,73.345671
918.311523,73.383541
918.874469,73.421481
919.437471,73.459505
920.000534,73.497626
920.563662,73.535857
921.126858,73.574211
921.690127,73.612702
922.253472,73.651345
922.816897,73.690151
923.380406,73.729136
923.944004,73.768312
924.507694,73.807695
925.071480,73.847297
925.635367,73.887134
926.199358,73.927218
926.763458,73.967565
927.327670,74.008189
927.891999,74.049105
928.456450,74.090326
929.021026,74.131867
929.585731,74.173743
930.150571,74.215969
930.715549,74.258559
931.280670,74.301529
931.845938,74.344893
932.411358,74.388667
932.976934,74.432865
933.542671,74.477503
934.108573,74.522596
934.674645,74.568160
935.240893,74.614210
935.807320,74.660763
936.373931,74.707833
936.940732,74.755437
937.507727,74.803591
938.074921,74.852312
938.642319,74.901615
939.209927,74.951518
939.777750,75.002037
940.345792,75.053190
940.914059,75.104993
941.482558,75.157465
942.051292,75.210622
942.620267,75.264484
943.189490,75.319068
943.758966,75.374393
944.328700,75.430478
944.898699,75.487342
945.468968,75.545006
946.039513,75.603487
946.610341,75.662808
947.181458,75.722988
947.752870,75.784049
948.324584,75.846010
