init_r,r,ur
2.668100, 2.939234, 0.031142
2.668100, 11.265816, 0.042459
2.668100, 3.140460, -0.048823
2.668100, 2.675474, -0.000598
2.668100, 2.977268, 0.034669
2.668100, 11.604466, 0.023032
2.668100, 3.083752, -0.044099
2.668100, 2.678331, 0.000155
2.668100, 3.126096, 0.047630
2.668100, 11.364720, -0.037818
2.668100, 2.948219, -0.031957
2.668100, 2.673500, 0.000578
2.668100, 3.105526, 0.045968
2.668100, 11.490510, -0.030956
2.668100, 2.961189, -0.033230
2.668100, 2.667403, -0.000246
2.668100, 2.894835, 0.026817
2.668100, 10.558179, 0.066882
2.668100, 3.230315, -0.055818
2.668100, 2.677204, -0.001045
2.668100, 2.944735, 0.031597
2.668100, 11.325088, 0.039736
2.668100, 3.132138, -0.048105
2.668100, 2.680774, 0.000090
2.668100, 3.156988, 0.050110
2.668100, 11.147455, -0.047414
2.668100, 2.930371, -0.030224
2.668100, 2.676621, 0.001082
2.668100, 3.225884, 0.055489
2.668100, 10.594757, -0.065843
2.668100, 2.896636, -0.027005
2.668100, 2.666210, 0.000090
2.668100, 2.920778, 0.029376
2.668100, 11.015329, 0.052415
2.668100, 3.174006, -0.051501
2.668100, 2.675486, -0.000841
2.668100, 2.944698, 0.031607
2.668100, 11.325514, 0.039718
2.668100, 3.132027, -0.048104
2.668100, 2.679713, -0.000034
2.668100, 3.122613, 0.047334
2.668100, 11.387814, -0.036650
2.668100, 2.950544, -0.032160
2.668100, 2.675808, 0.000836
2.668100, 3.178566, 0.051857
2.668100, 10.979662, -0.053684
2.668100, 2.918485, -0.029150
2.668100, 2.666589, -0.000027
2.668100, 2.911158, 0.028434
2.668100, 10.860114, 0.057735
2.668100, 3.193551, -0.053022
2.668100, 2.676173, -0.000901
2.668100, 2.947574, 0.031875
2.668100, 11.356620, 0.038216
2.668100, 3.127401, -0.047724
2.668100, 2.680046, 0.000039
2.668100, 3.138065, 0.048593
2.668100, 11.284091, -0.041634
2.668100, 2.941102, -0.031261
2.668100, 2.675844, 0.000910
2.668100, 3.189373, 0.052700
2.668100, 10.893639, -0.056628
2.668100, 2.913135, -0.028631
2.668100, 2.666118, -0.000044
2.668100, 2.901280, 0.027465
2.668100, 10.683927, 0.063236
2.668100, 3.215108, -0.054674
2.668100, 2.676391, -0.001031
2.668100, 2.933530, 0.030530
2.668100, 11.189750, 0.045702
2.668100, 3.151266, -0.049654
2.668100, 2.680573, -0.000073
2.668100, 3.131330, 0.048041
2.668100, 11.330496, -0.039480
2.668100, 2.945207, -0.031644
2.668100, 2.676901, 0.001005
2.668100, 3.219865, 0.055032
2.668100, 10.644801, -0.064392
2.668100, 2.899254, -0.027258
2.668100, 2.667069, 0.000173
2.668100, 2.945945, 0.031791
2.668100, 11.343305, 0.038875
2.668100, 3.129145, -0.047911
2.668100, 2.674405, -0.000643
2.668100, 2.954021, 0.032500
2.668100, 11.422911, 0.034806
2.668100, 3.117032, -0.046882
2.668100, 2.678662, -0.000049
2.668100, 3.103511, 0.045760
2.668100, 11.503262, -0.030163
2.668100, 2.963061, -0.033347
2.668100, 2.674998, 0.000647
2.668100, 3.139333, 0.048735
2.668100, 11.273591, -0.042114
2.668100, 2.939851, -0.031207
2.668100, 2.667371, -0.000092
2.668100, 2.915075, 0.028811
2.668100, 10.924694, 0.055582
2.668100, 3.185521, -0.052396
2.668100, 2.676377, -0.000819
2.668100, 2.961996, 0.033237
2.668100, 11.493907, 0.030737
2.668100, 3.105203, -0.045893
2.668100, 2.679665, 0.000156
2.668100, 3.147940, 0.049394
2.668100, 11.213704, -0.044705
2.668100, 2.935321, -0.030714
2.668100, 2.674902, 0.000841
2.668100, 3.164447, 0.050750
2.668100, 11.088977, -0.049694
2.668100, 2.925729, -0.029861
2.668100, 2.665659, -0.000192
2.668100, 2.873924, 0.024735
2.668100, 10.103217, 0.078640
2.668100, 3.285037, -0.059835
2.668100, 2.677159, -0.001444
2.668100, 2.890188, 0.026279
2.668100, 10.455368, 0.069715
2.668100, 3.242874, -0.056723
2.668100, 2.681391, -0.000640
2.668100, 3.066973, 0.042641
2.668100, 11.672701, -0.016578
2.668100, 2.990711, -0.035874
2.668100, 2.680048, 0.001042
2.668100, 3.276672, 0.059210
2.668100, 10.173594, -0.076941
2.668100, 2.877246, -0.025008
2.668100, 2.673700, 0.001129
2.668100, 3.184485, 0.052336
2.668100, 10.931909, -0.055340
2.668100, 2.915301, -0.028874
2.668100, 2.662104, -0.000542
2.668100, 2.769920, 0.013781
2.668100, 6.861694, 0.126987
2.668100, 3.853982, -0.092185
2.668100, 2.685177, -0.004484
2.668100, 2.612381, -0.004934
2.668100, 1.325172, -0.019422
