init_r,r,ur
2.687400,3.252321,0.057375
2.687400,10.379242,-0.071734
2.687400,2.887193,-0.025864
2.687400,2.692195,0.003242
2.687400,3.792481,0.089335
2.687400,7.089527,-0.125353
2.687400,2.778799,-0.014198
2.687400,2.735272,0.009023
2.687400,5.445857,0.127600
2.687400,4.459660,-0.112665
2.687400,2.708778,-0.005785
2.687400,2.805681,0.017307
2.687400,8.063024,0.115161
2.687400,3.580498,-0.078525
2.687400,2.687450,-0.002327
2.687400,2.935229,0.030608
2.687400,11.205669,0.045031
2.687400,3.149385,-0.049453
2.687400,2.686924,0.000690
2.687400,3.340577,0.063652
2.687400,9.659811,-0.088478
2.687400,2.857509,-0.022831
2.687400,2.695934,0.003901
2.687400,3.952959,0.096294
2.687400,6.544404,-0.128626
2.687400,2.764321,-0.012484
2.687400,2.751270,0.010933
2.687400,6.049973,0.129643
2.687400,4.140964,-0.103278
2.687400,2.700493,-0.004637
2.687400,2.830305,0.019977
2.687400,8.870713,0.103196
2.687400,3.448164,-0.070699
2.687400,2.686544,-0.001501
2.687400,3.032545,0.039595
2.687400,11.744653,-0.002339
2.687400,3.021842,-0.038642
2.687400,2.686511,0.001576
2.687400,3.458179,0.071323
2.687400,8.803313,-0.104310
2.687400,2.828141,-0.019748
2.687400,2.700792,0.004689
2.687400,4.153811,0.103714
2.687400,6.020635,-0.129635
2.687400,2.750485,-0.010842
2.687400,2.764729,0.012535
2.687400,6.560294,0.128560
2.687400,3.947679,-0.096080
2.687400,2.695779,-0.003884
2.687400,2.857444,0.022826
2.687400,9.658222,0.088511
2.687400,3.340776,-0.063666
2.687400,2.686872,-0.000698
2.687400,3.147527,0.049304
2.687400,11.219129,-0.044464
2.687400,2.936279,-0.030710
2.687400,2.687326,0.002304
2.687400,3.575231,0.078231
2.687400,8.091868,-0.114786
2.687400,2.806509,-0.017401
2.687400,2.708040,0.005693
2.687400,4.432622,0.111976
2.687400,5.488627,-0.127887
2.687400,2.736398,-0.009160
2.687400,2.777469,0.014044
2.687400,7.040269,0.125729
2.687400,3.805438,-0.089934
2.687400,2.692454,-0.003300
2.687400,2.883407,0.025483
2.687400,10.296387,0.073875
2.687400,3.262266,-0.058106
2.687400,2.687294,-0.000084
2.687400,3.238956,0.056385
2.687400,10.490583,-0.068749
2.687400,2.892456,-0.026397
2.687400,2.691266,0.003093
2.687400,3.755176,0.087574
2.687400,7.237130,-0.124139
2.687400,2.782745,-0.014667
2.687400,2.730315,0.008430
2.687400,5.260403,0.126063
2.687400,4.587254,-0.115679
2.687400,2.712189,-0.006222
2.687400,2.799955,0.016667
2.687400,7.863577,0.117647
2.687400,3.618230,-0.080598
2.687400,2.688034,-0.002522
2.687400,2.918218,0.028958
2.687400,10.961401,0.054307
2.687400,3.181414,-0.051993
2.687400,2.686827,0.000446
2.687400,3.304908,0.061173
2.687400,9.944939,-0.082298
2.687400,2.868490,-0.023970
2.687400,2.693536,0.003538
2.687400,3.858610,0.092323
2.687400,6.848373,-0.127049
2.687400,2.772306,-0.013445
2.687400,2.740650,0.009680
2.687400,5.650532,0.128764
2.687400,4.337294,-0.109395
2.687400,2.705440,-0.005367
2.687400,2.809724,0.017764
2.687400,8.202939,0.113305
2.687400,3.555375,-0.077109
2.687400,2.686891,-0.002216
2.687400,2.941247,0.031189
2.687400,11.280185,0.041799
2.687400,3.138931,-0.048611
2.687400,2.686698,0.000740
2.687400,3.343818,0.063875
2.687400,9.634302,-0.089007
2.687400,2.856535,-0.022736
2.687400,2.695390,0.003845
2.687400,3.935336,0.095577
2.687400,6.597920,-0.128397
2.687400,2.765688,-0.012657
2.687400,2.748381,0.010599
2.687400,5.942245,0.129572
2.687400,4.189245,-0.104888
2.687400,2.701622,-0.004829
2.687400,2.822359,0.019133
2.687400,8.620144,0.107230
2.687400,3.486225,-0.073043
2.687400,2.686455,-0.001781
2.687400,2.993172,0.036050
2.687400,11.681515,0.015534
2.687400,3.064559,-0.042392
2.687400,2.686639,0.001277
2.687400,3.418163,0.068798
2.687400,9.078921,-0.099618
2.687400,2.837121,-0.020698
2.687400,2.699401,0.004459
2.687400,4.095392,0.101692
2.687400,6.158215,-0.129603
2.687400,2.754145,-0.011271
2.687400,2.762105,0.012217
2.687400,6.459813,0.128944
2.687400,3.981768,-0.097441
2.687400,2.696662,-0.004012
2.687400,2.854126,0.022479
2.687400,9.567868,0.090364
2.687400,3.352363,-0.064455
2.687400,2.686928,-0.000774
2.687400,3.137949,0.048530
2.687400,11.287104,-0.041486
2.687400,2.941851,-0.031244
2.687400,2.687256,0.002255
2.687400,3.566998,0.077767
2.687400,8.137519,-0.114184
2.687400,2.807849,-0.017548
2.687400,2.707586,0.005630
2.687400,4.415036,0.111517
2.687400,5.517167,-0.128066
2.687400,2.737165,-0.009250
2.687400,2.777069,0.013994
2.687400,7.024874,0.125844
2.687400,3.809548,-0.090122
2.687400,2.692584,-0.003313
2.687400,2.883705,0.025512
2.687400,10.302867,0.073710
2.687400,3.261490,-0.058049
2.687400,2.687361,-0.000071
2.687400,3.241903,0.056604
2.687400,10.466058,-0.069418
2.687400,2.891279,-0.026277
2.687400,2.691570,0.003138
2.687400,3.766787,0.088128
2.687400,7.190238,-0.124539
2.687400,2.781493,-0.014517
2.687400,2.732000,0.008631
2.687400,5.323240,0.126638
2.687400,4.542014,-0.114655
2.687400,2.710979,-0.006068
2.687400,2.801900,0.016885
2.687400,7.931757,0.116819
2.687400,3.605060,-0.079882
2.687400,2.687822,-0.002455
2.687400,2.923875,0.029510
2.687400,11.048317,0.051197
2.687400,3.170311,-0.051120
2.687400,2.686871,0.000532
2.687400,3.317616,0.062065
2.687400,9.842257,-0.084585
2.687400,2.864442,-0.023552
2.687400,2.694403,0.003670
2.687400,3.892728,0.093797
2.687400,6.733400,-0.127722
2.687400,2.769279,-0.013082
2.687400,2.744662,0.010155
2.687400,5.801333,0.129298
2.687400,4.257352,-0.107039
2.687400,2.703383,-0.005077
2.687400,2.816551,0.018506
2.687400,8.430705,0.110088
2.687400,3.516649,-0.074862
2.687400,2.686631,-0.001974
2.687400,2.969767,0.033885
2.687400,11.551015,0.027014
2.687400,3.095043,-0.044987
2.687400,2.686780,0.001070
2.687400,3.391406,0.067061
2.687400,9.272535,-0.096102
2.687400,2.843674,-0.021386
2.687400,2.698462,0.004300
2.687400,4.055511,0.100249
2.687400,6.258634,-0.129470
2.687400,2.756810,-0.011585
2.687400,2.759940,0.011956
2.687400,6.377232,0.129200
2.687400,4.011107,-0.098581
2.687400,2.697396,-0.004125
2.687400,2.850478,0.022098
2.687400,9.466657,0.092384
2.687400,3.365528,-0.065343
2.687400,2.686909,-0.000870
2.687400,3.124448,0.047428
2.687400,11.378035,-0.037136
2.687400,2.950084,-0.032030
2.687400,2.687040,0.002168
2.687400,3.551043,0.076860
2.687400,8.227767,-0.112966
2.687400,2.810497,-0.017841
2.687400,2.706202,0.005450
2.687400,4.363243,0.110121
2.687400,5.604666,-0.128549
2.687400,2.739481,-0.009529
2.687400,2.774803,0.013728
2.687400,6.940202,0.126446
2.687400,3.832620,-0.091168
2.687400,2.693095,-0.003412
2.687400,2.878515,0.024987
2.687400,10.185233,0.076648
2.687400,3.275656,-0.059080
2.687400,2.687259,-0.000185
2.687400,3.224452,0.055297
2.687400,10.611168,-0.065357
2.687400,2.898460,-0.026998
2.687400,2.690513,0.002960
2.687400,3.723136,0.086014
2.687400,7.371247,-0.122926
2.687400,2.786371,-0.015092
2.687400,2.726271,0.007942
2.687400,5.109206,0.124431
2.687400,4.705748,-0.118143
2.687400,2.715394,-0.006619
2.687400,2.796370,0.016257
2.687400,7.735800,0.119136
2.687400,3.643738,-0.081960
2.687400,2.688593,-0.002634
2.687400,2.911962,0.028343
2.687400,10.858354,0.057778
2.687400,3.194300,-0.052995
2.687400,2.686909,0.000362
2.687400,3.294572,0.060440
2.687400,10.029291,-0.080365
2.687400,2.871919,-0.024320
2.687400,2.693188,0.003472
2.687400,3.843002,0.091633
2.687400,6.903044,-0.126697
2.687400,2.773766,-0.013617
2.687400,2.739213,0.009507
2.687400,5.596131,0.128506
2.687400,4.368148,-0.110256
2.687400,2.706265,-0.005475
2.687400,2.808132,0.017588
2.687400,8.148645,0.114037
2.687400,3.564993,-0.077656
2.687400,2.687024,-0.002268
2.687400,2.936382,0.030722
2.687400,11.220602,0.044402
2.687400,3.147315,-0.049288
2.687400,2.686699,0.000679
2.687400,3.335294,0.063291
2.687400,9.701309,-0.087611
2.687400,2.859032,-0.022995
2.687400,2.694895,0.003768
2.687400,3.915548,0.094759
2.687400,6.659746,-0.128105
2.687400,2.767312,-0.012852
2.687400,2.746323,0.010356
2.687400,5.864707,0.129448
2.687400,4.225984,-0.106066
2.687400,2.702546,-0.004966
2.687400,2.818383,0.018706
2.687400,8.491246,0.109193
2.687400,3.506757,-0.074276
2.687400,2.686515,-0.001918
2.687400,2.975498,0.034420
2.687400,11.590197,0.024145
2.687400,3.087161,-0.044323
2.687400,2.686707,0.001119
2.687400,3.397120,0.067435
2.687400,9.230554,-0.096881
2.687400,2.842229,-0.021236
2.687400,2.698515,0.004317
2.687400,4.058977,0.100377
2.687400,6.249677,-0.129485
2.687400,2.756560,-0.011558
2.687400,2.759787,0.011941
2.687400,6.371956,0.129215
2.687400,4.013020,-0.098654
2.687400,2.697409,-0.004136
2.687400,2.849157,0.021961
2.687400,9.429729,0.093107
2.687400,3.370381,-0.065668
2.687400,2.686830,-0.000914
2.687400,3.117151,0.046828
2.687400,11.424437,-0.034709
2.687400,2.954729,-0.032471
2.687400,2.686841,0.002110
2.687400,3.539482,0.076195
2.687400,8.294666,-0.112038
2.687400,2.812467,-0.018060
2.687400,2.704950,0.005290
2.687400,4.316966,0.108812
2.687400,5.687504,-0.128919
2.687400,2.741656,-0.009794
2.687400,2.772226,0.013429
2.687400,6.844178,0.127074
2.687400,3.859833,-0.092376
2.687400,2.693657,-0.003533
2.687400,2.871161,0.024240
2.687400,10.010453,0.080801
2.687400,3.296881,-0.060603
2.687400,2.687026,-0.000365
2.687400,3.195835,0.053113
2.687400,10.845990,-0.058180
2.687400,2.911248,-0.028271
2.687400,2.688887,0.002674
2.687400,3.654412,0.082521
2.687400,7.683956,-0.119717
2.687400,2.794940,-0.016090
2.687400,2.717120,0.006829
2.687400,4.769186,0.119338
2.687400,5.035359,-0.123500
2.687400,2.724298,-0.007701
2.687400,2.788380,0.015325
2.687400,7.444841,0.122218
2.687400,3.706246,-0.085175
2.687400,2.690144,-0.002886
2.687400,2.902563,0.027407
2.687400,10.689640,0.063050
2.687400,3.214967,-0.054578
2.687400,2.687276,0.000255
2.687400,3.285760,0.059808
2.687400,10.101815,-0.078660
2.687400,2.874969,-0.024625
2.687400,2.693718,0.003511
2.687400,3.857777,0.092285
2.687400,6.851325,-0.127030
2.687400,2.772452,-0.013447
2.687400,2.742489,0.009886
2.687400,5.717742,0.129034
2.687400,4.300708,-0.108338
2.687400,2.704580,-0.005226
2.687400,2.815322,0.018366
2.687400,8.389117,0.110693
2.687400,3.523548,-0.075266
2.687400,2.686833,-0.001999
2.687400,2.969628,0.033870
2.687400,11.549938,0.027088
2.687400,3.095257,-0.045004
2.687400,2.686925,0.001086
2.687400,3.395989,0.067360
2.687400,9.238924,-0.096726
2.687400,2.842546,-0.021263
2.687400,2.699274,0.004404
2.687400,4.084933,0.101318
2.687400,6.184053,-0.129577
2.687400,2.754886,-0.011346
2.687400,2.763155,0.012327
2.687400,6.497231,0.128810
2.687400,3.968894,-0.096931
2.687400,2.696515,-0.003942
