init_r,r,ur
2.687840,3.259489,0.057899
2.687840,10.319735,-0.073278
2.687840,2.884514,-0.025585
2.687840,2.693699,0.003438
2.687840,3.846696,0.091794
2.687840,6.890129,-0.126781
2.687840,2.773561,-0.013561
2.687840,2.743563,0.009999
2.687840,5.755717,0.129163
2.687840,4.280744,-0.107745
2.687840,2.704181,-0.005140
2.687840,2.820569,0.018925
2.687840,8.559794,0.108158
2.687840,3.495782,-0.073616
2.687840,2.686922,-0.001793
2.687840,2.998912,0.036570
2.687840,11.702063,0.012825
2.687840,3.057764,-0.041801
2.687840,2.687018,0.001371
2.687840,3.437754,0.070041
2.687840,8.942085,-0.101992
2.687840,2.832687,-0.020215
2.687840,2.701995,0.004795
2.687840,4.190609,0.104930
2.687840,5.939397,-0.129567
2.687840,2.748479,-0.010571
2.687840,2.770852,0.013226
2.687840,6.785725,0.127425
2.687840,3.877035,-0.093120
2.687840,2.694578,-0.003543
2.687840,2.884283,0.025555
2.687840,10.313874,0.073428
2.687840,3.260210,-0.057949
2.687840,2.688167,0.000033
2.687840,3.269445,0.058623
2.687840,10.237124,-0.075366
2.687840,2.880868,-0.025208
2.687840,2.695145,0.003635
2.687840,3.900170,0.094108
2.687840,6.709287,-0.127850
2.687840,2.768841,-0.012984
2.687840,2.751135,0.010884
2.687840,6.039343,0.129640
2.687840,4.145632,-0.103435
2.687840,2.700908,-0.004621
2.687840,2.839014,0.020884
2.687840,9.133519,0.098645
2.687840,3.410541,-0.068303
2.687840,2.687127,-0.001165
2.687840,3.087604,0.044357
2.687840,11.588170,-0.024300
2.687840,2.975209,-0.034388
2.687840,2.687078,0.001987
2.687840,3.525848,0.075399
2.687840,8.375426,-0.110890
2.687840,2.814953,-0.018317
2.687840,2.705894,0.005381
2.687840,4.347279,0.109675
2.687840,5.632759,-0.128683
2.687840,2.740294,-0.009611
2.687840,2.776160,0.013871
2.687840,6.988163,0.126110
2.687840,3.819470,-0.090573
2.687840,2.693041,-0.003328
2.687840,2.888885,0.026027
2.687840,10.414630,0.070799
2.687840,3.248098,-0.057060
2.687840,2.687832,0.000081
2.687840,3.270649,0.058713
2.687840,10.226987,-0.075618
2.687840,2.880389,-0.025166
2.687840,2.694334,0.003543
2.687840,3.872922,0.092943
2.687840,6.799551,-0.127344
2.687840,2.771167,-0.013275
2.687840,2.746594,0.010357
2.687840,5.869848,0.129457
2.687840,4.223528,-0.105986
2.687840,2.702736,-0.004928
2.687840,2.826448,0.019556
2.687840,8.748168,0.105205
2.687840,3.466516,-0.071836
2.687840,2.686865,-0.001593
2.687840,3.025150,0.038935
2.687840,11.745900,0.000886
2.687840,3.029202,-0.039295
2.687840,2.686874,0.001564
2.687840,3.462602,0.071594
2.687840,8.774045,-0.104786
2.687840,2.827270,-0.019643
2.687840,2.702601,0.004906
2.687840,4.217860,0.105807
2.687840,5.881612,-0.129479
2.687840,2.746910,-0.010394
2.687840,2.771011,0.013255
2.687840,6.793483,0.127380
2.687840,3.874719,-0.093021
2.687840,2.694389,-0.003549
2.687840,2.880469,0.025173
2.687840,10.228741,0.075575
2.687840,3.270438,-0.058697
2.687840,2.687858,-0.000077
2.687840,3.249140,0.057137
2.687840,10.405955,-0.071029
2.687840,2.888481,-0.025986
2.687840,2.693161,0.003345
2.687840,3.824015,0.090779
2.687840,6.971509,-0.126228
2.687840,2.775721,-0.013818
2.687840,2.740944,0.009687
2.687840,5.657078,0.128792
2.687840,4.333688,-0.109291
2.687840,2.705545,-0.005332
2.687840,2.816140,0.018446
2.687840,8.414690,0.110321
2.687840,3.519320,-0.075016
2.687840,2.687045,-0.001945
2.687840,2.980362,0.034866
2.687840,11.619526,0.021751
