init_r,r,ur
2.687000,3.245806,0.056897
2.687000,10.433368,-0.070300
2.687000,2.889687,-0.026124
2.687000,2.690882,0.003069
2.687000,3.745133,0.087091
2.687000,7.278362,-0.123777
2.687000,2.783816,-0.014802
2.687000,2.727896,0.008146
2.687000,5.171219,0.125144
2.687000,4.655391,-0.117134
2.687000,2.713988,-0.006456
2.687000,2.796484,0.016280
2.687000,7.741507,0.119072
2.687000,3.642560,-0.081900
2.687000,2.688375,-0.002651
2.687000,2.906178,0.027777
2.687000,10.757315,0.060991
2.687000,3.206701,-0.053953
2.687000,2.686606,0.000236
2.687000,3.272175,0.058833
2.687000,10.213782,-0.075947
2.687000,2.879684,-0.025119
2.687000,2.691166,0.003177
2.687000,3.765593,0.088074
2.687000,7.194891,-0.124500
2.687000,2.781509,-0.014543
2.687000,2.728773,0.008264
2.687000,5.205860,0.125516
2.687000,4.628335,-0.116569
2.687000,2.713193,-0.006373
2.687000,2.795389,0.016168
2.687000,7.704482,0.119490
2.687000,3.650125,-0.082300
2.687000,2.688282,-0.002715
2.687000,2.896182,0.026790
2.687000,10.568208,0.066587
2.687000,3.229572,-0.055691
2.687000,2.686196,0.000023
2.687000,3.235882,0.056164
2.687000,10.515713,-0.068058
2.687000,2.893576,-0.026529
2.687000,2.688522,0.002763
2.687000,3.661021,0.082870
2.687000,7.652108,-0.120069
2.687000,2.793932,-0.016001
2.687000,2.714484,0.006533
2.687000,4.676076,0.117555
2.687000,5.145343,-0.124855
2.687000,2.727150,-0.008069
2.687000,2.782815,0.014698
2.687000,7.243620,0.124083
2.687000,3.753554,-0.087499
2.687000,2.690858,-0.003130
2.687000,2.881141,0.025268
2.687000,10.247132,0.075118
2.687000,3.268153,-0.058541
2.687000,2.686564,-0.000212
2.687000,3.209359,0.054156
2.687000,10.735501,-0.061663
2.687000,2.904975,-0.027658
2.687000,2.688378,0.002661
2.687000,3.643937,0.081973
2.687000,7.734738,-0.119149
2.687000,2.796288,-0.016259
2.687000,2.713976,0.006456
2.687000,4.655190,0.117130
2.687000,5.171471,-0.125147
2.687000,2.727898,-0.008148
2.687000,2.783648,0.014783
2.687000,7.272368,0.123831
2.687000,3.746579,-0.087161
2.687000,2.690894,-0.003078
2.687000,2.888715,0.026026
2.687000,10.412839,0.070848
2.687000,3.248266,-0.057079
2.687000,2.686957,-0.000023
2.687000,3.241944,0.056610
2.687000,10.465541,-0.069432
2.687000,2.891215,-0.026278
2.687000,2.690596,0.003024
2.687000,3.733783,0.086539
2.687000,7.325839,-0.123349
2.687000,2.785094,-0.014953
2.687000,2.726340,0.007959
2.687000,5.113233,0.124480
2.687000,4.702390,-0.118077
2.687000,2.715257,-0.006613
2.687000,2.795061,0.016117
2.687000,7.690495,0.119645
2.687000,3.653035,-0.082451
2.687000,2.688603,-0.002698
2.687000,2.903596,0.027521
2.687000,10.710015,0.062438
2.687000,3.212461,-0.054393
2.687000,2.686618,0.000196
2.687000,3.266783,0.058441
2.687000,10.258534,-0.074832
2.687000,2.881651,-0.025319
2.687000,2.690931,0.003135
2.687000,3.755493,0.087592
2.687000,7.235718,-0.124152
2.687000,2.782610,-0.014672
2.687000,2.727603,0.008122
2.687000,5.162031,0.125043
2.687000,4.662680,-0.117284
2.687000,2.714128,-0.006487
2.687000,2.794519,0.016067
2.687000,7.673046,0.119839
2.687000,3.656643,-0.082642
2.687000,2.688450,-0.002741
2.687000,2.895377,0.026709
2.687000,10.552039,0.067044
2.687000,3.231519,-0.055837
2.687000,2.686237,0.000013
2.687000,3.235254,0.056117
2.687000,10.520956,-0.067912
2.687000,2.893838,-0.026555
2.687000,2.688594,0.002769
2.687000,3.663152,0.082981
2.687000,7.641984,-0.120179
2.687000,2.793657,-0.015968
2.687000,2.714901,0.006583
2.687000,4.691301,0.117859
2.687000,5.126653,-0.124639
2.687000,2.726652,-0.008008
2.687000,2.783356,0.014761
2.687000,7.263565,0.123909
2.687000,3.748696,-0.087265
2.687000,2.690754,-0.003108
2.687000,2.882372,0.025393
2.687000,10.274861,0.074421
2.687000,3.264817,-0.058298
2.687000,2.686587,-0.000186
2.687000,3.213404,0.054465
2.687000,10.702237,-0.062673
2.687000,2.903175,-0.027479
2.687000,2.688569,0.002697
2.687000,3.652325,0.082414
2.687000,7.693918,-0.119607
2.687000,2.795152,-0.016128
2.687000,2.715045,0.006588
2.687000,4.694715,0.117927
2.687000,5.122514,-0.124590
2.687000,2.726585,-0.007990
2.687000,2.784777,0.014916
2.687000,7.314247,0.123454
2.687000,3.736533,-0.086673
