E0.950000, L_z3.200000, r2.450000, ur0.000000, M1.000000, J0.300000, M20.270000, S3-0.027000, M40.008100
3.140956
3.144407
3.123617
3.151094
3.110376
3.160112
3.103383
3.169794
3.101973
3.177056
3.104664
3.180865
3.111055
3.180621
3.120203
3.175188
3.129693
3.163446
3.137026
3.146515
3.142733
3.128458
3.148891
3.113630
3.157256
3.104906
3.167070
3.101925
3.175287
3.103465
3.180099
3.108749
3.181155
3.117339
3.177470
3.127029
3.167717
3.135108
3.151912
3.141095
3.133696
3.146887
3.117563
3.154544
3.106691
3.164209
3.102247
3.173174
3.102633
3.179064
3.106852
3.181278
3.114551
3.179134
3.124228
3.171300
3.132994
3.156985
3.139461
3.139188
3.145062
3.121678
3.152010
3.109290
3.161223
3.103022
3.170798
3.102082
3.177666
3.105238
3.181038
3.111990
3.180267
3.121358
3.174223
3.130660
3.162106
3.137732
3.144761
3.143370
3.126315
3.149717
3.112292
3.158339
3.104210
3.168086
3.101904
3.176031
3.103954
3.180436
3.109603
3.180992
3.118427
3.176744
3.128089
3.166146
3.135867
3.150229
3.141734
3.131397
3.147639
3.115959
3.155557
3.105939
3.165271
3.102097
3.174028
3.102953
3.179495
3.107591
3.181272
3.115585
3.178614
3.125355
3.169994
3.133829
3.155420
3.140090
3.136799
3.145767
3.119837
3.152970
3.108296
3.162409
3.102647
3.171727
3.102274
3.178254
3.105838
3.181168
3.112910
3.179924
3.122444
3.173167
3.131585
3.160197
3.138404
3.142360
3.144006
3.124792
3.150580
3.111053
3.159447
3.103736
3.169136
3.101940
3.176668
3.104403
3.180726
3.110456
3.180756
3.119539
3.175937
3.129107
3.164471
3.136600
3.147896
3.142357
3.129744
3.148421
3.114458
3.156608
3.105265
3.166384
3.101972
3.174784
3.103250
3.179894
3.108341
3.181207
3.116666
3.177859
3.126402
3.168586
3.134653
3.153225
3.140721
3.135061
3.146471
3.118547
3.153936
3.107167
3.163527
3.102409
3.172669
3.102477
3.178812
3.106459
3.181251
3.113902
3.179407
3.123584
3.172017
3.132469
3.158195
3.139066
3.140591
3.144681
3.122798
3.151485
3.109912
3.160576
3.103226
3.170217
3.102026
3.177381
3.104878
3.180926
3.111398
3.180513
3.120664
3.174797
3.130084
3.163174
3.137310
3.146155
3.142987
3.127556
3.149236
3.113060
3.157693
3.104518
3.167460
3.101911
3.175534
3.103645
3.180255
3.109096
3.181109
3.117785
3.177177
3.127466
3.167076
3.135419
3.151568
3.141361
3.132732
3.147196
3.116882
3.154942
3.106368
3.164633
3.102179
3.173521
3.102770
3.179260
3.107094
3.181282
3.114956
3.178926
3.124704
3.170769
3.133343
3.156666
3.139722
3.138191
3.145348
3.120900
3.152400
3.108865
3.161719
3.102889
3.171135
3.102160
3.177980
3.105463
3.181085
3.112328
3.180131
3.121791
3.173795
3.131021
3.161323
3.138002
3.143763
3.143630
3.125997
3.150061
3.111764
3.158810
3.104005
3.168578
3.101910
3.176274
3.104073
3.180572
3.109950
3.180923
3.118853
3.176418
3.128492
3.165462
3.136180
3.149263
3.141983
3.131053
3.147970
3.115321
3.155989
3.105649
3.165715
3.102022
3.174376
3.103048
3.179677
3.107838
3.181257
3.116062
3.178378
3.125797
3.169421
3.134177
3.154515
3.140361
3.136439
3.146049
3.119566
3.153357
3.107909
3.162867
3.102542
3.172070
3.102336
3.178469
3.106072
3.181219
3.113334
3.179764
3.122914
3.172700
3.131949
3.159375
3.138680
3.141359
3.144274
3.123951
3.150954
3.110567
3.159893
3.103557
3.169552
3.101963
3.176998
3.104612
3.180796
3.110898
3.180661
3.120015
3.175577
3.129517
3.164208
3.136894
3.146912
3.142609
3.128824
3.148751
3.113864
3.157075
3.105006
3.166848
3.101945
3.175129
3.103422
3.180060
3.108687
3.181171
3.117125
3.177584
3.126859
3.167970
3.134953
3.152291
3.140989
3.134086
3.146769
3.117842
3.154355
3.106825
3.164012
3.102325
3.173015
3.102601
3.179015
3.106698
3.181275
3.114315
3.179215
3.124022
3.171509
3.132834
3.157335
3.139332
3.139590
3.144942
3.121996
3.151858
3.109465
3.161054
3.103079
3.170550
3.102065
3.177611
3.105097
3.181017
3.111740
3.180397
3.121114
3.174391
3.130463
3.162416
3.137607
3.145162
3.143243
3.126668
3.149566
3.112509
3.158144
3.104296
3.167943
3.101904
3.175876
3.103832
3.180402
3.109444
3.181018
3.118223
3.176871
3.127889
3.166417
3.135722
3.150615
3.141611
3.131778
3.147514
3.116220
3.155354
3.106060
3.165064
3.102119
3.173869
3.102858
3.179450
3.107435
3.181277
3.115356
3.178706
3.125164
3.170220
3.133681
3.155780
3.139980
3.137198
3.145622
3.120138
3.152804
3.108457
3.162160
3.102765
3.171571
3.102213
3.178200
3.105692
3.181154
3.112757
3.179986
3.122278
3.173350
3.131403
3.160524
3.138285
3.142763
3.143893
3.125135
3.150417
3.111254
3.159238
3.103811
3.168988
3.101921
3.176610
3.104273
3.180649
3.110297
3.180845
3.119345
3.176078
3.128923
3.164759
3.136484
3.148290
3.142250
3.130117
3.148287
3.114702
3.156435
3.105373
3.166167
3.101985
3.174625
3.103209
3.179852
3.108183
3.181236
3.116447
3.177966
3.126225
3.168829
3.134491
3.153598
3.140614
3.135455
3.146337
3.118836
3.153756
3.107537
3.163336
3.102445
3.172511
3.102448
3.178680
3.106307
3.181243
3.113753
3.179594
3.123370
3.172216
3.132301
3.158537
3.138951
3.140994
3.144546
3.123126
3.151308
3.110097
3.160352
3.103288
3.169973
3.101991
3.177233
3.104825
3.180902
3.111242
3.180558
3.120480
3.175202
3.129914
3.163474
3.137181
3.146553
3.142878
3.127918
3.149092
3.113287
3.157506
3.104760
3.167321
3.101916
3.175474
3.103600
3.180217
3.108937
3.181128
3.117575
3.177297
3.127302
3.167336
3.135291
3.151346
3.141239
3.133119
3.147054
3.117154
3.154748
3.106496
3.164431
3.102205
3.173362
3.102682
3.179212
3.107035
3.181282
3.114812
3.179011
3.124504
3.170985
3.133188
3.157018
3.139594
3.138592
3.145226
3.121211
3.152243
3.109034
3.161479
3.102941
3.170981
3.102140
3.177837
3.105320
3.181067
3.112174
3.180187
3.121619
3.173969
3.130864
3.161640
3.137880
3.144166
3.143519
3.126348
3.149906
3.111974
3.158608
3.104086
3.168345
3.101907
3.176215
3.104025
3.180487
3.109792
3.180952
3.118653
3.176551
3.128298
3.165739
3.136039
3.149653
3.141877
3.131433
3.147818
3.115576
3.155778
3.105765
3.165584
3.102067
3.174217
3.103009
3.179633
3.107777
3.181264
3.115837
3.178475
3.125560
3.169654
3.134008
3.154881
3.140236
3.136837
3.145920
3.119865
3.153185
3.108063
3.162613
3.102583
3.171913
3.102311
3.178417
3.105923
3.181188
3.113183
3.179830
3.122690
3.172890
3.131773
3.159708
3.138563
3.141762
3.144159
3.124288
3.150785
3.110761
3.159737
3.103628
3.169403
3.101953
3.176848
3.104479
3.180769
3.110643
3.180701
3.119826
3.175724
3.129339
3.164499
3.136761
3.147309
3.142501
3.129193
3.148613
3.114101
3.156847
3.105109
3.166628
3.101955
3.174971
3.103379
3.180020
3.108529
3.181186
3.116909
3.177696
3.126640
3.168221
3.134819
3.152669
3.140866
3.134478
3.146633
3.118124
3.154170
3.107180
3.163742
3.102358
3.172857
3.102521
3.178886
3.106639
3.181261
3.114168
3.179293
3.123814
3.171716
3.132672
3.157683
3.139219
3.139993
3.144823
3.122317
3.151675
3.109643
3.160823
3.103137
3.170398
3.102049
3.177465
3.105043
3.180961
3.111584
3.180445
3.120935
3.174556
3.130298
3.162723
3.137481
3.145562
3.143134
3.127024
3.149417
3.112729
3.157951
3.104384
3.167714
3.101906
3.175720
3.103785
3.180309
3.109285
3.181042
3.118017
3.176996
3.127730
3.166684
3.135598
3.151000
3.141505
3.132161
3.147368
3.116485
3.155196
3.106182
3.164859
3.102142
3.173710
3.102822
3.179330
3.107279
3.181282
3.115214
3.178796
3.124917
3.170443
3.133530
3.156139
3.139871
3.137598
3.145497
3.120443
3.152606
3.108620
3.161982
3.102814
3.171415
3.102191
3.178060
3.105635
3.181138
3.112605
3.180046
3.122046
3.173531
3.131251
3.160848
3.138165
3.143167
3.143780
3.125480
3.150256
3.111457
3.159031
3.103888
3.168751
3.101916
3.176457
3.104224
3.180618
3.110139
3.180877
3.119149
3.176217
3.128736
3.165044
3.136347
3.148683
3.142127
3.130493
3.148131
3.114950
3.156217
3.105483
3.166034
3.101999
3.174564
3.103169
3.179742
3.108025
3.181245
3.116310
3.178231
3.126045
3.169070
3.134351
3.153969
3.140506
3.135851
3.146205
3.119128
3.153579
3.107685
3.163075
3.102483
3.172256
3.102375
3.178629
3.106249
3.181234
3.113512
3.179664
3.123152
3.172413
3.132161
3.158877
3.138836
3.141398
3.144430
3.123457
3.151134
3.110284
3.160191
3.103456
3.169822
3.101979
3.177084
3.104689
3.180836
3.111085
3.180601
3.120224
3.175355
3.129742
3.163772
3.137071
3.146951
3.142754
3.128282
3.148924
3.113518
3.157322
3.104858
3.167096
3.101921
3.175316
3.103486
3.180118
3.108778
3.181146
3.117363
3.177414
3.127089
3.167594
3.135139
3.151729
3.141132
3.133508
3.146935
3.117429
3.154597
3.106627
3.164232
3.102233
3.173203
3.102649
3.179087
3.106880
3.181280
3.114578
3.179095
3.124302
3.171198
3.133031
3.157369
3.139483
3.138995
3.145104
3.121526
3.152053
3.109206
3.161308
3.102996
3.170827
3.102091
3.177693
3.105265
3.181048
3.112019
3.180323
3.121378
3.174141
3.130705
3.161955
3.137756
3.144568
3.143391
3.126703
3.149752
3.112188
3.158410
3.104170
3.168201
3.101903
3.176060
3.103901
3.180453
3.109633
3.180979
3.118451
3.176682
3.128144
3.166015
3.135896
3.150042
3.141754
3.131815
3.147668
3.115834
3.155615
3.105882
3.165375
3.102087
3.174058
3.102912
3.179517
3.107620
3.181270
3.115611
3.178570
3.125371
3.169884
3.133863
3.155245
3.140127
3.137237
3.145792
3.120168
3.153017
3.108220
3.162430
3.102695
3.171756
3.102286
3.178280
3.105866
3.181175
3.112938
3.179894
3.122526
3.173078
3.131626
3.160039
3.138445
3.142166
3.144045
3.124628
3.150619
3.110958
3.159523
3.103700
3.169163
3.101931
3.176696
3.104428
3.180740
3.110485
3.180739
3.119561
3.175868
3.129158
3.164787
3.136647
3.147706
3.142378
3.129565
3.148452
3.114342
3.156671
3.105214
3.166492
3.101966
3.174813
3.103270
3.179914
3.108370
3.181201
3.116692
3.177807
3.126465
3.168469
3.134684
3.153045
3.140759
3.134871
3.146497
3.118409
3.153987
3.107322
3.163549
3.102392
3.172698
3.102491
3.178836
3.106487
3.181255
3.113929
3.179488
3.123602
3.171920
3.132507
3.158030
3.139105
3.140397
3.144704
3.122642
3.151527
3.109825
3.160658
3.103197
3.170245
3.102034
3.177408
3.104904
3.180937
3.111427
3.180492
3.120685
3.174971
3.130132
3.163029
3.137354
3.145963
3.143025
3.127383
3.149270
3.112952
3.157761
3.104619
3.167573
3.101909
3.175659
3.103667
3.180272
3.109126
3.181099
3.117809
3.177119
3.127524
3.166950
3.135449
3.151384
3.141382
3.132547
3.147224
3.116753
3.154997
3.106308
3.164656
3.102167
3.173551
3.102732
3.179283
3.107219
3.181283
3.114983
3.178884
3.124720
3.170664
3.133378
3.156495
3.139744
3.137999
3.145373
3.120751
3.152445
3.108785
3.161739
3.102864
3.171164
3.102170
3.178006
3.105490
3.181094
3.112357
3.180104
3.121876
3.173710
3.131064
3.161170
3.138044
3.143570
3.143652
3.125829
3.150098
3.111664
3.158827
3.103967
3.168606
3.101911
3.176303
3.104096
3.180587
3.109980
3.180908
3.118952
3.176353
3.128546
3.165327
3.136207
3.149076
3.142020
3.130871
3.148000
3.115200
3.156049
3.105595
3.165820
3.102014
3.174405
3.103066
3.179698
3.107867
3.181254
3.116087
3.178331
3.125812
3.169308
3.134210
3.154339
3.140382
3.136249
3.146075
3.119424
3.153405
3.107836
3.162889
3.102522
3.172099
3.102349
3.178494
3.106099
3.181206
3.113362
3.179732
3.122993
3.172608
3.131989
3.159215
3.138703
3.141802
3.144314
3.123790
3.150993
3.110475
3.159971
3.103524
3.169580
3.101968
3.177026
3.104637
3.180809
3.110927
3.180642
3.120037
3.175506
3.129567
3.164068
3.136940
3.147349
3.142646
3.128648
3.148784
3.113751
3.157090
3.104958
3.166874
3.101940
3.175159
3.103442
3.180079
3.108717
3.181163
3.117150
3.177530
3.126921
3.167849
3.135007
3.152110
3.141010
3.133899
3.146797
3.117708
3.154408
3.106974
3.164034
3.102309
3.173045
3.102617
3.179039
3.106727
3.181277
3.114432
3.179176
3.124097
3.171410
3.132871
3.157718
3.139371
3.139398
3.144984
3.121844
3.151900
3.109381
3.161073
3.103052
3.170579
3.102073
3.177638
3.105123
3.181027
3.111864
3.180374
3.121202
3.174572
3.130509
3.162268
3.137632
3.144970
