t,sum_log_stretch
0.014012,0.179133
2.815872,0.210478
5.614716,0.274693
8.407635,0.318694
11.191883,0.309694
13.964960,0.261505
16.724657,0.262927
19.469099,0.385629
22.196764,0.551138
24.906484,0.689787
27.597430,0.821734
30.269088,0.987912
32.921223,1.186835
35.553844,1.391964
38.167162,1.586392
40.761552,1.765473
43.337519,1.929270
45.895664,2.078093
48.436658,2.211329
50.961218,2.327644
53.470090,2.425346
55.964030,2.502514
58.443796,2.556830
60.910137,2.585097
63.363785,2.582197
65.805452,2.538715
68.235825,2.434173
70.655566,2.209482
73.065307,1.472289
75.465654,2.055217
77.857186,2.522289
80.240452,2.783103
82.615977,2.966909
84.984258,3.109254
87.345772,3.225807
89.700969,3.325314
92.050281,3.413361
94.394117,3.493746
96.732870,3.569031
99.066914,3.640819
101.396608,3.709945
103.722295,3.776688
106.044306,3.840982
108.362960,3.902619
110.678563,3.961413
112.991411,4.017285
115.301794,4.070306
117.609990,4.120682
119.916272,4.168715
122.220906,4.214755
124.524154,4.259146
126.826272,4.302191
129.127514,4.344129
131.428129,4.385123
133.728365,4.425267
136.028471,4.464607
138.328692,4.503160
140.629275,4.540939
142.930468,4.577974
145.232523,4.614323
147.535691,4.650088
149.840228,4.685415
152.146396,4.720488
154.454461,4.755534
156.764694,4.790798
159.077376,4.826542
161.392793,4.863020
163.711241,4.900459
166.033027,4.939043
168.358469,4.978892
170.687895,5.020051
173.021649,5.062479
175.360089,5.106056
177.703587,5.150592
180.052536,5.195843
182.407345,5.241537
184.768443,5.287400
187.136280,5.333170
189.511331,5.378612
191.894092,5.423522
194.285088,5.467721
196.684866,5.511077
199.094005,5.553545
201.513108,5.595252
203.942808,5.636577
206.383766,5.678136
208.836669,5.720612
211.302227,5.764499
213.781174,5.810004
216.274257,5.857189
218.782234,5.906132
221.305863,5.957119
223.845888,6.011182
226.403026,6.070239
228.977950,6.135702
231.571260,6.207088
234.183461,6.282699
236.814930,6.361468
239.465883,6.443863
242.136335,6.530781
244.826064,6.621515
247.534574,6.713009
250.261063,6.800890
253.004394,6.881022
255.763083,6.950654
258.535294,7.009148
261.318856,7.058305
264.111295,7.101866
266.909883,7.144574
269.711708,7.191794
272.513757,7.248458
275.313005,7.316640
278.106508,7.395382
280.891492,7.485250
283.665429,7.587312
286.426089,7.697976
289.171584,7.810513
291.900381,7.919594
294.611302,8.022423
297.303508,8.118107
299.976473,8.207283
302.629950,8.291758
305.263932,8.373845
307.878616,8.455450
310.474362,8.537292
313.051661,8.618633
315.611106,8.697641
318.153357,8.772212
320.679125,8.840877
323.189152,8.903475
325.684191,8.961355
328.164998,9.016982
330.632322,9.072998
333.086896,9.131121
335.529433,9.191516
337.960623,9.253050
340.381128,9.314142
342.791585,9.373541
345.192601,9.430659
347.584757,9.485492
349.968606,9.538346
352.344673,9.589571
354.713461,9.639388
357.075444,9.687827
359.431078,9.734768
361.780795,9.780011
364.125006,9.823356
366.464106,9.864666
368.798470,9.903897
371.128458,9.941110
373.454415,9.976478
375.776673,10.010273
378.095550,10.042863
380.411355,10.074693
382.724384,10.106271
385.034928,10.138149
387.343265,10.170889
389.649669,10.205036
391.954407,10.241072
394.257740,10.279385
396.559925,10.320229
398.861216,10.363704
401.161862,10.409751
403.462113,10.458160
405.762216,10.508593
408.062416,10.560622
410.362961,10.613764
412.664100,10.667520
414.966081,10.721399
417.269159,10.774943
419.573588,10.827740
421.879629,10.879431
424.187548,10.929712
426.497617,10.978343
428.810114,11.025158
431.125327,11.070072
433.443550,11.113102
435.765090,11.154376
438.090263,11.194145
440.419398,11.232765
442.752837,11.270671
445.090936,11.308330
447.434069,11.346177
449.782625,11.384568
452.137012,11.423722
454.497659,11.463697
456.865013,11.504387
459.239548,11.545583
461.621758,11.587106
464.012165,11.628961
466.411317,11.671418
468.819786,11.714943
471.238175,11.760003
473.667114,11.806867
476.107260,11.855526
478.559298,11.905756
481.023934,11.957288
483.501900,12.009978
485.993939,12.063877
488.500807,12.119119
491.023260,12.175684
493.562042,12.233134
496.117873,12.290475
498.691428,12.346221
501.283316,12.398661
503.894051,12.446246
506.524028,12.488066
509.173482,12.524289
511.842452,12.556398
514.530747,12.587066
517.237899,12.619769
519.963137,12.657822
522.705349,12.702729
525.463073,12.754536
528.234484,12.814497
531.017417,12.886735
533.809396,12.975592
536.607690,13.079403
539.409388,13.192273
542.211479,13.309959
545.010947,13.429771
547.804860,13.548178
550.590449,13.661421
553.365187,13.766978
556.126836,13.863996
558.873487,13.952894
561.603577,14.034588
564.315896,14.109487
567.009570,14.177186
569.684040,14.238013
572.339027,14.295376
574.974502,14.355509
577.590642,14.423141
580.187795,14.497426
582.766443,14.573832
585.327172,14.648993
587.870641,14.722355
590.397563,14.794664
592.908679,14.866162
595.404745,14.936014
597.886521,15.002791
600.354757,15.065180
602.810190,15.122379
605.253535,15.174175
607.685486,15.220885
610.106708,15.263265
612.517839,15.302442
614.919489,15.339845
617.312241,15.377116
619.696649,15.415974
622.073243,15.458039
624.442523,15.504609
626.804968,15.556468
629.161035,15.613768
631.511155,15.676042
633.855743,15.742327
636.195193,15.811366
638.529883,15.881809
640.860172,15.952381
643.186407,16.021984
645.508921,16.089743
647.828032,16.155016
650.144050,16.217379
652.457272,16.276606
654.767988,16.332642
657.076478,16.385587
659.383016,16.435669
661.687869,16.483223
663.991300,16.528666
666.293564,16.572461
668.594916,16.615080
670.895606,16.656958
673.195882,16.698456
675.495993,16.739828
677.796183,16.781199
680.096701,16.822575
682.397795,16.863858
684.699713,16.904892
687.002709,16.945507
689.307037,16.985568
691.612960,17.025006
693.920740,17.063838
696.230650,17.102157
698.542969,17.140112
700.857981,17.177878
703.175982,17.215619
705.497276,17.253462
707.822180,17.291482
710.151020,17.329698
712.484139,17.368088
714.821891,17.406604
717.164648,17.445196
719.512797,17.483832
721.866746,17.522505
724.226920,17.561239
726.593767,17.600076
728.967758,17.639062
731.349384,17.678225
733.739166,17.717546
736.137648,17.756947
738.545403,17.796267
740.963030,17.835268
743.391158,17.873650
745.830442,17.911085
748.281565,17.947287
750.745234,17.982078
753.222178,18.015467
755.713144,18.047694
758.218888,18.079228
760.740170,18.110763
763.277738,18.143262
765.832318,18.177956
768.404592,18.215978
770.995177,18.257668
773.604599,18.302637
776.233260,18.350979
778.881408,18.404218
781.549090,18.465753
784.236124,18.539080
786.942052,18.623751
789.666111,18.716187
792.407203,18.814317
795.163881,18.918589
797.934345,19.028346
800.716460,19.139609
803.507785,19.246706
806.305628,19.344679
809.107108,19.430567
811.909238,19.503913
814.709007,19.566677
817.503472,19.621970
820.289840,19.673186
823.065545,19.725600
825.828309,19.786451
828.576178,19.859271
831.307556,19.940491
834.021200,20.026436
836.716214,20.117389
839.392022,20.213195
842.048337,20.310367
844.685122,20.404216
847.302548,20.491474
849.900960,20.570874
