phi,r,z
16.305513,3.737212,0.555833
16.306867,3.736642,0.553494
16.308221,3.736072,0.551153
16.309576,3.735501,0.548812
16.310931,3.734930,0.546471
16.312286,3.734358,0.544128
16.313641,3.733785,0.541785
16.314997,3.733211,0.539441
16.316353,3.732637,0.537096
16.317709,3.732061,0.534750
16.319065,3.731485,0.532404
16.320422,3.730909,0.530056
16.321779,3.730331,0.527708
16.323137,3.729753,0.525360
16.324495,3.729174,0.523010
16.325853,3.728595,0.520660
16.327211,3.728014,0.518309
16.328570,3.727433,0.515957
16.329928,3.726851,0.513605
16.331288,3.726268,0.511252
16.332647,3.725685,0.508898
16.334007,3.725100,0.506543
16.335367,3.724515,0.504188
16.336727,3.723929,0.501832
16.338088,3.723343,0.499475
16.339449,3.722755,0.497118
16.340810,3.722167,0.494760
16.342172,3.721578,0.492401
16.343534,3.720989,0.490041
16.344896,3.720398,0.487681
16.346259,3.719807,0.485320
16.347622,3.719215,0.482958
16.348985,3.718622,0.480596
16.350348,3.718028,0.478233
16.351712,3.717434,0.475869
16.353076,3.716838,0.473505
16.354440,3.716242,0.471140
16.355805,3.715645,0.468774
16.357170,3.715048,0.466408
16.358535,3.714449,0.464041
16.359901,3.713850,0.461673
16.361267,3.713250,0.459305
16.362633,3.712649,0.456936
16.364000,3.712047,0.454566
16.365367,3.711444,0.452196
16.366734,3.710841,0.449825
16.368101,3.710237,0.447454
16.369469,3.709632,0.445082
16.370837,3.709026,0.442709
16.372206,3.708419,0.440335
16.373575,3.707812,0.437961
16.374944,3.707203,0.435587
16.376313,3.706594,0.433212
16.377683,3.705984,0.430836
16.379053,3.705373,0.428460
16.380423,3.704762,0.426083
16.381794,3.704149,0.423705
16.383165,3.703536,0.421327
16.384537,3.702921,0.418948
16.385908,3.702306,0.416569
16.387280,3.701690,0.414189
16.388653,3.701074,0.411808
16.390025,3.700456,0.409427
16.391398,3.699838,0.407046
16.392772,3.699218,0.404664
16.394145,3.698598,0.402281
16.395520,3.697977,0.399898
16.396894,3.697355,0.397514
16.398269,3.696732,0.395130
16.399644,3.696109,0.392745
16.401019,3.695484,0.390359
16.402395,3.694859,0.387973
16.403771,3.694232,0.385587
16.405147,3.693605,0.383200
16.406524,3.692977,0.380812
16.407901,3.692348,0.378424
16.409278,3.691718,0.376036
16.410656,3.691088,0.373647
16.412034,3.690456,0.371257
16.413412,3.689824,0.368867
16.414791,3.689190,0.366477
16.416170,3.688556,0.364086
16.417550,3.687921,0.361694
16.418929,3.687285,0.359302
16.420309,3.686648,0.356910
16.421690,3.686010,0.354517
16.423071,3.685372,0.352123
16.424452,3.684732,0.349729
16.425833,3.684092,0.347335
16.427215,3.683450,0.344940
16.428598,3.682808,0.342545
16.429980,3.682165,0.340149
16.431363,3.681521,0.337753
16.432746,3.680876,0.335357
16.434130,3.680230,0.332960
16.435514,3.679583,0.330562
16.436898,3.678935,0.328164
16.438283,3.678287,0.325766
16.439668,3.677637,0.323367
16.441053,3.676987,0.320968
16.442439,3.676335,0.318569
16.443825,3.675683,0.316169
16.445212,3.675030,0.313768
16.446599,3.674375,0.311368
16.447986,3.673720,0.308967
16.449373,3.673064,0.306565
16.450761,3.672407,0.304163
16.452150,3.671749,0.301761
16.453538,3.671090,0.299358
16.454927,3.670431,0.296955
16.456317,3.669770,0.294552
16.457707,3.669108,0.292148
16.459097,3.668446,0.289744
16.460487,3.667782,0.287340
16.461878,3.667118,0.284935
16.463269,3.666452,0.282530
16.464661,3.665786,0.280124
16.466053,3.665119,0.277718
16.467445,3.664450,0.275312
16.468838,3.663781,0.272906
16.470231,3.663111,0.270499
16.471625,3.662440,0.268092
16.473019,3.661768,0.265684
16.474413,3.661095,0.263276
16.475808,3.660421,0.260868
16.477203,3.659746,0.258460
16.478598,3.659070,0.256051
16.479994,3.658393,0.253642
16.481390,3.657715,0.251233
16.482787,3.657036,0.248824
16.484183,3.656356,0.246414
16.485581,3.655676,0.244004
16.486978,3.654994,0.241593
16.488377,3.654311,0.239183
16.489775,3.653628,0.236772
16.491174,3.652943,0.234361
16.492573,3.652257,0.231949
16.493973,3.651571,0.229538
16.495373,3.650883,0.227126
16.496773,3.650195,0.224714
16.498174,3.649505,0.222301
16.499575,3.648815,0.219889
16.500977,3.648123,0.217476
16.502379,3.647431,0.215063
16.503782,3.646737,0.212650
16.505184,3.646043,0.210236
16.506588,3.645347,0.207822
16.507991,3.644651,0.205409
16.509395,3.643954,0.202995
16.510800,3.643255,0.200580
16.512204,3.642556,0.198166
16.513610,3.641855,0.195751
16.515015,3.641154,0.193336
16.516421,3.640452,0.190921
16.517828,3.639748,0.188506
16.519235,3.639044,0.186091
16.520642,3.638339,0.183675
16.522050,3.637632,0.181260
16.523458,3.636925,0.178844
16.524866,3.636217,0.176428
16.526275,3.635507,0.174012
16.527684,3.634797,0.171595
16.529094,3.634085,0.169179
16.530504,3.633373,0.166763
16.531915,3.632660,0.164346
16.533326,3.631945,0.161929
16.534737,3.631230,0.159512
16.536149,3.630513,0.157095
16.537561,3.629796,0.154678
16.538974,3.629077,0.152261
16.540387,3.628358,0.149844
16.541801,3.627637,0.147426
16.543215,3.626916,0.145009
16.544629,3.626193,0.142591
16.546044,3.625470,0.140174
16.547459,3.624745,0.137756
16.548875,3.624020,0.135338
16.550291,3.623293,0.132920
16.551707,3.622565,0.130503
16.553124,3.621837,0.128085
16.554542,3.621107,0.125667
16.555959,3.620376,0.123249
16.557378,3.619645,0.120830
16.558796,3.618912,0.118412
16.560215,3.618178,0.115994
16.561635,3.617443,0.113576
16.563055,3.616707,0.111158
16.564475,3.615970,0.108740
16.565896,3.615232,0.106321
16.567317,3.614493,0.103903
16.568739,3.613753,0.101485
16.570161,3.613012,0.099067
16.571584,3.612270,0.096648
16.573007,3.611527,0.094230
16.574431,3.610783,0.091812
16.575855,3.610038,0.089394
16.577279,3.609292,0.086976
16.578704,3.608544,0.084557
16.580129,3.607796,0.082139
16.581555,3.607047,0.079721
16.582981,3.606296,0.077303
16.584408,3.605545,0.074885
16.585835,3.604793,0.072467
16.587263,3.604039,0.070050
16.588691,3.603285,0.067632
16.590119,3.602529,0.065214
16.591548,3.601772,0.062796
16.592978,3.601015,0.060379
16.594408,3.600256,0.057961
16.595838,3.599496,0.055544
16.597269,3.598735,0.053127
16.598700,3.597973,0.050710
16.600132,3.597210,0.048292
16.601564,3.596446,0.045876
16.602997,3.595681,0.043459
16.604430,3.594915,0.041042
16.605863,3.594148,0.038625
16.607297,3.593380,0.036209
16.608732,3.592611,0.033792
16.610167,3.591840,0.031376
16.611603,3.591069,0.028960
16.613038,3.590297,0.026544
16.614475,3.589523,0.024129
16.615912,3.588749,0.021713
16.617349,3.587973,0.019297
16.618787,3.587196,0.016882
16.620226,3.586419,0.014467
16.621664,3.585640,0.012052
16.623104,3.584860,0.009637
16.624544,3.584079,0.007223
16.625984,3.583297,0.004809
16.627425,3.582514,0.002394
16.628866,3.581730,-0.000020
16.630308,3.580945,-0.002433
16.631750,3.580159,-0.004847
16.633193,3.579372,-0.007260
16.634636,3.578584,-0.009673
16.636080,3.577794,-0.012086
16.637524,3.577004,-0.014499
16.638968,3.576212,-0.016911
16.640414,3.575420,-0.019323
16.641859,3.574626,-0.021735
16.643306,3.573831,-0.024147
16.644752,3.573036,-0.026558
16.646200,3.572239,-0.028969
16.647647,3.571441,-0.031380
16.649095,3.570642,-0.033791
16.650544,3.569842,-0.036201
16.651993,3.569041,-0.038611
16.653443,3.568239,-0.041021
16.654893,3.567436,-0.043430
16.656344,3.566631,-0.045839
16.657795,3.565826,-0.048248
16.659247,3.565020,-0.050656
16.660699,3.564212,-0.053065
16.662152,3.563404,-0.055472
16.663605,3.562594,-0.057880
16.665059,3.561784,-0.060287
16.666513,3.560972,-0.062694
16.667968,3.560159,-0.065101
16.669424,3.559345,-0.067507
16.670880,3.558530,-0.069913
16.672336,3.557714,-0.072318
16.673793,3.556897,-0.074723
16.675250,3.556079,-0.077128
16.676708,3.555260,-0.079532
16.678167,3.554440,-0.081936
16.679626,3.553618,-0.084340
16.681085,3.552796,-0.086743
16.682545,3.551972,-0.089146
16.684006,3.551148,-0.091548
16.685467,3.550322,-0.093950
16.686929,3.549496,-0.096352
16.688391,3.548668,-0.098753
16.689854,3.547839,-0.101154
16.691317,3.547009,-0.103554
16.692781,3.546178,-0.105954
16.694245,3.545346,-0.108353
16.695710,3.544513,-0.110752
16.697175,3.543679,-0.113151
16.698641,3.542844,-0.115549
16.700108,3.542007,-0.117947
16.701575,3.541170,-0.120344
16.703043,3.540332,-0.122741
16.704511,3.539492,-0.125137
16.705979,3.538652,-0.127533
16.707449,3.537810,-0.129928
16.708918,3.536967,-0.132323
16.710389,3.536124,-0.134717
16.711860,3.535279,-0.137111
16.713331,3.534433,-0.139504
16.714803,3.533586,-0.141897
16.716276,3.532738,-0.144290
16.717749,3.531889,-0.146681
16.719222,3.531039,-0.149073
16.720697,3.530188,-0.151463
16.722171,3.529336,-0.153853
16.723647,3.528482,-0.156243
16.725123,3.527628,-0.158632
16.726599,3.526772,-0.161021
16.728076,3.525916,-0.163409
16.729554,3.525058,-0.165796
16.731032,3.524200,-0.168183
16.732511,3.523340,-0.170569
16.733990,3.522479,-0.172955
16.735470,3.521618,-0.175340
16.736951,3.520755,-0.177724
16.738432,3.519891,-0.180108
16.739913,3.519026,-0.182492
16.741395,3.518160,-0.184874
16.742878,3.517293,-0.187256
16.744362,3.516425,-0.189638
16.745845,3.515556,-0.192019
16.747330,3.514685,-0.194399
16.748815,3.513814,-0.196779
16.750301,3.512942,-0.199157
16.751787,3.512068,-0.201536
16.753274,3.511194,-0.203913
16.754761,3.510318,-0.206290
16.756249,3.509442,-0.208667
16.757738,3.508564,-0.211042
16.759227,3.507685,-0.213417
16.760717,3.506806,-0.215792
16.762207,3.505925,-0.218165
16.763698,3.505043,-0.220538
16.765190,3.504160,-0.222910
16.766682,3.503276,-0.225282
16.768175,3.502391,-0.227653
16.769668,3.501505,-0.230023
16.771162,3.500618,-0.232392
16.772657,3.499730,-0.234761
16.774152,3.498841,-0.237129
16.775648,3.497951,-0.239496
16.777144,3.497060,-0.241862
16.778641,3.496168,-0.244228
16.780139,3.495274,-0.246593
16.781637,3.494380,-0.248957
16.783136,3.493485,-0.251321
16.784636,3.492588,-0.253684
16.786136,3.491691,-0.256045
16.787636,3.490792,-0.258407
16.789138,3.489893,-0.260767
16.790640,3.488992,-0.263126
16.792142,3.488091,-0.265485
16.793645,3.487188,-0.267843
16.795149,3.486285,-0.270200
16.796654,3.485380,-0.272557
16.798159,3.484474,-0.274912
16.799664,3.483567,-0.277267
16.801171,3.482660,-0.279621
16.802677,3.481751,-0.281974
16.804185,3.480841,-0.284326
16.805693,3.479930,-0.286677
16.807202,3.479018,-0.289028
16.808711,3.478106,-0.291378
16.810222,3.477192,-0.293726
16.811732,3.476277,-0.296074
16.813244,3.475361,-0.298421
16.814756,3.474444,-0.300767
16.816268,3.473526,-0.303113
16.817782,3.472607,-0.305457
16.819295,3.471687,-0.307801
16.820810,3.470766,-0.310143
16.822325,3.469844,-0.312485
16.823841,3.468921,-0.314826
16.825358,3.467997,-0.317166
16.826875,3.467072,-0.319504
16.828393,3.466146,-0.321842
16.829911,3.465219,-0.324179
16.831430,3.464291,-0.326516
16.832950,3.463362,-0.328851
16.834470,3.462432,-0.331185
16.835991,3.461501,-0.333518
16.837513,3.460569,-0.335851
16.839036,3.459636,-0.338182
16.840559,3.458702,-0.340512
16.842082,3.457767,-0.342842
16.843607,3.456831,-0.345170
16.845132,3.455894,-0.347497
16.846657,3.454956,-0.349824
16.848184,3.454017,-0.352149
16.849711,3.453077,-0.354473
16.851239,3.452136,-0.356797
16.852767,3.451194,-0.359119
16.854296,3.450251,-0.361440
16.855826,3.449307,-0.363761
16.857356,3.448362,-0.366080
16.858887,3.447416,-0.368398
16.860419,3.446469,-0.370715
16.861952,3.445522,-0.373031
16.863485,3.444573,-0.375346
16.865019,3.443623,-0.377660
16.866553,3.442672,-0.379973
16.868088,3.441721,-0.382285
16.869624,3.440768,-0.384595
16.871161,3.439814,-0.386905
16.872698,3.438860,-0.389214
16.874236,3.437904,-0.391521
16.875775,3.436948,-0.393827
16.877314,3.435990,-0.396132
16.878854,3.435032,-0.398436
16.880395,3.434073,-0.400739
16.881936,3.433112,-0.403041
16.883478,3.432151,-0.405342
16.885021,3.431189,-0.407641
16.886564,3.430226,-0.409940
16.888109,3.429261,-0.412237
16.889654,3.428296,-0.414533
16.891199,3.427330,-0.416828
16.892746,3.426363,-0.419122
16.894293,3.425396,-0.421414
16.895840,3.424427,-0.423706
16.897389,3.423457,-0.425996
16.898938,3.422486,-0.428285
16.900488,3.421515,-0.430572
16.902039,3.420542,-0.432859
16.903590,3.419569,-0.435144
16.905142,3.418594,-0.437428
16.906695,3.417619,-0.439711
16.908248,3.416643,-0.441993
16.909802,3.415666,-0.444273
16.911357,3.414687,-0.446553
16.912913,3.413708,-0.448830
16.914469,3.412729,-0.451107
16.916026,3.411748,-0.453383
16.917584,3.410766,-0.455657
16.919143,3.409783,-0.457930
16.920702,3.408800,-0.460201
16.922262,3.407815,-0.462471
16.923823,3.406830,-0.464740
16.925384,3.405844,-0.467008
16.926947,3.404857,-0.469275
16.928510,3.403869,-0.471540
16.930073,3.402880,-0.473803
16.931638,3.401890,-0.476066
16.933203,3.400899,-0.478327
16.934769,3.399908,-0.480587
16.936336,3.398915,-0.482845
16.937903,3.397922,-0.485102
16.939471,3.396928,-0.487358
16.941040,3.395933,-0.489613
16.942610,3.394937,-0.491866
16.944180,3.393940,-0.494117
16.945751,3.392942,-0.496368
16.947323,3.391944,-0.498617
16.948896,3.390944,-0.500864
16.950469,3.389944,-0.503110
16.952044,3.388943,-0.505355
16.953619,3.387941,-0.507599
16.955194,3.386938,-0.509841
16.956771,3.385934,-0.512081
16.958348,3.384930,-0.514320
16.959926,3.383924,-0.516558
16.961505,3.382918,-0.518794
16.963085,3.381911,-0.521029
16.964665,3.380903,-0.523262
16.966246,3.379894,-0.525494
16.967828,3.378885,-0.527725
16.969410,3.377874,-0.529954
16.970994,3.376863,-0.532181
16.972578,3.375851,-0.534407
16.974163,3.374838,-0.536632
16.975749,3.373824,-0.538855
16.977335,3.372810,-0.541076
16.978923,3.371794,-0.543297
16.980511,3.370778,-0.545515
16.982100,3.369761,-0.547732
16.983689,3.368744,-0.549948
16.985280,3.367725,-0.552162
16.986871,3.366706,-0.554374
16.988463,3.365685,-0.556585
16.990056,3.364664,-0.558795
16.991650,3.363643,-0.561003
16.993244,3.362620,-0.563209
16.994839,3.361597,-0.565414
16.996435,3.360573,-0.567617
16.998032,3.359548,-0.569819
16.999630,3.358522,-0.572019
17.001228,3.357495,-0.574217
17.002827,3.356468,-0.576414
17.004427,3.355440,-0.578609
17.006028,3.354411,-0.580803
17.007630,3.353382,-0.582995
17.009232,3.352351,-0.585185
17.010836,3.351320,-0.587374
17.012440,3.350288,-0.589561
17.014045,3.349256,-0.591747
17.015650,3.348223,-0.593931
17.017257,3.347188,-0.596113
17.018864,3.346154,-0.598294
17.020472,3.345118,-0.600473
17.022081,3.344082,-0.602650
17.023691,3.343045,-0.604826
17.025302,3.342007,-0.607000
17.026913,3.340968,-0.609172
17.028525,3.339929,-0.611343
17.030138,3.338889,-0.613512
17.031752,3.337849,-0.615679
17.033367,3.336807,-0.617845
17.034983,3.335765,-0.620008
17.036599,3.334722,-0.622170
17.038216,3.333679,-0.624331
17.039834,3.332635,-0.626490
17.041453,3.331590,-0.628646
17.043073,3.330544,-0.630802
17.044694,3.329498,-0.632955
17.046315,3.328451,-0.635107
17.047937,3.327403,-0.637257
17.049561,3.326355,-0.639405
17.051185,3.325306,-0.641551
17.052809,3.324256,-0.643696
17.054435,3.323205,-0.645839
17.056061,3.322154,-0.647980
17.057689,3.321103,-0.650119
17.059317,3.320050,-0.652256
17.060946,3.318997,-0.654392
17.062576,3.317943,-0.656526
17.064207,3.316889,-0.658658
17.065838,3.315834,-0.660788
17.067471,3.314778,-0.662916
17.069104,3.313722,-0.665043
17.070738,3.312665,-0.667167
17.072374,3.311608,-0.669290
17.074010,3.310549,-0.671411
17.075646,3.309490,-0.673530
17.077284,3.308431,-0.675647
17.078923,3.307371,-0.677762
17.080562,3.306310,-0.679876
17.082202,3.305249,-0.681987
17.083843,3.304187,-0.684097
17.085485,3.303124,-0.686205
17.087128,3.302061,-0.688311
17.088772,3.300998,-0.690415
17.090417,3.299933,-0.692517
17.092062,3.298868,-0.694617
17.093709,3.297803,-0.696715
17.095356,3.296737,-0.698811
17.097004,3.295670,-0.700906
17.098653,3.294603,-0.702998
17.100303,3.293535,-0.705088
17.101954,3.292466,-0.707177
17.103606,3.291398,-0.709263
17.105258,3.290328,-0.711348
17.106912,3.289258,-0.713430
17.108566,3.288187,-0.715511
17.110221,3.287116,-0.717589
17.111878,3.286044,-0.719666
17.113535,3.284972,-0.721740
17.115193,3.283899,-0.723813
17.116852,3.282826,-0.725883
17.118511,3.281752,-0.727952
17.120172,3.280678,-0.730018
17.121834,3.279603,-0.732083
17.123496,3.278527,-0.734145
17.125160,3.277451,-0.736205
17.126824,3.276375,-0.738264
17.128489,3.275298,-0.740320
17.130155,3.274220,-0.742374
17.131822,3.273142,-0.744426
17.133490,3.272064,-0.746476
17.135159,3.270985,-0.748524
17.136829,3.269905,-0.750570
17.138499,3.268826,-0.752613
17.140171,3.267745,-0.754655
17.141844,3.266664,-0.756695
17.143517,3.265583,-0.758732
17.145191,3.264501,-0.760767
17.146867,3.263419,-0.762800
17.148543,3.262336,-0.764832
17.150220,3.261253,-0.766860
17.151898,3.260169,-0.768887
17.153577,3.259085,-0.770912
17.155257,3.258001,-0.772934
17.156938,3.256916,-0.774954
17.158620,3.255830,-0.776973
17.160302,3.254745,-0.778988
17.161986,3.253658,-0.781002
17.163671,3.252572,-0.783014
17.165356,3.251485,-0.785023
17.167043,3.250397,-0.787030
17.168730,3.249309,-0.789035
17.170419,3.248221,-0.791038
17.172108,3.247132,-0.793039
17.173798,3.246043,-0.795037
17.175489,3.244954,-0.797033
17.177181,3.243864,-0.799027
17.178874,3.242774,-0.801018
17.180569,3.241683,-0.803008
17.182263,3.240592,-0.804995
17.183959,3.239501,-0.806980
17.185656,3.238409,-0.808962
17.187354,3.237317,-0.810942
17.189053,3.236225,-0.812920
17.190753,3.235132,-0.814896
17.192453,3.234039,-0.816870
17.194155,3.232945,-0.818841
17.195858,3.231852,-0.820810
17.197561,3.230758,-0.822776
17.199266,3.229663,-0.824740
17.200971,3.228569,-0.826702
17.202678,3.227474,-0.828662
17.204385,3.226378,-0.830619
17.206094,3.225283,-0.832574
17.207803,3.224187,-0.834526
17.209514,3.223090,-0.836476
17.211225,3.221994,-0.838424
17.212937,3.220897,-0.840370
17.214650,3.219800,-0.842313
17.216365,3.218702,-0.844253
17.218080,3.217605,-0.846192
17.219796,3.216507,-0.848128
17.221513,3.215409,-0.850061
17.223232,3.214310,-0.851992
17.224951,3.213212,-0.853921
17.226671,3.212113,-0.855847
17.228392,3.211014,-0.857771
17.230114,3.209914,-0.859693
17.231837,3.208814,-0.861612
17.233561,3.207715,-0.863528
17.235286,3.206615,-0.865442
17.237012,3.205514,-0.867354
17.238739,3.204414,-0.869263
17.240467,3.203313,-0.871170
17.242196,3.202212,-0.873074
17.243927,3.201111,-0.874976
17.245658,3.200010,-0.876875
17.247390,3.198908,-0.878772
17.249123,3.197806,-0.880667
17.250857,3.196704,-0.882558
17.252592,3.195602,-0.884448
17.254328,3.194500,-0.886335
17.256065,3.193398,-0.888219
17.257803,3.192295,-0.890101
17.259542,3.191193,-0.891980
17.261282,3.190090,-0.893857
17.263023,3.188987,-0.895731
17.264765,3.187884,-0.897603
17.266508,3.186780,-0.899472
17.268252,3.185677,-0.901338
17.269997,3.184574,-0.903202
17.271743,3.183470,-0.905063
17.273490,3.182366,-0.906922
17.275239,3.181262,-0.908778
17.276988,3.180159,-0.910632
17.278738,3.179055,-0.912483
17.280489,3.177950,-0.914331
17.282241,3.176846,-0.916177
17.283995,3.175742,-0.918020
17.285749,3.174638,-0.919861
17.287504,3.173533,-0.921699
17.289260,3.172429,-0.923534
17.291018,3.171324,-0.925367
17.292776,3.170220,-0.927197
17.294535,3.169115,-0.929024
17.296296,3.168010,-0.930849
17.298057,3.166906,-0.932671
17.299820,3.165801,-0.934490
17.301583,3.164696,-0.936307
17.303348,3.163591,-0.938121
17.305113,3.162487,-0.939933
17.306880,3.161382,-0.941741
17.308648,3.160277,-0.943547
17.310416,3.159172,-0.945350
17.312186,3.158067,-0.947151
17.313957,3.156963,-0.948949
17.315729,3.155858,-0.950744
17.317501,3.154753,-0.952536
17.319275,3.153649,-0.954326
17.321050,3.152544,-0.956112
17.322826,3.151439,-0.957897
17.324603,3.150335,-0.959678
17.326381,3.149230,-0.961457
17.328160,3.148126,-0.963232
17.329941,3.147021,-0.965005
17.331722,3.145917,-0.966776
17.333504,3.144813,-0.968543
17.335287,3.143709,-0.970308
17.337072,3.142604,-0.972070
17.338857,3.141500,-0.973829
17.340644,3.140397,-0.975585
17.342431,3.139293,-0.977339
17.344220,3.138189,-0.979089
17.346009,3.137085,-0.980837
17.347800,3.135982,-0.982582
17.349592,3.134879,-0.984324
17.351385,3.133776,-0.986064
17.353178,3.132672,-0.987800
17.354973,3.131570,-0.989534
17.356769,3.130467,-0.991265
17.358566,3.129364,-0.992992
17.360365,3.128262,-0.994717
17.362164,3.127159,-0.996440
17.363964,3.126057,-0.998159
17.365765,3.124955,-0.999875
17.367568,3.123854,-1.001589
17.369371,3.122752,-1.003299
17.371176,3.121651,-1.005007
17.372981,3.120550,-1.006712
17.374788,3.119449,-1.008413
17.376596,3.118348,-1.010112
17.378405,3.117248,-1.011808
17.380215,3.116147,-1.013501
17.382025,3.115047,-1.015191
17.383838,3.113947,-1.016878
17.385651,3.112848,-1.018562
17.387465,3.111749,-1.020244
17.389280,3.110650,-1.021922
17.391097,3.109551,-1.023597
17.392914,3.108452,-1.025269
17.394732,3.107354,-1.026939
17.396552,3.106256,-1.028605
17.398373,3.105158,-1.030268
17.400195,3.104061,-1.031928
17.402017,3.102964,-1.033586
17.403841,3.101867,-1.035240
17.405666,3.100771,-1.036891
17.407492,3.099674,-1.038539
17.409320,3.098579,-1.040185
17.411148,3.097483,-1.041827
17.412977,3.096388,-1.043466
17.414808,3.095293,-1.045102
17.416639,3.094199,-1.046735
17.418472,3.093104,-1.048365
17.420306,3.092011,-1.049991
17.422141,3.090917,-1.051615
17.423976,3.089824,-1.053236
17.425813,3.088732,-1.054853
17.427652,3.087639,-1.056468
17.429491,3.086548,-1.058079
17.431331,3.085456,-1.059688
17.433173,3.084365,-1.061293
17.435015,3.083274,-1.062895
17.436859,3.082184,-1.064494
17.438703,3.081094,-1.066090
17.440549,3.080005,-1.067682
17.442396,3.078916,-1.069272
17.444244,3.077827,-1.070858
17.446093,3.076739,-1.072442
17.447943,3.075652,-1.074022
17.449795,3.074565,-1.075599
17.451647,3.073478,-1.077172
17.453500,3.072392,-1.078743
17.455355,3.071306,-1.080310
17.457211,3.070221,-1.081875
17.459068,3.069136,-1.083436
17.460925,3.068052,-1.084994
17.462785,3.066968,-1.086548
17.464645,3.065885,-1.088100
17.466506,3.064802,-1.089648
17.468368,3.063720,-1.091193
17.470232,3.062638,-1.092735
17.472096,3.061557,-1.094273
17.473962,3.060476,-1.095809
17.475829,3.059396,-1.097341
17.477697,3.058317,-1.098870
17.479566,3.057238,-1.100395
17.481436,3.056159,-1.101917
17.483307,3.055082,-1.103436
17.485179,3.054004,-1.104952
17.487053,3.052928,-1.106465
17.488927,3.051852,-1.107974
17.490803,3.050776,-1.109480
17.492680,3.049701,-1.110983
17.494558,3.048627,-1.112482
17.496437,3.047554,-1.113978
17.498317,3.046481,-1.115471
17.500198,3.045408,-1.116960
17.502081,3.044337,-1.118446
17.503964,3.043266,-1.119929
17.505849,3.042195,-1.121408
17.507734,3.041126,-1.122884
17.509621,3.040056,-1.124357
17.511509,3.038988,-1.125827
17.513398,3.037920,-1.127293
17.515289,3.036853,-1.128755
17.517180,3.035787,-1.130215
17.519072,3.034721,-1.131671
17.520966,3.033656,-1.133123
17.522861,3.032592,-1.134572
17.524756,3.031529,-1.136018
17.526653,3.030466,-1.137460
17.528551,3.029404,-1.138899
17.530450,3.028343,-1.140335
17.532351,3.027282,-1.141767
17.534252,3.026222,-1.143196
17.536155,3.025163,-1.144621
17.538058,3.024105,-1.146043
17.539963,3.023047,-1.147462
17.541869,3.021991,-1.148877
17.543776,3.020935,-1.150288
17.545684,3.019880,-1.151697
17.547594,3.018825,-1.153101
17.549504,3.017772,-1.154503
17.551415,3.016719,-1.155900
17.553328,3.015667,-1.157295
17.555242,3.014616,-1.158686
17.557157,3.013566,-1.160073
17.559073,3.012516,-1.161457
17.560990,3.011467,-1.162837
17.562908,3.010420,-1.164214
17.564828,3.009373,-1.165587
17.566748,3.008327,-1.166957
17.568670,3.007282,-1.168324
17.570593,3.006237,-1.169686
17.572516,3.005194,-1.171046
17.574441,3.004152,-1.172401
17.576368,3.003110,-1.173754
17.578295,3.002069,-1.175102
17.580223,3.001029,-1.176447
17.582153,2.999991,-1.177789
17.584083,2.998953,-1.179127
17.586015,2.997916,-1.180462
17.587948,2.996880,-1.181792
17.589882,2.995844,-1.183120
17.591817,2.994810,-1.184444
17.593754,2.993777,-1.185764
17.595691,2.992745,-1.187080
17.597630,2.991713,-1.188393
17.599569,2.990683,-1.189703
17.601510,2.989654,-1.191008
17.603452,2.988626,-1.192311
17.605395,2.987598,-1.193609
17.607339,2.986572,-1.194904
17.609284,2.985547,-1.196195
17.611231,2.984522,-1.197483
17.613178,2.983499,-1.198767
17.615127,2.982477,-1.200047
17.617077,2.981456,-1.201324
17.619028,2.980435,-1.202597
17.620980,2.979416,-1.203867
17.622933,2.978398,-1.205132
17.624887,2.977381,-1.206395
17.626843,2.976365,-1.207653
17.628799,2.975351,-1.208908
17.630757,2.974337,-1.210159
17.632716,2.973324,-1.211406
17.634676,2.972313,-1.212650
17.636637,2.971302,-1.213890
17.638599,2.970293,-1.215126
17.640562,2.969285,-1.216359
17.642526,2.968277,-1.217587
17.644492,2.967272,-1.218813
17.646459,2.966267,-1.220034
17.648426,2.965263,-1.221252
17.650395,2.964261,-1.222466
17.652365,2.963259,-1.223676
17.654336,2.962259,-1.224882
17.656309,2.961260,-1.226085
17.658282,2.960262,-1.227284
17.660256,2.959265,-1.228479
17.662232,2.958270,-1.229670
17.664209,2.957276,-1.230858
17.666187,2.956283,-1.232042
17.668166,2.955291,-1.233222
17.670146,2.954300,-1.234398
17.672127,2.953311,-1.235571
17.674109,2.952323,-1.236740
17.676093,2.951336,-1.237905
17.678077,2.950350,-1.239066
17.680063,2.949366,-1.240223
17.682050,2.948383,-1.241376
17.684037,2.947401,-1.242526
17.686026,2.946420,-1.243672
17.688017,2.945441,-1.244814
17.690008,2.944463,-1.245952
17.692000,2.943486,-1.247086
17.693994,2.942511,-1.248217
17.695988,2.941536,-1.249343
17.697984,2.940564,-1.250466
17.699981,2.939592,-1.251585
17.701978,2.938622,-1.252700
17.703977,2.937653,-1.253811
17.705978,2.936685,-1.254919
17.707979,2.935719,-1.256022
17.709981,2.934754,-1.257122
17.711984,2.933791,-1.258217
17.713989,2.932829,-1.259309
17.715995,2.931868,-1.260397
17.718001,2.930909,-1.261481
17.720009,2.929951,-1.262561
17.722018,2.928994,-1.263637
17.724028,2.928039,-1.264709
17.726039,2.927086,-1.265777
17.728052,2.926133,-1.266842
17.730065,2.925182,-1.267902
17.732079,2.924233,-1.268959
17.734095,2.923285,-1.270011
17.736112,2.922338,-1.271060
17.738129,2.921393,-1.272104
