phi,r,z
34.733838,10.125212,4.291191
34.734086,10.125495,4.291891
34.734334,10.125778,4.292591
34.734582,10.126061,4.293290
34.734830,10.126344,4.293989
34.735078,10.126627,4.294688
34.735325,10.126909,4.295386
34.735573,10.127192,4.296084
34.735821,10.127474,4.296782
34.736069,10.127756,4.297479
34.736317,10.128039,4.298177
34.736565,10.128321,4.298874
34.736812,10.128603,4.299570
34.737060,10.128885,4.300267
34.737308,10.129166,4.300963
34.737556,10.129448,4.301658
34.737803,10.129730,4.302354
34.738051,10.130011,4.303049
34.738299,10.130292,4.303744
34.738546,10.130574,4.304438
34.738794,10.130855,4.305133
34.739042,10.131136,4.305827
34.739290,10.131417,4.306520
34.739537,10.131698,4.307214
34.739785,10.131978,4.307907
34.740032,10.132259,4.308600
34.740280,10.132539,4.309292
34.740528,10.132820,4.309984
34.740775,10.133100,4.310676
34.741023,10.133380,4.311368
34.741270,10.133660,4.312059
34.741518,10.133940,4.312750
34.741765,10.134220,4.313441
34.742013,10.134500,4.314131
34.742261,10.134779,4.314821
34.742508,10.135059,4.315511
34.742756,10.135338,4.316201
34.743003,10.135618,4.316890
34.743250,10.135897,4.317579
34.743498,10.136176,4.318267
34.743745,10.136455,4.318956
34.743993,10.136734,4.319644
34.744240,10.137013,4.320332
34.744488,10.137291,4.321019
34.744735,10.137570,4.321706
34.744982,10.137848,4.322393
34.745230,10.138127,4.323080
34.745477,10.138405,4.323766
34.745725,10.138683,4.324452
34.745972,10.138961,4.325138
34.746219,10.139239,4.325823
34.746467,10.139517,4.326508
34.746714,10.139795,4.327193
34.746961,10.140072,4.327877
34.747208,10.140350,4.328562
34.747456,10.140627,4.329245
34.747703,10.140904,4.329929
34.747950,10.141182,4.330612
34.748197,10.141459,4.331295
34.748445,10.141736,4.331978
34.748692,10.142012,4.332660
34.748939,10.142289,4.333343
34.749186,10.142566,4.334024
34.749433,10.142842,4.334706
34.749681,10.143119,4.335387
34.749928,10.143395,4.336068
34.750175,10.143671,4.336749
34.750422,10.143948,4.337429
34.750669,10.144224,4.338109
34.750916,10.144499,4.338789
34.751163,10.144775,4.339468
34.751410,10.145051,4.340147
34.751657,10.145327,4.340826
34.751905,10.145602,4.341505
34.752152,10.145877,4.342183
34.752399,10.146153,4.342861
34.752646,10.146428,4.343539
34.752893,10.146703,4.344216
34.753140,10.146978,4.344893
34.753387,10.147253,4.345570
34.753634,10.147528,4.346246
34.753881,10.147802,4.346923
34.754128,10.148077,4.347599
34.754374,10.148351,4.348274
34.754621,10.148626,4.348949
34.754868,10.148900,4.349624
34.755115,10.149174,4.350299
34.755362,10.149448,4.350974
34.755609,10.149722,4.351648
34.755856,10.149996,4.352321
34.756103,10.150269,4.352995
34.756350,10.150543,4.353668
34.756596,10.150816,4.354341
34.756843,10.151090,4.355014
34.757090,10.151363,4.355686
34.757337,10.151636,4.356358
34.757584,10.151909,4.357030
34.757830,10.152182,4.357701
34.758077,10.152455,4.358372
34.758324,10.152728,4.359043
34.758571,10.153001,4.359714
34.758817,10.153273,4.360384
34.759064,10.153546,4.361054
34.759311,10.153818,4.361724
34.759558,10.154090,4.362393
34.759804,10.154362,4.363062
34.760051,10.154635,4.363731
34.760298,10.154906,4.364399
34.760544,10.155178,4.365068
34.760791,10.155450,4.365735
34.761038,10.155722,4.366403
34.761284,10.155993,4.367070
34.761531,10.156265,4.367737
34.761777,10.156536,4.368404
34.762024,10.156807,4.369070
34.762271,10.157078,4.369737
34.762517,10.157349,4.370402
34.762764,10.157620,4.371068
34.763010,10.157891,4.371733
34.763257,10.158162,4.372398
34.763503,10.158432,4.373063
34.763750,10.158703,4.373727
34.763996,10.158973,4.374391
34.764243,10.159243,4.375055
34.764489,10.159514,4.375718
34.764736,10.159784,4.376381
34.764982,10.160054,4.377044
34.765229,10.160323,4.377707
34.765475,10.160593,4.378369
34.765721,10.160863,4.379031
34.765968,10.161132,4.379692
34.766214,10.161402,4.380354
34.766461,10.161671,4.381015
34.766707,10.161941,4.381675
34.766953,10.162210,4.382336
34.767200,10.162479,4.382996
34.767446,10.162748,4.383656
34.767692,10.163016,4.384316
34.767939,10.163285,4.384975
34.768185,10.163554,4.385634
34.768431,10.163822,4.386292
34.768677,10.164091,4.386951
34.768924,10.164359,4.387609
34.769170,10.164627,4.388267
34.769416,10.164896,4.388924
34.769662,10.165164,4.389581
34.769909,10.165431,4.390238
34.770155,10.165699,4.390895
34.770401,10.165967,4.391551
34.770647,10.166235,4.392207
34.770893,10.166502,4.392863
34.771140,10.166770,4.393518
34.771386,10.167037,4.394173
34.771632,10.167304,4.394828
34.771878,10.167571,4.395483
34.772124,10.167838,4.396137
34.772370,10.168105,4.396791
34.772616,10.168372,4.397444
34.772862,10.168639,4.398098
34.773109,10.168905,4.398751
34.773355,10.169172,4.399404
34.773601,10.169438,4.400056
34.773847,10.169704,4.400708
34.774093,10.169970,4.401360
34.774339,10.170237,4.402011
34.774585,10.170503,4.402663
34.774831,10.170768,4.403314
34.775077,10.171034,4.403964
34.775323,10.171300,4.404615
34.775569,10.171565,4.405265
34.775815,10.171831,4.405914
34.776061,10.172096,4.406564
34.776307,10.172362,4.407213
34.776552,10.172627,4.407862
34.776798,10.172892,4.408511
34.777044,10.173157,4.409159
34.777290,10.173422,4.409807
34.777536,10.173686,4.410454
34.777782,10.173951,4.411102
34.778028,10.174216,4.411749
34.778274,10.174480,4.412396
34.778519,10.174745,4.413042
34.778765,10.175009,4.413688
34.779011,10.175273,4.414334
34.779257,10.175537,4.414980
34.779503,10.175801,4.415625
34.779748,10.176065,4.416270
34.779994,10.176329,4.416915
34.780240,10.176592,4.417559
34.780486,10.176856,4.418203
34.780731,10.177119,4.418847
34.780977,10.177383,4.419491
34.781223,10.177646,4.420134
34.781468,10.177909,4.420777
34.781714,10.178172,4.421419
34.781960,10.178435,4.422062
34.782205,10.178698,4.422704
34.782451,10.178961,4.423346
34.782697,10.179223,4.423987
34.782942,10.179486,4.424628
34.783188,10.179748,4.425269
34.783434,10.180011,4.425909
34.783679,10.180273,4.426550
34.783925,10.180535,4.427190
34.784170,10.180797,4.427829
34.784416,10.181059,4.428469
34.784662,10.181321,4.429108
34.784907,10.181583,4.429746
34.785153,10.181845,4.430385
34.785398,10.182106,4.431023
34.785644,10.182368,4.431661
34.785889,10.182629,4.432298
34.786135,10.182890,4.432936
34.786380,10.183151,4.433573
34.786626,10.183412,4.434209
34.786871,10.183673,4.434846
34.787116,10.183934,4.435482
34.787362,10.184195,4.436118
34.787607,10.184456,4.436753
34.787853,10.184716,4.437388
34.788098,10.184977,4.438023
34.788343,10.185237,4.438658
34.788589,10.185497,4.439292
34.788834,10.185758,4.439926
34.789080,10.186018,4.440560
34.789325,10.186278,4.441193
34.789570,10.186537,4.441826
34.789816,10.186797,4.442459
34.790061,10.187057,4.443092
34.790306,10.187317,4.443724
34.790551,10.187576,4.444356
34.790797,10.187835,4.444987
34.791042,10.188095,4.445619
34.791287,10.188354,4.446250
34.791533,10.188613,4.446880
34.791778,10.188872,4.447511
34.792023,10.189131,4.448141
34.792268,10.189390,4.448771
34.792513,10.189648,4.449400
34.792759,10.189907,4.450029
34.793004,10.190165,4.450658
34.793249,10.190424,4.451287
34.793494,10.190682,4.451915
34.793739,10.190940,4.452543
34.793984,10.191198,4.453171
34.794230,10.191456,4.453799
34.794475,10.191714,4.454426
34.794720,10.191972,4.455052
34.794965,10.192230,4.455679
34.795210,10.192487,4.456305
34.795455,10.192745,4.456931
34.795700,10.193002,4.457557
34.795945,10.193260,4.458182
34.796190,10.193517,4.458807
34.796435,10.193774,4.459432
34.796680,10.194031,4.460057
34.796925,10.194288,4.460681
34.797170,10.194545,4.461305
34.797415,10.194801,4.461928
34.797660,10.195058,4.462551
34.797905,10.195315,4.463174
34.798150,10.195571,4.463797
34.798395,10.195827,4.464419
34.798640,10.196084,4.465042
34.798885,10.196340,4.465663
34.799130,10.196596,4.466285
34.799375,10.196852,4.466906
34.799620,10.197108,4.467527
34.799864,10.197363,4.468147
34.800109,10.197619,4.468768
34.800354,10.197875,4.469388
34.800599,10.198130,4.470007
34.800844,10.198385,4.470627
34.801089,10.198641,4.471246
34.801334,10.198896,4.471865
34.801578,10.199151,4.472483
34.801823,10.199406,4.473101
34.802068,10.199661,4.473719
34.802313,10.199916,4.474337
34.802557,10.200170,4.474954
34.802802,10.200425,4.475571
34.803047,10.200679,4.476188
34.803292,10.200934,4.476804
34.803536,10.201188,4.477421
34.803781,10.201442,4.478036
34.804026,10.201696,4.478652
34.804271,10.201950,4.479267
34.804515,10.202204,4.479882
34.804760,10.202458,4.480497
34.805005,10.202712,4.481111
34.805249,10.202965,4.481725
34.805494,10.203219,4.482339
34.805738,10.203472,4.482952
34.805983,10.203726,4.483565
34.806228,10.203979,4.484178
34.806472,10.204232,4.484791
34.806717,10.204485,4.485403
34.806961,10.204738,4.486015
34.807206,10.204991,4.486627
34.807450,10.205244,4.487238
34.807695,10.205496,4.487849
34.807940,10.205749,4.488460
34.808184,10.206001,4.489070
34.808429,10.206254,4.489680
34.808673,10.206506,4.490290
34.808918,10.206758,4.490900
34.809162,10.207010,4.491509
34.809407,10.207262,4.492118
34.809651,10.207514,4.492727
34.809895,10.207766,4.493335
34.810140,10.208018,4.493943
34.810384,10.208269,4.494551
34.810629,10.208521,4.495158
34.810873,10.208772,4.495766
34.811117,10.209023,4.496373
34.811362,10.209275,4.496979
34.811606,10.209526,4.497585
34.811851,10.209777,4.498191
34.812095,10.210028,4.498797
34.812339,10.210278,4.499402
34.812584,10.210529,4.500008
34.812828,10.210780,4.500612
34.813072,10.211030,4.501217
34.813317,10.211281,4.501821
34.813561,10.211531,4.502425
34.813805,10.211782,4.503029
34.814049,10.212032,4.503632
34.814294,10.212282,4.504235
34.814538,10.212532,4.504838
34.814782,10.212782,4.505440
34.815026,10.213031,4.506042
34.815271,10.213281,4.506644
34.815515,10.213531,4.507245
34.815759,10.213780,4.507847
34.816003,10.214030,4.508448
34.816247,10.214279,4.509048
34.816491,10.214528,4.509648
34.816736,10.214777,4.510248
34.816980,10.215026,4.510848
34.817224,10.215275,4.511448
34.817468,10.215524,4.512047
34.817712,10.215773,4.512646
34.817956,10.216021,4.513244
34.818200,10.216270,4.513842
34.818444,10.216519,4.514440
34.818688,10.216767,4.515038
34.818933,10.217015,4.515635
34.819177,10.217263,4.516232
34.819421,10.217511,4.516829
34.819665,10.217759,4.517425
34.819909,10.218007,4.518022
34.820153,10.218255,4.518617
34.820397,10.218503,4.519213
34.820641,10.218750,4.519808
34.820885,10.218998,4.520403
34.821129,10.219245,4.520998
34.821373,10.219493,4.521592
34.821617,10.219740,4.522186
34.821860,10.219987,4.522780
34.822104,10.220234,4.523373
34.822348,10.220481,4.523967
34.822592,10.220728,4.524559
34.822836,10.220975,4.525152
34.823080,10.221221,4.525744
34.823324,10.221468,4.526336
34.823568,10.221714,4.526928
34.823812,10.221961,4.527519
34.824055,10.222207,4.528110
34.824299,10.222453,4.528701
34.824543,10.222699,4.529292
34.824787,10.222946,4.529882
34.825031,10.223191,4.530472
34.825274,10.223437,4.531061
34.825518,10.223683,4.531651
34.825762,10.223929,4.532240
34.826006,10.224174,4.532828
34.826250,10.224420,4.533417
34.826493,10.224665,4.534005
34.826737,10.224910,4.534592
34.826981,10.225155,4.535180
34.827224,10.225401,4.535767
34.827468,10.225646,4.536354
34.827712,10.225890,4.536941
34.827956,10.226135,4.537527
34.828199,10.226380,4.538113
34.828443,10.226625,4.538699
34.828687,10.226869,4.539284
34.828930,10.227114,4.539869
34.829174,10.227358,4.540454
34.829417,10.227602,4.541038
34.829661,10.227846,4.541623
34.829905,10.228090,4.542207
34.830148,10.228334,4.542790
34.830392,10.228578,4.543373
34.830635,10.228822,4.543956
34.830879,10.229066,4.544539
34.831122,10.229309,4.545122
34.831366,10.229553,4.545704
34.831610,10.229796,4.546286
34.831853,10.230040,4.546867
34.832097,10.230283,4.547448
34.832340,10.230526,4.548029
34.832584,10.230769,4.548610
34.832827,10.231012,4.549190
34.833070,10.231255,4.549770
34.833314,10.231497,4.550350
34.833557,10.231740,4.550929
34.833801,10.231983,4.551508
34.834044,10.232225,4.552087
34.834288,10.232468,4.552666
34.834531,10.232710,4.553244
34.834774,10.232952,4.553822
34.835018,10.233194,4.554400
34.835261,10.233436,4.554977
34.835505,10.233678,4.555554
34.835748,10.233920,4.556131
34.835991,10.234162,4.556707
34.836235,10.234403,4.557283
34.836478,10.234645,4.557859
34.836721,10.234887,4.558435
34.836965,10.235128,4.559010
34.837208,10.235369,4.559585
34.837451,10.235610,4.560160
34.837694,10.235852,4.560734
34.837938,10.236093,4.561308
34.838181,10.236333,4.561882
34.838424,10.236574,4.562455
34.838667,10.236815,4.563028
34.838911,10.237056,4.563601
34.839154,10.237296,4.564174
34.839397,10.237537,4.564746
34.839640,10.237777,4.565318
34.839883,10.238017,4.565890
34.840127,10.238258,4.566461
34.840370,10.238498,4.567032
34.840613,10.238738,4.567603
34.840856,10.238978,4.568173
34.841099,10.239217,4.568743
34.841342,10.239457,4.569313
34.841586,10.239697,4.569883
34.841829,10.239936,4.570452
34.842072,10.240176,4.571021
34.842315,10.240415,4.571590
34.842558,10.240655,4.572158
34.842801,10.240894,4.572726
34.843044,10.241133,4.573294
34.843287,10.241372,4.573862
34.843530,10.241611,4.574429
34.843773,10.241850,4.574996
34.844016,10.242088,4.575562
34.844259,10.242327,4.576128
34.844502,10.242566,4.576694
34.844745,10.242804,4.577260
34.844988,10.243042,4.577825
34.845231,10.243281,4.578391
34.845474,10.243519,4.578955
34.845717,10.243757,4.579520
34.845960,10.243995,4.580084
34.846203,10.244233,4.580648
34.846446,10.244471,4.581212
34.846689,10.244708,4.581775
34.846932,10.244946,4.582338
34.847174,10.245184,4.582901
34.847417,10.245421,4.583463
34.847660,10.245659,4.584025
34.847903,10.245896,4.584587
34.848146,10.246133,4.585148
34.848389,10.246370,4.585710
34.848632,10.246607,4.586270
34.848874,10.246844,4.586831
34.849117,10.247081,4.587391
34.849360,10.247318,4.587951
34.849603,10.247554,4.588511
34.849846,10.247791,4.589070
34.850088,10.248027,4.589630
34.850331,10.248264,4.590188
34.850574,10.248500,4.590747
34.850817,10.248736,4.591305
34.851059,10.248972,4.591863
34.851302,10.249208,4.592421
34.851545,10.249444,4.592978
34.851788,10.249680,4.593535
34.852030,10.249916,4.594092
34.852273,10.250152,4.594648
34.852516,10.250387,4.595204
34.852758,10.250623,4.595760
34.853001,10.250858,4.596316
34.853244,10.251093,4.596871
34.853486,10.251329,4.597426
34.853729,10.251564,4.597980
34.853971,10.251799,4.598535
34.854214,10.252034,4.599089
34.854457,10.252269,4.599643
34.854699,10.252503,4.600196
34.854942,10.252738,4.600749
34.855184,10.252973,4.601302
34.855427,10.253207,4.601854
34.855669,10.253442,4.602407
34.855912,10.253676,4.602959
34.856155,10.253910,4.603510
34.856397,10.254144,4.604062
34.856640,10.254378,4.604613
34.856882,10.254612,4.605163
34.857125,10.254846,4.605714
34.857367,10.255080,4.606264
34.857609,10.255314,4.606814
34.857852,10.255547,4.607363
34.858094,10.255781,4.607913
34.858337,10.256014,4.608462
34.858579,10.256248,4.609010
34.858822,10.256481,4.609559
34.859064,10.256714,4.610107
34.859307,10.256947,4.610654
34.859549,10.257180,4.611202
34.859791,10.257413,4.611749
34.860034,10.257646,4.612296
34.860276,10.257879,4.612842
34.860518,10.258111,4.613389
34.860761,10.258344,4.613935
34.861003,10.258576,4.614480
34.861245,10.258809,4.615026
34.861488,10.259041,4.615571
34.861730,10.259273,4.616115
34.861972,10.259505,4.616660
34.862215,10.259737,4.617204
34.862457,10.259969,4.617748
34.862699,10.260201,4.618291
34.862941,10.260433,4.618835
34.863184,10.260665,4.619378
34.863426,10.260896,4.619920
34.863668,10.261128,4.620463
34.863910,10.261359,4.621005
34.864153,10.261590,4.621547
34.864395,10.261822,4.622088
34.864637,10.262053,4.622629
34.864879,10.262284,4.623170
34.865121,10.262515,4.623711
34.865363,10.262746,4.624251
34.865606,10.262976,4.624791
34.865848,10.263207,4.625331
34.866090,10.263438,4.625870
34.866332,10.263668,4.626409
34.866574,10.263899,4.626948
34.866816,10.264129,4.627486
34.867058,10.264359,4.628024
34.867300,10.264589,4.628562
34.867543,10.264820,4.629100
34.867785,10.265050,4.629637
34.868027,10.265279,4.630174
34.868269,10.265509,4.630711
34.868511,10.265739,4.631247
34.868753,10.265969,4.631783
34.868995,10.266198,4.632319
34.869237,10.266428,4.632855
34.869479,10.266657,4.633390
34.869721,10.266886,4.633925
34.869963,10.267116,4.634459
34.870205,10.267345,4.634994
34.870447,10.267574,4.635528
34.870689,10.267803,4.636061
34.870931,10.268032,4.636595
34.871173,10.268260,4.637128
34.871415,10.268489,4.637661
34.871656,10.268718,4.638193
34.871898,10.268946,4.638725
34.872140,10.269175,4.639257
34.872382,10.269403,4.639789
34.872624,10.269631,4.640320
34.872866,10.269859,4.640851
34.873108,10.270087,4.641382
34.873350,10.270315,4.641912
34.873591,10.270543,4.642442
34.873833,10.270771,4.642972
34.874075,10.270999,4.643502
34.874317,10.271226,4.644031
34.874559,10.271454,4.644560
34.874801,10.271682,4.645088
34.875042,10.271909,4.645617
34.875284,10.272136,4.646145
34.875526,10.272363,4.646672
34.875768,10.272591,4.647200
34.876009,10.272818,4.647727
34.876251,10.273045,4.648254
34.876493,10.273271,4.648780
34.876735,10.273498,4.649306
34.876976,10.273725,4.649832
34.877218,10.273951,4.650358
34.877460,10.274178,4.650883
34.877701,10.274404,4.651408
34.877943,10.274631,4.651933
34.878185,10.274857,4.652457
34.878426,10.275083,4.652981
34.878668,10.275309,4.653505
34.878910,10.275535,4.654029
34.879151,10.275761,4.654552
34.879393,10.275987,4.655075
34.879634,10.276213,4.655598
34.879876,10.276438,4.656120
34.880118,10.276664,4.656642
34.880359,10.276890,4.657164
34.880601,10.277115,4.657685
34.880842,10.277340,4.658206
34.881084,10.277565,4.658727
34.881325,10.277791,4.659248
34.881567,10.278016,4.659768
34.881809,10.278241,4.660288
34.882050,10.278466,4.660807
34.882292,10.278690,4.661327
34.882533,10.278915,4.661846
34.882775,10.279140,4.662364
34.883016,10.279364,4.662883
34.883258,10.279589,4.663401
34.883499,10.279813,4.663919
34.883740,10.280037,4.664436
34.883982,10.280262,4.664954
34.884223,10.280486,4.665470
34.884465,10.280710,4.665987
34.884706,10.280934,4.666503
34.884948,10.281158,4.667019
34.885189,10.281381,4.667535
34.885430,10.281605,4.668051
34.885672,10.281829,4.668566
34.885913,10.282052,4.669081
34.886154,10.282276,4.669595
34.886396,10.282499,4.670109
34.886637,10.282722,4.670623
34.886878,10.282945,4.671137
34.887120,10.283168,4.671650
34.887361,10.283391,4.672163
34.887602,10.283614,4.672676
34.887844,10.283837,4.673189
34.888085,10.284060,4.673701
34.888326,10.284283,4.674213
34.888568,10.284505,4.674724
34.888809,10.284728,4.675235
34.889050,10.284950,4.675746
34.889291,10.285172,4.676257
34.889533,10.285395,4.676767
34.889774,10.285617,4.677277
34.890015,10.285839,4.677787
34.890256,10.286061,4.678297
34.890497,10.286283,4.678806
34.890739,10.286505,4.679315
34.890980,10.286726,4.679823
34.891221,10.286948,4.680331
34.891462,10.287170,4.680839
34.891703,10.287391,4.681347
34.891944,10.287612,4.681854
34.892185,10.287834,4.682361
34.892427,10.288055,4.682868
34.892668,10.288276,4.683375
34.892909,10.288497,4.683881
34.893150,10.288718,4.684387
34.893391,10.288939,4.684892
34.893632,10.289160,4.685397
34.893873,10.289381,4.685902
34.894114,10.289601,4.686407
34.894355,10.289822,4.686911
34.894596,10.290042,4.687415
34.894837,10.290263,4.687919
34.895078,10.290483,4.688423
34.895319,10.290703,4.688926
34.895560,10.290923,4.689429
34.895801,10.291143,4.689931
34.896042,10.291363,4.690434
34.896283,10.291583,4.690935
34.896524,10.291803,4.691437
34.896765,10.292023,4.691939
34.897006,10.292242,4.692440
34.897247,10.292462,4.692940
34.897488,10.292681,4.693441
34.897729,10.292901,4.693941
34.897970,10.293120,4.694441
34.898211,10.293339,4.694940
34.898452,10.293558,4.695440
34.898693,10.293777,4.695939
34.898934,10.293996,4.696437
34.899174,10.294215,4.696936
34.899415,10.294434,4.697434
34.899656,10.294653,4.697932
34.899897,10.294871,4.698429
34.900138,10.295090,4.698926
34.900379,10.295308,4.699423
34.900619,10.295527,4.699920
34.900860,10.295745,4.700416
34.901101,10.295963,4.700912
34.901342,10.296181,4.701408
34.901583,10.296399,4.701903
34.901823,10.296617,4.702398
34.902064,10.296835,4.702893
34.902305,10.297053,4.703387
34.902546,10.297271,4.703881
34.902786,10.297488,4.704375
34.903027,10.297706,4.704869
34.903268,10.297923,4.705362
34.903509,10.298141,4.705855
34.903749,10.298358,4.706348
34.903990,10.298575,4.706840
34.904231,10.298792,4.707332
34.904471,10.299009,4.707824
34.904712,10.299226,4.708316
34.904953,10.299443,4.708807
34.905193,10.299660,4.709298
34.905434,10.299877,4.709788
34.905675,10.300093,4.710279
34.905915,10.300310,4.710769
34.906156,10.300526,4.711258
34.906396,10.300743,4.711748
34.906637,10.300959,4.712237
34.906878,10.301175,4.712725
34.907118,10.301391,4.713214
34.907359,10.301607,4.713702
34.907599,10.301823,4.714190
34.907840,10.302039,4.714678
34.908080,10.302255,4.715165
34.908321,10.302471,4.715652
34.908561,10.302686,4.716139
34.908802,10.302902,4.716625
34.909042,10.303117,4.717111
34.909283,10.303333,4.717597
34.909523,10.303548,4.718082
34.909764,10.303763,4.718568
34.910004,10.303978,4.719052
34.910245,10.304193,4.719537
34.910485,10.304408,4.720021
34.910726,10.304623,4.720505
34.910966,10.304838,4.720989
34.911207,10.305053,4.721472
34.911447,10.305267,4.721955
34.911687,10.305482,4.722438
34.911928,10.305696,4.722921
34.912168,10.305911,4.723403
34.912409,10.306125,4.723885
34.912649,10.306339,4.724366
34.912889,10.306553,4.724848
34.913130,10.306768,4.725329
34.913370,10.306981,4.725809
34.913610,10.307195,4.726290
34.913851,10.307409,4.726770
34.914091,10.307623,4.727250
34.914331,10.307837,4.727729
34.914572,10.308050,4.728208
34.914812,10.308264,4.728687
34.915052,10.308477,4.729166
34.915292,10.308690,4.729644
34.915533,10.308904,4.730122
34.915773,10.309117,4.730600
34.916013,10.309330,4.731077
34.916254,10.309543,4.731554
34.916494,10.309756,4.732031
34.916734,10.309969,4.732508
34.916974,10.310181,4.732984
34.917214,10.310394,4.733460
34.917455,10.310607,4.733936
34.917695,10.310819,4.734411
34.917935,10.311032,4.734886
34.918175,10.311244,4.735361
34.918415,10.311456,4.735835
34.918655,10.311668,4.736309
34.918896,10.311881,4.736783
34.919136,10.312093,4.737256
34.919376,10.312305,4.737730
34.919616,10.312516,4.738202
34.919856,10.312728,4.738675
34.920096,10.312940,4.739147
34.920336,10.313152,4.739619
34.920576,10.313363,4.740091
34.920816,10.313575,4.740563
34.921057,10.313786,4.741034
34.921297,10.313997,4.741504
34.921537,10.314208,4.741975
34.921777,10.314420,4.742445
34.922017,10.314631,4.742915
34.922257,10.314842,4.743385
34.922497,10.315052,4.743854
34.922737,10.315263,4.744323
34.922977,10.315474,4.744792
34.923217,10.315685,4.745260
34.923457,10.315895,4.745728
34.923697,10.316106,4.746196
34.923937,10.316316,4.746664
34.924177,10.316526,4.747131
34.924417,10.316737,4.747598
34.924657,10.316947,4.748064
34.924897,10.317157,4.748531
34.925136,10.317367,4.748997
34.925376,10.317577,4.749462
34.925616,10.317787,4.749928
34.925856,10.317996,4.750393
34.926096,10.318206,4.750858
34.926336,10.318416,4.751322
34.926576,10.318625,4.751787
34.926816,10.318835,4.752250
34.927056,10.319044,4.752714
34.927295,10.319253,4.753177
34.927535,10.319462,4.753640
34.927775,10.319672,4.754103
34.928015,10.319881,4.754566
34.928255,10.320090,4.755028
34.928494,10.320298,4.755489
34.928734,10.320507,4.755951
34.928974,10.320716,4.756412
34.929214,10.320925,4.756873
34.929454,10.321133,4.757334
34.929693,10.321342,4.757794
34.929933,10.321550,4.758254
34.930173,10.321758,4.758714
34.930413,10.321966,4.759173
34.930652,10.322175,4.759632
34.930892,10.322383,4.760091
34.931132,10.322591,4.760550
34.931371,10.322799,4.761008
34.931611,10.323006,4.761466
34.931851,10.323214,4.761924
34.932091,10.323422,4.762381
34.932330,10.323629,4.762838
34.932570,10.323837,4.763295
34.932810,10.324044,4.763751
34.933049,10.324252,4.764207
34.933289,10.324459,4.764663
34.933528,10.324666,4.765119
34.933768,10.324873,4.765574
34.934008,10.325080,4.766029
34.934247,10.325287,4.766483
34.934487,10.325494,4.766938
34.934726,10.325701,4.767392
34.934966,10.325908,4.767845
34.935206,10.326114,4.768299
34.935445,10.326321,4.768752
34.935685,10.326527,4.769205
34.935924,10.326734,4.769657
34.936164,10.326940,4.770110
34.936403,10.327146,4.770562
34.936643,10.327352,4.771013
34.936882,10.327558,4.771465
34.937122,10.327764,4.771916
34.937361,10.327970,4.772366
34.937601,10.328176,4.772817
34.937840,10.328382,4.773267
34.938080,10.328588,4.773717
34.938319,10.328793,4.774166
34.938559,10.328999,4.774615
34.938798,10.329204,4.775064
34.939037,10.329410,4.775513
34.939277,10.329615,4.775961
34.939516,10.329820,4.776409
34.939756,10.330025,4.776857
34.939995,10.330230,4.777305
34.940235,10.330435,4.777752
34.940474,10.330640,4.778199
34.940713,10.330845,4.778645
34.940953,10.331050,4.779091
34.941192,10.331254,4.779537
34.941431,10.331459,4.779983
34.941671,10.331663,4.780428
34.941910,10.331868,4.780873
34.942149,10.332072,4.781318
34.942389,10.332276,4.781762
34.942628,10.332480,4.782207
34.942867,10.332685,4.782650
34.943107,10.332889,4.783094
34.943346,10.333093,4.783537
34.943585,10.333296,4.783980
34.943824,10.333500,4.784423
34.944064,10.333704,4.784865
34.944303,10.333908,4.785307
34.944542,10.334111,4.785749
34.944781,10.334315,4.786190
34.945021,10.334518,4.786632
34.945260,10.334721,4.787072
34.945499,10.334924,4.787513
34.945738,10.335128,4.787953
34.945977,10.335331,4.788393
34.946217,10.335534,4.788833
34.946456,10.335737,4.789272
34.946695,10.335939,4.789711
34.946934,10.336142,4.790150
34.947173,10.336345,4.790588
34.947412,10.336547,4.791027
34.947652,10.336750,4.791464
34.947891,10.336952,4.791902
34.948130,10.337155,4.792339
34.948369,10.337357,4.792776
34.948608,10.337559,4.793213
34.948847,10.337761,4.793649
34.949086,10.337964,4.794085
34.949325,10.338165,4.794521
34.949564,10.338367,4.794956
34.949803,10.338569,4.795392
34.950042,10.338771,4.795826
34.950281,10.338973,4.796261
34.950521,10.339174,4.796695
34.950760,10.339376,4.797129
34.950999,10.339577,4.797563
34.951238,10.339778,4.797996
34.951477,10.339980,4.798429
34.951716,10.340181,4.798862
34.951955,10.340382,4.799294
34.952194,10.340583,4.799727
34.952433,10.340784,4.800158
34.952671,10.340985,4.800590
34.952910,10.341186,4.801021
34.953149,10.341387,4.801452
34.953388,10.341587,4.801883
34.953627,10.341788,4.802313
34.953866,10.341988,4.802743
34.954105,10.342189,4.803173
34.954344,10.342389,4.803602
34.954583,10.342589,4.804032
34.954822,10.342789,4.804460
34.955061,10.342990,4.804889
34.955300,10.343190,4.805317
34.955538,10.343390,4.805745
34.955777,10.343589,4.806173
34.956016,10.343789,4.806600
34.956255,10.343989,4.807027
34.956494,10.344189,4.807454
34.956733,10.344388,4.807880
34.956971,10.344588,4.808307
34.957210,10.344787,4.808733
34.957449,10.344986,4.809158
34.957688,10.345186,4.809583
34.957927,10.345385,4.810008
34.958165,10.345584,4.810433
34.958404,10.345783,4.810857
34.958643,10.345982,4.811281
34.958882,10.346181,4.811705
34.959120,10.346380,4.812129
34.959359,10.346578,4.812552
34.959598,10.346777,4.812975
34.959837,10.346975,4.813397
34.960075,10.347174,4.813819
