init_r,r,ur
2.701100, 3.476205, 0.072318
2.701100, 8.690930, -0.106097
2.701100, 2.827072, -0.019118
2.701100, 2.768615, 0.012385
2.701100, 6.605119, 0.128342
2.701100, 3.933762, -0.095454
2.701100, 2.702724, -0.002984
2.701100, 3.088252, 0.044290
2.701100, 11.588193, -0.024261
2.701100, 2.976179, -0.034317
2.701100, 2.707947, 0.004416
2.701100, 4.236855, 0.106366
2.701100, 5.843886, -0.129381
2.701100, 2.748541, -0.009986
2.701100, 2.849433, 0.021599
2.701100, 9.382737, 0.093996
2.701100, 3.377453, -0.066028
2.701100, 2.700940, 0.000684
2.701100, 3.570581, 0.077861
2.701100, 8.123078, -0.114351
2.701100, 2.810239, -0.017212
2.701100, 2.785149, 0.014322
2.701100, 7.222085, 0.124245
2.701100, 3.759731, -0.087714
2.701100, 2.701161, -0.001974
2.701100, 3.201843, 0.053466
2.701100, 10.802929, -0.059542
2.701100, 2.909989, -0.027917
2.701100, 2.718776, 0.006157
2.701100, 4.693574, 0.117874
2.701100, 5.124848, -0.124592
2.701100, 2.729827, -0.007640
2.701100, 2.880468, 0.024901
2.701100, 10.196784, 0.076346
2.701100, 3.275003, -0.058925
2.701100, 2.701000, 0.001426
2.701100, 3.677856, 0.083645
2.701100, 7.577567, -0.120842
2.701100, 2.794900, -0.015446
2.701100, 2.801222, 0.016174
2.701100, 7.804688, 0.118318
2.701100, 3.630827, -0.081174
2.701100, 2.700985, -0.001100
2.701100, 3.320023, 0.062122
2.701100, 9.829337, -0.084849
2.701100, 2.865618, -0.023339
2.701100, 2.737779, 0.008653
2.701100, 5.431198, 0.127473
2.701100, 4.469833, -0.112887
2.701100, 2.713257, -0.005339
2.701100, 2.934541, 0.030343
2.701100, 11.182449, 0.045970
2.701100, 3.153248, -0.049648
2.701100, 2.701594, 0.002378
2.701100, 3.825741, 0.090790
2.701100, 6.968059, -0.126230
2.701100, 2.778297, -0.013523
2.701100, 2.817110, 0.017994
2.701100, 8.359145, 0.111100
2.701100, 3.529547, -0.075505
2.701100, 2.701012, -0.000387
2.701100, 3.420268, 0.068819
2.701100, 9.070372, -0.099748
2.701100, 2.839008, -0.020453
2.701100, 2.757225, 0.011034
2.701100, 6.174562, 0.129566
2.701100, 4.089444, -0.101434
2.701100, 2.705078, -0.003764
2.701100, 3.019483, 0.038287
2.701100, 11.741857, 0.003760
2.701100, 3.036669, -0.039821
2.701100, 2.704317, 0.003549
2.701100, 4.044387, 0.099789
2.701100, 6.289496, -0.129390
2.701100, 2.760257, -0.011395
2.701100, 2.835740, 0.020089
2.701100, 8.968641, 0.101517
2.701100, 3.434802, -0.069744
2.701100, 2.701051, 0.000288
2.701100, 3.516154, 0.074718
2.701100, 8.439752, -0.109931
2.701100, 2.819498, -0.018264
