init_r,r,ur
2.673100, 3.020117, 0.038592
2.673100, 11.744305, 0.002838
2.673100, 3.033114, -0.039746
2.673100, 2.673586, -0.000038
2.673100, 3.022864, 0.038834
2.673100, 11.745742, 0.001629
2.673100, 3.030325, -0.039496
2.673100, 2.673858, 0.000015
2.673100, 3.034455, 0.039862
2.673100, 11.743346, -0.003408
2.673100, 3.018847, -0.038477
2.673100, 2.673283, 0.000031
2.673100, 3.027333, 0.039235
2.673100, 11.746434, -0.000339
2.673100, 3.025779, -0.039097
2.673100, 2.673225, -0.000027
2.673100, 3.018505, 0.038447
2.673100, 11.743064, 0.003559
2.673100, 3.034807, -0.039894
2.673100, 2.673827, -0.000021
2.673100, 3.028965, 0.039376
2.673100, 11.746163, -0.001040
2.673100, 3.024204, -0.038953
2.673100, 2.673653, 0.000036
2.673100, 3.033959, 0.039820
2.673100, 11.743720, -0.003199
2.673100, 3.019307, -0.038520
2.673100, 2.673107, 0.000007
2.673100, 3.021157, 0.038685
2.673100, 11.744951, 0.002376
2.673100, 3.032038, -0.039651
2.673100, 2.673515, -0.000038
2.673100, 3.021638, 0.038725
2.673100, 11.745192, 0.002170
2.673100, 3.031578, -0.039607
2.673100, 2.673878, 0.000008
2.673100, 3.033844, 0.039808
2.673100, 11.743805, -0.003145
2.673100, 3.019438, -0.038530
2.673100, 2.673349, 0.000035
2.673100, 3.028866, 0.039371
2.673100, 11.746194, -0.001006
2.673100, 3.024259, -0.038962
2.673100, 2.673176, -0.000021
2.673100, 3.018430, 0.038441
2.673100, 11.743003, 0.003592
2.673100, 3.034882, -0.039900
2.673100, 2.673785, -0.000027
2.673100, 3.027537, 0.039249
2.673100, 11.746405, -0.000419
2.673100, 3.025620, -0.039079
2.673100, 2.673715, 0.000033
2.673100, 3.034541, 0.039871
2.673100, 11.743277, -0.003447
2.673100, 3.018751, -0.038470
2.673100, 2.673128, 0.000013
2.673100, 3.022393, 0.038796
2.673100, 11.745568, 0.001829
2.673100, 3.030767, -0.039539
2.673100, 2.673443, -0.000038
2.673100, 3.020565, 0.038630
2.673100, 11.744580, 0.002645
2.673100, 3.032680, -0.039705
2.673100, 2.673886, 0.000001
2.673100, 3.032999, 0.039733
2.673100, 11.744381, -0.002782
2.673100, 3.020256, -0.038602
2.673100, 2.673419, 0.000037
2.673100, 3.030321, 0.039499
2.673100, 11.745747, -0.001636
2.673100, 3.022828, -0.038834
2.673100, 2.673138, -0.000015
2.673100, 3.018628, 0.038459
2.673100, 11.743174, 0.003502
2.673100, 3.034671, -0.039882
2.673100, 2.673733, -0.000032
2.673100, 3.026087, 0.039120
2.673100, 11.746440, 0.000214
2.673100, 3.027068, -0.039207
2.673100, 2.673769, 0.000029
2.673100, 3.034845, 0.039897
2.673100, 11.743033, -0.003576
2.673100, 3.018464, -0.038444
2.673100, 2.673162, 0.000020
2.673100, 3.023783, 0.038919
2.673100, 11.746069, 0.001215
2.673100, 3.029348, -0.039413
2.673100, 2.673371, -0.000036
2.673100, 3.019679, 0.038551
2.673100, 11.743983, 0.003038
2.673100, 3.033594, -0.039786
2.673100, 2.673881, -0.000006
2.673100, 3.031953, 0.039640
2.673100, 11.744996, -0.002332
2.673100, 3.021272, -0.038693
2.673100, 2.673491, 0.000038
2.673100, 3.031645, 0.039616
2.673100, 11.745159, -0.002207
2.673100, 3.021538, -0.038719
2.673100, 2.673112, -0.000009
2.673100, 3.019098, 0.038501
2.673100, 11.743558, 0.003292
2.673100, 3.034177, -0.039839
2.673100, 2.673674, -0.000035
2.673100, 3.024657, 0.038993
2.673100, 11.746263, 0.000841
2.673100, 3.028507, -0.039335
2.673100, 2.673814, 0.000023
2.673100, 3.034863, 0.039899
2.673100, 11.743019, -0.003583
2.673100, 3.018451, -0.038442
2.673100, 2.673208, 0.000025
2.673100, 3.025280, 0.039053
2.673100, 11.746382, 0.000558
2.673100, 3.027835, -0.039279
2.673100, 2.673304, -0.000032
2.673100, 3.019012, 0.038492
2.673100, 11.743478, 0.003334
2.673100, 3.034284, -0.039847
2.673100, 2.673865, -0.000013
2.673100, 3.030745, 0.039533
2.673100, 11.745574, -0.001811
2.673100, 3.022452, -0.038798
2.673100, 2.673563, 0.000038
2.673100, 3.032789, 0.039717
2.673100, 11.744512, -0.002698
2.673100, 3.020430, -0.038620
2.673100, 2.673101, -0.000002
2.673100, 3.019828, 0.038566
2.673100, 11.744105, 0.002967
2.673100, 3.033415, -0.039772
2.673100, 2.673608, -0.000037
2.673100, 3.023287, 0.038872
2.673100, 11.745895, 0.001443
2.673100, 3.029894, -0.039458
2.673100, 2.673849, 0.000017
2.673100, 3.034599, 0.039875
2.673100, 11.743233, -0.003469
2.673100, 3.018708, -0.038465
2.673100, 2.673264, 0.000030
2.673100, 3.026829, 0.039190
2.673100, 11.746461, -0.000120
2.673100, 3.026281, -0.039142
2.673100, 2.673243, -0.000028
