E0.950000, L_z3.000000, r10.500000, ur0.000000, M1.000000, J0.300000, M2-0.090000, S3-0.027000, M40.008100
0.1148, 0.0023, 10.5000, 0.0134, 1.1477, 0.0229, -0.0003, 0.1337
148.6109, 6.4691, 4.9498, 0.0107, 1.4075, 0.0858, 0.0323, 0.2335
338.0755, 12.8964, 8.1872, 0.0010, 1.2094, 0.0360, -0.0771, 0.1631
449.7700, 19.3885, 6.2537, 0.0030, 1.3002, 0.0578, 0.0806, 0.1992
649.4896, 25.8114, 5.6945, 0.0150, 1.3395, 0.0678, -0.0712, 0.2125
768.1317, 32.2955, 9.1602, 0.0130, 1.1793, 0.0294, 0.0615, 0.1494
948.5189, 38.7394, 4.8265, 0.0172, 1.4210, 0.0894, -0.0140, 0.2372
1111.6931, 45.1889, 10.2193, 0.0089, 1.1535, 0.0241, -0.0292, 0.1367
1245.9195, 51.6673, 5.1821, 0.0135, 1.3839, 0.0795, 0.0501, 0.2267
1441.5596, 58.0893, 7.2675, 0.0106, 1.2460, 0.0445, -0.0843, 0.1784
1550.3985, 64.5827, 6.9719, 0.0095, 1.2600, 0.0478, 0.0842, 0.1842
1747.6651, 71.0096, 5.2895, 0.0210, 1.3738, 0.0768, -0.0572, 0.2233
1877.0217, 77.4824, 9.9949, 0.0074, 1.1585, 0.0251, 0.0387, 0.1392
2045.2634, 83.9322, 4.8089, 0.0022, 1.4230, 0.0899, 0.0061, 0.2378
2221.5156, 90.3757, 9.4908, 0.0032, 1.1706, 0.0276, -0.0542, 0.1451
2343.7575, 96.8620, 5.5367, 0.0099, 1.3522, 0.0711, 0.0657, 0.2169
2542.8233, 103.2826, 6.4914, 0.0142, 1.2858, 0.0542, -0.0832, 0.1938
2652.9192, 109.7725, 7.8394, 0.0052, 1.2221, 0.0389, 0.0805, 0.1687
2845.0639, 116.2029, 5.0186, 0.0096, 1.4002, 0.0838, -0.0397, 0.2313
2988.1935, 122.6702, 10.4616, 0.0102, 1.1484, 0.0231, 0.0107, 0.1341
3142.2729, 129.1377, 4.8937, 0.0215, 1.4135, 0.0874, 0.0250, 0.2353
3328.7633, 135.5669, 8.5396, 0.0151, 1.1976, 0.0334, -0.0728, 0.1577
3442.4518, 142.0549, 6.0313, 0.0041, 1.3149, 0.0615, 0.0775, 0.2044
3642.3682, 148.4732, 5.8845, 0.0028, 1.3252, 0.0641, -0.0751, 0.2079
3757.9619, 154.9613, 8.8018, 0.0024, 1.1895, 0.0316, 0.0683, 0.1541
3942.1643, 161.4035, 4.8585, 0.0166, 1.4174, 0.0884, -0.0211, 0.2362
4099.9754, 167.8562, 10.3863, 0.0032, 1.1500, 0.0234, -0.0186, 0.1349
4239.3452, 174.3308, 5.0821, 0.0095, 1.3937, 0.0821, 0.0438, 0.2296
4433.0715, 180.7558, 7.5929, 0.0089, 1.2319, 0.0412, -0.0827, 0.1727
4542.4326, 187.2474, 6.6850, 0.0018, 1.2749, 0.0515, 0.0838, 0.1899
4740.8619, 193.6699, 5.4263, 0.0070, 1.3615, 0.0736, -0.0624, 0.2197
4865.9311, 200.1511, 9.7166, 0.0099, 1.1650, 0.0264, 0.0479, 0.1425
5039.0434, 206.6032, 4.8039, 0.0199, 1.4236, 0.0901, -0.0017, 0.2379
5210.7423, 213.0457, 9.7955, 0.0137, 1.1631, 0.0260, -0.0458, 0.1414
5336.9756, 219.5279, 5.3903, 0.0114, 1.3647, 0.0744, 0.0603, 0.2208
5535.0758, 225.9486, 6.7593, 0.0129, 1.2709, 0.0505, -0.0845, 0.1882
5644.2247, 232.4401, 7.5032, 0.0068, 1.2356, 0.0420, 0.0828, 0.1744
5838.6143, 238.8706, 5.1039, 0.0183, 1.3915, 0.0815, -0.0466, 0.2287
5976.3758, 245.3382, 10.3465, 0.0077, 1.1508, 0.0236, 0.0215, 0.1354
6135.7829, 251.7946, 4.8490, 0.0014, 1.4185, 0.0887, 0.0185, 0.2366
6318.9087, 258.2332, 8.9021, 0.0085, 1.1866, 0.0310, -0.0668, 0.1527
6435.3576, 264.7236, 5.8335, 0.0135, 1.3289, 0.0651, 0.0735, 0.2093
6635.1525, 271.1384, 6.0926, 0.0006, 1.3107, 0.0604, -0.0786, 0.2029
6748.3307, 277.6308, 8.4455, 0.0104, 1.2006, 0.0340, 0.0737, 0.1593
6935.8179, 284.0698, 4.9040, 0.0218, 1.4124, 0.0871, -0.0284, 0.2347
7088.1620, 290.5251, 10.4800, 0.0056, 1.1481, 0.0230, -0.0079, 0.1339
7232.8914, 296.9974, 4.9999, 0.0148, 1.4022, 0.0843, 0.0370, 0.2320
7424.2696, 303.4230, 7.9344, 0.0090, 1.2185, 0.0381, -0.0800, 0.1670
7534.8007, 309.9156, 6.4266, 0.0081, 1.2896, 0.0551, 0.0821, 0.1955
7734.0873, 316.3377, 5.5757, 0.0148, 1.3490, 0.0703, -0.0679, 0.2156
7855.1448, 322.8185, 9.3976, 0.0058, 1.1730, 0.0281, 0.0563, 0.1463
8032.6814, 329.2653, 4.8124, 0.0140, 1.4226, 0.0898, -0.0088, 0.2377
8199.4308, 335.7117, 10.0655, 0.0010, 1.1569, 0.0248, -0.0361, 0.1384
8330.3028, 342.1940, 5.2625, 0.0142, 1.3763, 0.0774, 0.0544, 0.2244
8527.1229, 348.6164, 7.0466, 0.0179, 1.2563, 0.0469, -0.0849, 0.1825
8635.8461, 355.1076, 7.1847, 0.0082, 1.2498, 0.0454, 0.0840, 0.1802
8832.0448, 361.5354, 5.2070, 0.0185, 1.3815, 0.0788, -0.0528, 0.2257
